"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"adjudicator"	"notes"
"patchouli-lang:botania:botania.page.elvenLenses1"	"sha256:f5085de56f0f93cae081a000e2b0f176cf0267f39fbfc89e94f196d5efeae332"	"CHANGE"	"Первая линза — $(item)линза окраски$(0). Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда $(thing)сгусток маны$(0) с её эффектом попадёт в блок, который можно покрасить ($(item)шерсть, терракота/керамика, стекло$(0)…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого $(thing)сгустка маны$(0). Кажется, это работает и с $(thing)овцами$(0)."	"Латинская c подменяет кириллическую «с»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская c подменяет кириллическую «с»."
"patchouli-lang:botania:botania.page.spellCloth0"	"sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee"	"CHANGE"	"$(l:tools/manaweave)$(item)Манаткань$(0)$(/l) в сочетании с перемещающими свойствами $(l:mana/pool)$(item)манажемчуга$(0)$(/l) превращается в ткань, рассеивающую любые $(thing)чары$(0) и $(thing)проклятия$(0) при соприкосновении.$(p)Соедините $(item)ткань снятия чар$(0) с зачарованным предметом на верстаке, чтобы снять с него все чары, включая проклятия, ценой части прочности ткани."	"Исправлены управление и связность; восстановлена закрывающая ссылка и исходная последовательность разметки."	"/root/rescripted_language_adjudicator"	"После checkpoint-review разметка восстановлена до точных технических токенов английского источника."
"patchouli-lang:botania:botania.page.temperanceStone0"	"sha256:870705b1680f30436817c3afd33c464b6e29968257df146cd05078cda22e28e8"	"CHANGE"	"Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно сносить огромные участки земли, но такая мощь нужна не всегда. Иногда достаточно области 3×3. Чтобы ограничить область работы $(l:tools/terra_pick)терра-крушителя$(/l), держите в инвентаре активный $(item)камень сдержанности$(0). Тогда $(l:tools/terra_pick)терра-крушитель$(/l) не будет разрушать более широкие области."	"Исправлены опечатка, неполная конструкция и неясное описание ограничения области."	"/root/rescripted_language_adjudicator"	"Формулировка доведена до естественного русского после checkpoint-review."
"patchouli-lang:botania:botania.page.temperanceStone2"	"sha256:1601d6d2acb5cde31459f271f638428c5715d43204021c1c9842960e5b819d50"	"CHANGE"	"Некоторые другие предметы тоже бывают слишком мощными в отдельных ситуациях. Активный $(item)камень сдержанности$(0) также отключает $(l:tools/terra_axe)терра-рассекатель$(/l), уменьшает область действия $(l:tools/exchange_rod)скипетра сдвига коры$(/l) и предотвращает некоторые ускорения, например от $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень включается и выключается нажатием [$(k:use)] по нему в инвентаре или в руке."	"В ссылке на скипетр лишняя закрывающая скобка, повторяется «в некоторых случаях», а формулировка о переключении неестественна."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора A: В ссылке на скипетр лишняя закрывающая скобка, повторяется «в некоторых случаях», а формулировка о переключении неестественна."
"patchouli-lang:botania:botania.page.terraAxe0"	"sha256:88014de52993640d5fb6f23c99368a3edcb14e1411a4bcd510622655ae504db5"	"CHANGE"	"$(item)Терра-рассекатель$(0) — превосходный топор из $(l:basics/terrasteel)террастали$(/l). Рассекая дерево, он расходует $(thing)ману$(0) и может разом повалить ствол и листву.$(p)Удерживайте [$(k:sneak)] или включите $(l:tools/temperance_stone)камень сдержанности$(0), если не хотите валить дерево целиком."	"Сочетание «невероятной превосходящей превосходности» неграмотно и нечитабельно; повтор «валить всё дерево» утяжеляет инструкцию."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора A: Сочетание «невероятной превосходящей превосходности» неграмотно и нечитабельно; повтор «валить всё дерево» утяжеляет инструкцию."
"patchouli-lang:botania:botania.page.terraformRod0"	"sha256:6f2fd0cdbae6a62c3b2e7b443ff9477daee57a04eb1e3d0774389c3346e7801e"	"CHANGE"	"Лопатой $(o)можно$(0) выравнивать ландшафт, но на большие участки уйдёт немало времени.$(p)$(item)Скипетр терраформиста$(0), напротив, выравнивает землю гораздо быстрее и бережнее к природе."	"Обороты «намного быстрее по времени» и «дружелюбнее к природе» являются кальками и звучат неестественно."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора A: Обороты «намного быстрее по времени» и «дружелюбнее к природе» являются кальками и звучат неестественно."
"patchouli-lang:botania:botania.page.terraformRod1"	"sha256:ae460e9fa2a3c8544f04b94661c094d355fda8e00faf4d7fba6740425497a5d9"	"CHANGE"	"Этот скипетр расходует значительное количество $(thing)маны$(0) из инвентаря владельца и выравнивает окружающую землю до его высоты. Чтобы зарядить скипетр, $(thing)удерживайте$(0) [$(k:use)]. Он постепенно выровняет местность до вашей высоты: разместит недостающие блоки $(item)земли$(0) и уберёт лишние."	"Исправлены управление, лишняя запятая и деепричастный оборот без общего деятеля."	"/root/rescripted_language_adjudicator"	"Формулировка доведена до естественного русского после checkpoint-review."
"patchouli-lang:botania:botania.page.tornadoRod0"	"sha256:dc7b2d085f5da784c081a75e61a22bc9bf9c040f2d68ab1614d50c7a93cd7e0b"	"CHANGE"	"$(item)Скипетр небес$(0) расходует $(thing)ману$(0), чтобы высоко подбросить владельца. Нажмите [$(k:use)], чтобы взлететь.$(p)После использования скипетр ненадолго защищает от урона при падении, чтобы владелец не разбился."	"Неудачны сочетания «запустить пользователя» и «умер разбившись»; лишняя запятая нарушает связность инструкции."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора A: Неудачны сочетания «запустить пользователя» и «умер разбившись»; лишняя запятая нарушает связность инструкции."
"patchouli-lang:botania:botania.page.virus0"	"sha256:54168e56eafd6b64320612879041b6699770046341c792c0cd2c723ce68e8621"	"CHANGE"	"Смешав определённые ингредиенты, можно создать $(item)вирус$(0), способный изменить геном лошадей.$(p)Вирус, использованный на $(thing)лошади$(0), превратит её либо в $(thing)лошадь-зомби$(0), либо в $(thing)лошадь-скелета$(0), а также значительно улучшит все способности $(thing)лошади$(0)."	"Есть орфографическая ошибка «ингридиенты», а последняя фраза необоснованно меняет причинно-следственную связь исходника."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора A: Есть орфографическая ошибка «ингридиенты», а последняя фраза необоснованно меняет причинно-следственную связь исходника."
"patchouli-lang:botania:botania.page.worldSeed0"	"sha256:557f16741edde14cfa4e89d3bc55d3014728b0c451ad200e8885a0c1a08b0502"	"CHANGE"	"$(item)Семя мира$(0) — это заряженная частица стихийной материи, способная вернуть владельца к точке появления в мире.$(p)Если владелец находится не менее чем в 24 блоках от точки появления, нажмите [$(k:use)], держа семя в руке, чтобы мгновенно телепортироваться туда и потратить семя."	"Пропущен предлог в «связь центром мира», неестественно «мировая точка возрождения» и деепричастный оборот перегружает условие."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора A: Пропущен предлог в «связь центром мира», неестественно «мировая точка возрождения» и деепричастный оборот перегружает условие."
"block:block.botania.potted_spectranthemum"	"sha256:b80dabce59c857ba53b203e80a7249c5e3e07c4d596ae8807a5b718272e7ea8c"	"CHANGE"	"Спектрантема в горшке"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская C подменяет кириллическую «С»."
"block:block.botania.potted_spectrolus"	"sha256:c154357253e1bb17905308ee4fd6004d311ff01a27104fe345e3bf57193bcf41"	"CHANGE"	"Спектролис в горшке"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская C подменяет кириллическую «С»."
"block:block.botania.spectranthemum"	"sha256:debb521f2653d70f4d83da65e25e6edda8314ef6e78c15316a31e5cd6a7dc1a2"	"CHANGE"	"Спектрантема"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская C подменяет кириллическую «С»."
"block:block.botania.spectrolus"	"sha256:578365a70a90eaafe9f3739d90dfee01dfd6bfc81aa50d47f79104082e7ff9b8"	"CHANGE"	"Спектролис"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская C подменяет кириллическую «С»."
"block:block.immersiveengineering.deepslate_ore_silver"	"sha256:8c624dc88e7b9a0d9bcd8ec05034d4be2132fa518b009511aeaadf1dc2fc79f3"	"CHANGE"	"Сереброносный глубинный сланец"	"Нарушена единая естественная форма названия руды в соседнем семействе."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Нарушена единая естественная форма названия руды в соседнем семействе."
"block:block.immersiveengineering.lightning_rod"	"sha256:5d907e09f9c22fec429d7e0e83ddf443cd4f6d0204328c3d7203456032a48dab"	"CHANGE"	"Молниеотвод"	"В названии пропущена буква «е»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: В названии пропущена буква «е»."
"item:item.advanced_ae.adv_pattern_provider_part"	"sha256:4b174a05968e8ea1c73782fb263ae0b8833f8a498ca6cc8fd8f90dea905cb944"	"CHANGE"	"Продвинутый поставщик расширенных шаблонов"	"Устранён неестественный повтор «расширенный»."	"/root/rescripted_language_adjudicator"	"Выбрана самостоятельная формулировка: она различает Advanced и Extended без неясного добавления «МЭ»."
"item:block.botania.spectranthemum"	"sha256:debb521f2653d70f4d83da65e25e6edda8314ef6e78c15316a31e5cd6a7dc1a2"	"CHANGE"	"Спектрантема"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская C подменяет кириллическую «С»."
"item:block.botania.spectrolus"	"sha256:578365a70a90eaafe9f3739d90dfee01dfd6bfc81aa50d47f79104082e7ff9b8"	"CHANGE"	"Спектролис"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская C подменяет кириллическую «С»."
"item:item.botania.manaweave_boots"	"sha256:c19ff056a6fd213a5da5d913d0f7679ea092834cf87d655829dc4bbb7da892ac"	"CHANGE"	"Манатканные сапоги"	"Латинская c подменяет кириллическую «с»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Латинская c подменяет кириллическую «с»."
"item:item.botania.pattern_1_2"	"sha256:207badc4e69f86d03b1365fd6b05326713520f0efdc2064ac5acad3905d7d058"	"CHANGE"	"Шаблон создания «№3 — 1x2»"	"После тире пропущен пробел в UI-подписи."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: После тире пропущен пробел в UI-подписи."
"item:block.immersiveengineering.deepslate_ore_silver"	"sha256:8c624dc88e7b9a0d9bcd8ec05034d4be2132fa518b009511aeaadf1dc2fc79f3"	"CHANGE"	"Сереброносный глубинный сланец"	"Нарушена единая естественная форма названия руды в соседнем семействе."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Нарушена единая естественная форма названия руды в соседнем семействе."
"item:block.immersiveengineering.lightning_rod"	"sha256:5d907e09f9c22fec429d7e0e83ddf443cd4f6d0204328c3d7203456032a48dab"	"CHANGE"	"Молниеотвод"	"В названии пропущена буква «е»."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: В названии пропущена буква «е»."
"item:item.mekanism.raw_lead"	"sha256:7d1507ad7f4c2f76a17059759d3cff80e47768805ab20ce40c09dcde942ba3dc"	"CHANGE"	"Рудный свинец"	"Название выбивается из семейства одноимённых материалов и использует ненормативную форму прилагательного."	"/root/rescripted_language_adjudicator"	"Выбрана рекомендация редактора B: Название выбивается из семейства одноимённых материалов и использует ненормативную форму прилагательного."
