"id"	"source_hash"	"old_translation"	"new_translation"	"reason"	"independent_review"	"reviewer"	"initial_new_translation"	"review_notes"
"patchouli-lang:botania:botania.page.dandelifeon7"	"sha256:5e820e495d06511fca1c256c0f0e5d573845c414b928c2eb99324a608e0ac338"	"$(item)Клеточные блоки$(0) создаются из $(item)кактусов$(0), $(item)моркови$(0), $(item)картошки$(0) и $(item)cвёклы$(0) и чрезвычайно хрупки. Их нельзя собрать даже с чарами «$(thing)Шёлковое касание$(0)» и нельзя сдвинуть $(item)поршнем$(0). $(item)Жизнеодуванчик$(0) не будет создавать их на позициях, где нет воздуха (т.е. стоит какой-то другой блок).$(p)За пределами зоны действия $(item)жизнеодуванчика$(0), они не имеют никаких особых свойств."	"$(item)Клеточные блоки$(0) создаются из $(item)кактусов$(0), $(item)моркови$(0), $(item)картошки$(0) и $(item)свёклы$(0) и чрезвычайно хрупки. Их нельзя собрать даже с чарами «$(thing)Шёлковое касание$(0)» и нельзя сдвинуть $(item)поршнем$(0). $(item)Жизнеодуванчик$(0) не будет создавать их на позициях, где нет воздуха (т.е. стоит какой-то другой блок).$(p)За пределами зоны действия $(item)жизнеодуванчика$(0) они не имеют никаких особых свойств."	"Латинская c подменяет кириллическую «с»; лишняя запятая разделяет подлежащее и сказуемое."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Клеточные блоки$(0) создаются из $(item)кактусов$(0), $(item)моркови$(0), $(item)картошки$(0) и $(item)свёклы$(0) и чрезвычайно хрупки. Их нельзя собрать даже с чарами «$(thing)Шёлковое касание$(0)» и нельзя сдвинуть $(item)поршнем$(0). $(item)Жизнеодуванчик$(0) не будет создавать их на позициях, где нет воздуха (т.е. стоит какой-то другой блок).$(p)За пределами зоны действия $(item)жизнеодуванчика$(0) они не имеют никаких особых свойств."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.elvenLenses1"	"sha256:f5085de56f0f93cae081a000e2b0f176cf0267f39fbfc89e94f196d5efeae332"	"Первая линза — $(item)линза окраски$(0). Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда $(thing)сгусток маны$(0) с её эффектом попадёт в блок, который можно покрасить ($(item)шерсть, терракота/керамика, cтекло$(0)…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого $(thing)сгустка маны$(0). Кажется, это работает и с $(thing)овцами$(0)."	"Первая линза — $(item)линза окраски$(0). Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда $(thing)сгусток маны$(0) с её эффектом попадёт в блок, который можно покрасить ($(item)шерсть, терракота/керамика, стекло$(0)…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого $(thing)сгустка маны$(0). Кажется, это работает и с $(thing)овцами$(0)."	"Латинская c подменяет кириллическую «с»."	"APPROVED"	"/root/checkpoint12_second_review"	"Первая линза — $(item)линза окраски$(0). Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда $(thing)сгусток маны$(0) с её эффектом попадёт в блок, который можно покрасить ($(item)шерсть, терракота/керамика, стекло$(0)…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого $(thing)сгустка маны$(0). Кажется, это работает и с $(thing)овцами$(0)."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.spellCloth0"	"sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee"	"$(l:tools/manaweave)Манаткань$(/l), соединённая с $(l:mana/pool)манажемчугом$(p), создаёт комбинацию, которая может поглотить любые $(thing)чары$(0). Казалось бы зачем, если есть $(item)точило$(0), но $(item)ткань снятия чар$(0), выложенная на верстаке с зачарованным предметом, снимает не только все чары, но и $(thing)проклятия$(0) тоже. Прочность ткани тратится при снятии чар."	"$(l:tools/manaweave)$(item)Манаткань$(0)$(/l) в сочетании с перемещающими свойствами $(l:mana/pool)$(item)манажемчуга$(0)$(/l) превращается в ткань, рассеивающую любые $(thing)чары$(0) и $(thing)проклятия$(0) при соприкосновении.$(p)Соедините $(item)ткань снятия чар$(0) с зачарованным предметом на верстаке, чтобы снять с него все чары, включая проклятия, ценой части прочности ткани."	"Исправлены управление и связность; восстановлена закрывающая ссылка и исходная последовательность разметки."	"APPROVED"	"/root/checkpoint12_second_review"	"$(l:tools/manaweave)$(item)Манаткань$(0)$(/l) в сочетании с перемещающими свойствами $(l:mana/pool)$(item)манажемчуга$(0)$(/l) превращается в ткань, рассеивающую любые $(thing)чары$(0) и $(thing)проклятия$(0) при соприкосновении.$(p)Соедините $(item)ткань снятия чар$(0) с зачарованным предметом на верстаке, чтобы снять с него все чары, включая проклятия, ценой части прочности ткани."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.temperanceStone0"	"sha256:870705b1680f30436817c3afd33c464b6e29968257df146cd05078cda22e28e8"	"Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно разрывать огромные участки земли: пользователь может просто случайно вскопать не ту часть своего дом. Ограничение области работы $(l:tools/terra_pick)терра-крушителя$(/l) до небольшого туннеля 3×3 может быть предпочтительней в большинстве случаев, и активный $(item)камень сдержанности$(0) это и делает — ограничивает $(l:tools/terra_pick)терра-крушитель$(/l)."	"Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно сносить огромные участки земли, но такая мощь нужна не всегда. Иногда достаточно области 3×3. Чтобы ограничить область работы $(l:tools/terra_pick)терра-крушителя$(/l), держите в инвентаре активный $(item)камень сдержанности$(0). Тогда $(l:tools/terra_pick)терра-крушитель$(/l) не будет разрушать более широкие области."	"Исправлены опечатка, неполная конструкция и неясное описание ограничения области."	"APPROVED"	"/root/checkpoint12_second_review"	"Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно сносить огромные участки земли, но такая мощь нужна не всегда. Иногда достаточно области 3×3. Чтобы ограничить область работы $(l:tools/terra_pick)терра-крушителя$(/l), держите в инвентаре активный $(item)камень сдержанности$(0). Тогда $(l:tools/terra_pick)терра-крушитель$(/l) не будет разрушать более широкие области."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.temperanceStone2"	"sha256:1601d6d2acb5cde31459f271f638428c5715d43204021c1c9842960e5b819d50"	"Хотя не только это: некоторые предметы тоже слишком мощны в некоторых случаях. Активный $(item)камень сдержанности$(0) отключает $(l:tools/terra_axe)терра-рассекатель$(/l), ограничивает область $(l:tools/exchange_rod)скипетра сдвига коры)$(/l), и отключает свойства ускорения некоторых предметов, как у $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень может быть переключён нажатием [$(k:use)] по нему в инвентаре или с ним в руке."	"Некоторые другие предметы тоже бывают слишком мощными в отдельных ситуациях. Активный $(item)камень сдержанности$(0) также отключает $(l:tools/terra_axe)терра-рассекатель$(/l), уменьшает область действия $(l:tools/exchange_rod)скипетра сдвига коры$(/l) и предотвращает некоторые ускорения, например от $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень включается и выключается нажатием [$(k:use)] по нему в инвентаре или в руке."	"В ссылке на скипетр лишняя закрывающая скобка, повторяется «в некоторых случаях», а формулировка о переключении неестественна."	"APPROVED"	"/root/checkpoint12_second_review"	"Некоторые другие предметы тоже бывают слишком мощными в отдельных ситуациях. Активный $(item)камень сдержанности$(0) также отключает $(l:tools/terra_axe)терра-рассекатель$(/l), уменьшает область действия $(l:tools/exchange_rod)скипетра сдвига коры$(/l) и предотвращает некоторые ускорения, например от $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень включается и выключается нажатием [$(k:use)] по нему в инвентаре или в руке."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.terraAxe0"	"sha256:88014de52993640d5fb6f23c99368a3edcb14e1411a4bcd510622655ae504db5"	"$(item)Терра-рассекатель$(0) — это превосходный топор из невероятной превосходящей превосходности $(l:basics/terrasteel)террастали$(/l). Рассекатель, используя $(thing)ману$(0), может вмиг повалить всё дерево вместе с листьями. $(p)Можно удерживать [$(k:sneak)] или включить $(l:tools/temperance_stone)камень сдержанности$(0), если всё-таки не нужно валить всё дерево."	"$(item)Терра-рассекатель$(0) — превосходный топор из $(l:basics/terrasteel)террастали$(/l). Рассекая дерево, он расходует $(thing)ману$(0) и может разом повалить ствол и листву.$(p)Удерживайте [$(k:sneak)] или включите $(l:tools/temperance_stone)камень сдержанности$(0), если не хотите валить дерево целиком."	"Сочетание «невероятной превосходящей превосходности» неграмотно и нечитабельно; повтор «валить всё дерево» утяжеляет инструкцию."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Терра-рассекатель$(0) — превосходный топор из $(l:basics/terrasteel)террастали$(/l). Рассекая дерево, он расходует $(thing)ману$(0) и может разом повалить ствол и листву.$(p)Удерживайте [$(k:sneak)] или включите $(l:tools/temperance_stone)камень сдержанности$(0), если не хотите валить дерево целиком."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.terraformRod0"	"sha256:6f2fd0cdbae6a62c3b2e7b443ff9477daee57a04eb1e3d0774389c3346e7801e"	"Лопатой $(o)можно$(0) выравнивать ландшафт, но тогда выравнивание больших участков земли займёт кучу времени.$(p)$(item)Скипетр терраформиста$(0) может выравнивать землю намного быстрее по времени и дружелюбнее к природе."	"Лопатой $(o)можно$(0) выравнивать ландшафт, но на большие участки уйдёт немало времени.$(p)$(item)Скипетр терраформиста$(0), напротив, выравнивает землю гораздо быстрее и бережнее к природе."	"Обороты «намного быстрее по времени» и «дружелюбнее к природе» являются кальками и звучат неестественно."	"APPROVED"	"/root/checkpoint12_second_review"	"Лопатой $(o)можно$(0) выравнивать ландшафт, но на большие участки уйдёт немало времени.$(p)$(item)Скипетр терраформиста$(0), напротив, выравнивает землю гораздо быстрее и бережнее к природе."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.terraformRod1"	"sha256:ae460e9fa2a3c8544f04b94661c094d355fda8e00faf4d7fba6740425497a5d9"	"Этот скипетр за средние затраты $(thing)маны$(0) из инвентаря пользователя, выравнивает поверхность до высоту, где он стоит. Чтобы использовать его, надо $(thing)удерживать$(0) [$(k:use)] и медленно, но верно поверхность земли выровняется до высоты, где стоит пользователь, либо ставя блоки $(item)земли$(0), либо убирая их."	"Этот скипетр расходует значительное количество $(thing)маны$(0) из вашего инвентаря и выравнивает окружающую землю до вашей высоты. Чтобы зарядить скипетр, $(thing)удерживайте$(0) [$(k:use)]. Он постепенно выровняет местность до вашей высоты: разместит недостающие блоки $(item)земли$(0) и уберёт лишние."	"Устранён конфликт между третьим и вторым лицом."	"APPROVED"	"/root/checkpoint12_second_review"	"Этот скипетр расходует значительное количество $(thing)маны$(0) из вашего инвентаря и выравнивает окружающую землю до вашей высоты. Чтобы зарядить скипетр, $(thing)удерживайте$(0) [$(k:use)]. Он постепенно выровняет местность до вашей высоты: разместит недостающие блоки $(item)земли$(0) и уберёт лишние."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.tornadoRod0"	"sha256:dc7b2d085f5da784c081a75e61a22bc9bf9c040f2d68ab1614d50c7a93cd7e0b"	"$(item)Скипетр небес$(0) использует $(thing)ману$(0), чтобы запустить пользователя высоко в воздух. Использовать его можно нажатием [$(k:use)].$(p)После срабатывания, скипетр сразу перейдёт в режим защиты от падения, чтобы пользователь не умер разбившись."	"$(item)Скипетр небес$(0) расходует $(thing)ману$(0), чтобы высоко подбросить владельца. Нажмите [$(k:use)], чтобы взлететь.$(p)После использования скипетр ненадолго защищает от урона при падении, чтобы владелец не разбился."	"Неудачны сочетания «запустить пользователя» и «умер разбившись»; лишняя запятая нарушает связность инструкции."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Скипетр небес$(0) расходует $(thing)ману$(0), чтобы высоко подбросить владельца. Нажмите [$(k:use)], чтобы взлететь.$(p)После использования скипетр ненадолго защищает от урона при падении, чтобы владелец не разбился."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.virus0"	"sha256:54168e56eafd6b64320612879041b6699770046341c792c0cd2c723ce68e8621"	"Смешав определённые ингридиенты, можно создать $(item)вирус$(0), способный изменить геном лошадей.$(p)Вирус, использованный на $(thing)лошади$(0), превратит её либо в $(thing)лошадь-зомби$(0), либо в $(thing)лошадь-скелета$(0) — в зависимости от типа вируса. Процесс трансформации улучшит все физические характеристики $(thing)лошади$(0)."	"Смешав определённые ингредиенты, можно создать $(item)вирус$(0), способный изменить геном лошадей.$(p)Вирус, использованный на $(thing)лошади$(0), превратит её либо в $(thing)лошадь-зомби$(0), либо в $(thing)лошадь-скелета$(0), а также значительно улучшит все способности $(thing)лошади$(0)."	"Есть орфографическая ошибка «ингридиенты», а последняя фраза необоснованно меняет причинно-следственную связь исходника."	"APPROVED"	"/root/checkpoint12_second_review"	"Смешав определённые ингредиенты, можно создать $(item)вирус$(0), способный изменить геном лошадей.$(p)Вирус, использованный на $(thing)лошади$(0), превратит её либо в $(thing)лошадь-зомби$(0), либо в $(thing)лошадь-скелета$(0), а также значительно улучшит все способности $(thing)лошади$(0)."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.worldSeed0"	"sha256:557f16741edde14cfa4e89d3bc55d3014728b0c451ad200e8885a0c1a08b0502"	"$(item)Семя мира$(0) — это энергетически возбуждённая частица стихийного вещества, имеющая глубокую связь центром мира.$(p)Если владелец семени находится дальше 24 блоков от мировой точки возрождения, используя семя нажатием [$(k:use)], он мгновенно телепортируется туда, потратив семя."	"$(item)Семя мира$(0) — это заряженная частица стихийной материи, способная вернуть владельца к точке появления в мире.$(p)Если владелец находится не менее чем в 24 блоках от точки появления, нажмите [$(k:use)], держа семя в руке, чтобы мгновенно телепортироваться туда и потратить семя."	"Пропущен предлог в «связь центром мира», неестественно «мировая точка возрождения» и деепричастный оборот перегружает условие."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Семя мира$(0) — это заряженная частица стихийной материи, способная вернуть владельца к точке появления в мире.$(p)Если владелец находится не менее чем в 24 блоках от точки появления, нажмите [$(k:use)], держа семя в руке, чтобы мгновенно телепортироваться туда и потратить семя."	"SECOND_LANGUAGE_REVIEW"
"mantle-book:tconstruct:materials_and_you:intro/storage.json:/text/1/text"	"sha256:26563f8e0274aedfe344bcdd4a71c38b3925f19b0cc384adc1078259aa951b4a"	"Ящики для частей позволяют хранить множество дополнительных частей, которые у Вас могут быть. В каждом слоте можно хранить не более 8 частей. Если Вам нужно больше, значит, Вы что-то делаете неправильно или у Вас очень запутанные рецепты."	"Ящики для частей позволяют хранить множество дополнительных частей, которые у вас могут быть. В каждом слоте можно хранить не более 8 частей. Если вам нужно больше, значит, вы что-то делаете неправильно или у вас очень запутанные рецепты."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"APPROVED"	"/root/checkpoint12_second_review"	"Ящики для частей позволяют хранить множество дополнительных частей, которые у вас могут быть. В каждом слоте можно хранить не более 8 частей. Если вам нужно больше, значит, вы что-то делаете неправильно или у вас очень запутанные рецепты."	"SHARED_CATALOG_PROPAGATION"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_double_jump.json:/text/0/text"	"sha256:3212d740535f43f0d3446f24bcf55fc30f74aef654e0848d10d1ffa0f1780e9d"	"Распрыжка повысит Ваши навыки и сделает Вас намного лучше в игре. Для достижения максимального эффекта не забудьте немного попрыгать."	"Распрыжка прокачивает ваши навыки и делает вас гораздо лучше в игре. Для максимального эффекта не забывайте иногда полежать."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"Распрыжка прокачивает ваши навыки и делает вас гораздо лучше в игре. Для максимального эффекта не забывайте иногда полежать."	"SHARED_CATALOG_PROPAGATION"
"mantle-book:tconstruct:mighty_smelting:abilities/armor/boots/tconstruct_pathing.json:/effects/0"	"sha256:32ab9174035796acc4c32602a5838a3fcf57da983a708d3b729334b9260929c6"	"Создает дорожки во время ходьбы."	"Создаёт дорожки, пока вы идёте."	"Ошибочный PASS: неестественная формулировка и пропущено ё."	"APPROVED"	"/root/checkpoint12_second_review"	"Создаёт дорожки, пока вы идёте."	"SHARED_CATALOG_PROPAGATION"
"mantle-book:tconstruct:puny_smelting:introduction/thruul.json:/text/0/text"	"sha256:779530d4c38e5a33da0c5e40a601e9038f4658858df8aaa1520c13c453c21ab2"	"Ладно, теперь, когда Вы закончили возиться с этими слабыми материалами, которые, по мнению Селены вы должны были использовать, настало время для НАСТОЯЩИХ ЛИТЕЙНЫХ МАТЕРИАЛОВ, ТАКИХ КАК МЕТАЛЛ."	"Ладно, теперь, когда вы закончили возиться со слабыми материалами, которыми, по мнению Селены, вам следовало пользоваться, пора перейти к НАСТОЯЩИМ ЛИТЕЙНЫМ МАТЕРИАЛАМ, ТАКИМ КАК МЕТАЛЛ."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"APPROVED"	"/root/checkpoint12_second_review"	"Ладно, теперь, когда вы закончили возиться со слабыми материалами, которыми, по мнению Селены, вам следовало пользоваться, пора перейти к НАСТОЯЩИМ ЛИТЕЙНЫМ МАТЕРИАЛАМ, ТАКИМ КАК МЕТАЛЛ."	"SHARED_CATALOG_PROPAGATION"
"mantle-book:tconstruct:puny_smelting:movingfluids/channel2.json:/text/1/text"	"sha256:cf4f878637a09fc12b35f71a08f73f301ad902e169622d9452f34774d206b2d3"	"Внутри каналов есть стрелочки, которые показывают направление движения жидкости. Нажатием ПКМ по сторонам каналов, можно переключить их между режимами входа, выхода или заблокировать. Нажав ПКМ по середине канала, Вы установите его на выход, непосредственно, под себя, если там имеется ёмкость для жидкостей.  Каналы не могут перемещать жидкость вверх."	"Внутри каналов есть стрелки, показывающие направление движения жидкости. Нажимая ПКМ по сторонам канала, можно переключать его между входом, выходом и отключённым состоянием. Нажмите ПКМ по середине канала, чтобы направить жидкость прямо вниз, если под ним есть подходящая ёмкость. Каналы не передают жидкость вверх."	"Лишний пробел, неверное управление и неестественный порядок слов."	"APPROVED"	"/root/checkpoint12_second_review"	"Внутри каналов есть стрелки, показывающие направление движения жидкости. Нажимая ПКМ по сторонам канала, можно переключать его между входом, выходом и отключённым состоянием. Нажмите ПКМ по середине канала, чтобы направить жидкость прямо вниз, если под ним есть подходящая ёмкость. Каналы не передают жидкость вверх."	"SHARED_CATALOG_PROPAGATION"
"mantle-book:tconstruct:puny_smelting:slotless/slotless.json:/text/0/text"	"sha256:6417aa942cf8e3b3f670811d0ac6f44ac68bd052fa4d8c1bb3a28b9809131f5d"	"Закончились слоты? Хорошие новости: все модификаторы в этом разделе не требуют слотов для применения, а некоторые даже могут дать Вам ещё больше слотов!"	"Закончились слоты? Хорошие новости: все модификаторы в этом разделе не требуют слотов для применения, а некоторые даже могут дать вам ещё больше слотов!"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"APPROVED"	"/root/checkpoint12_second_review"	"Закончились слоты? Хорошие новости: все модификаторы в этом разделе не требуют слотов для применения, а некоторые даже могут дать вам ещё больше слотов!"	"SHARED_CATALOG_PROPAGATION"
"mantle-book:tconstruct:puny_smelting:upgrades/armor/general/tconstruct_springy.json:/text/0/text"	"sha256:ef69a4bf2853c405e447d954aca06da6989b84a6d73aff42ce436e088ecfa42f"	"Отлетая, враги дают Вам достаточно времени, чтобы развернуться и убежать, или подлечиться"	"Отбрасывая врагов, вы получаете достаточно времени, чтобы развернуться, убежать или подлечиться."	"Деепричастный оборот без естественной связи и пропущена точка."	"APPROVED"	"/root/checkpoint12_second_review"	"Отбрасывая врагов, вы получаете достаточно времени, чтобы развернуться, убежать или подлечиться."	"SHARED_CATALOG_PROPAGATION"
