"id"	"source_hash"	"source"	"effective_translation"	"plain_source"	"plain_translation"	"context"	"audit_class"	"group_key"	"verdict_a"	"recommendation_a"	"reason_a"	"reviewer_a"	"verdict_b"	"recommendation_b"	"reason_b"	"reviewer_b"
"patchouli-lang:botania:botania.page.elvenLenses1"	"sha256:f5085de56f0f93cae081a000e2b0f176cf0267f39fbfc89e94f196d5efeae332"	"First off, the $(item)Paintslinger Lens$(0). This lens needs to be dyed one of the 16 colors of the spectrum to function. When a burst that's passed through it hits a colorable block ($(item)Wool, Stained Clay$(0) or $(item)Glass$(0)...), it'll turn that block (and any connected blocks of the same type and color) into the color of the $(thing)Mana Burst$(0). It seems to work on $(thing)Sheep$(0) too."	"Первая линза — $(item)линза окраски$(0). Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда $(thing)сгусток маны$(0) с её эффектом попадёт в блок, который можно покрасить ($(item)шерсть, терракота/керамика, cтекло$(0)…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого $(thing)сгустка маны$(0). Кажется, это работает и с $(thing)овцами$(0)."	"First off, the Paintslinger Lens. This lens needs to be dyed one of the 16 colors of the spectrum to function. When a burst that's passed through it hits a colorable block (Wool, Stained Clay or Glass...), it'll turn that block (and any connected blocks of the same type and color) into the color of the Mana Burst. It seems to work on Sheep too."	"Первая линза — линза окраски. Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда сгусток маны с её эффектом попадёт в блок, который можно покрасить (шерсть, терракота/керамика, cтекло…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого сгустка маны. Кажется, это работает и с овцами."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/mana/elven_lenses.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/mana/elven_lenses.json"", ""pointer"": ""/pages/2/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/mana/elven_lenses.json"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Первая линза — $(item)линза окраски$(0). Для того чтобы она заработала, её нужно покрасить в один из 16 цветов. Когда $(thing)сгусток маны$(0) с её эффектом попадёт в блок, который можно покрасить ($(item)шерсть, терракота/керамика, стекло$(0)…), сгусток покрасит его и рядом стоящие блоки того же цвета в цвет самого $(thing)сгустка маны$(0). Кажется, это работает и с $(thing)овцами$(0)."	"Латинская c подменяет кириллическую «с»."	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.spellCloth0"	"sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee"	"$(l:tools/manaweave)$(item)Manaweave Cloth$(0)$(/l), when combined with a $(l:mana/pool)$(item)Mana Pearl$(0)$(/l)'s displacive properties, can become a type of cloth that dispels all $(thing)Enchantments$(0) or $(thing)Curses$(0) it touches.$(p)Combining the $(item)Spellbinding Cloth$(0) with any enchanted item in a crafting table will remove all enchantments, including curses, from that item (at the cost of some of the cloth's durability)."	"$(l:tools/manaweave)Манаткань$(/l), соединённая с $(l:mana/pool)манажемчугом$(p), создаёт комбинацию, которая может поглотить любые $(thing)чары$(0). Казалось бы зачем, если есть $(item)точило$(0), но $(item)ткань снятия чар$(0), выложенная на верстаке с зачарованным предметом, снимает не только все чары, но и $(thing)проклятия$(0) тоже. Прочность ткани тратится при снятии чар."	"Manaweave Cloth, when combined with a Mana Pearl's displacive properties, can become a type of cloth that dispels all Enchantments or Curses it touches.

Combining the Spellbinding Cloth with any enchanted item in a crafting table will remove all enchantments, including curses, from that item (at the cost of some of the cloth's durability)."	"Манаткань, соединённая с манажемчугом

, создаёт комбинацию, которая может поглотить любые чары. Казалось бы зачем, если есть точило, но ткань снятия чар, выложенная на верстаке с зачарованным предметом, снимает не только все чары, но и проклятия тоже. Прочность ткани тратится при снятии чар."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/spell_cloth.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/spell_cloth.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/spell_cloth.json"	"CHANGE"	"$(l:tools/manaweave)Манаткань$(/l), соединённая с $(l:mana/pool)манажемчугом$(p)Снимает любые $(thing)чары$(0). Обычно для этого используют $(item)точило$(0), но $(item)ткань снятия чар$(0), выложенная на верстаке с зачарованным предметом, снимает также $(thing)проклятия$(0)."	"Нарушена разметка ссылки на манажемчуг, отсутствует запятая после вводного оборота и описание неточно передаёт снятие проклятий."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.temperanceStone0"	"sha256:870705b1680f30436817c3afd33c464b6e29968257df146cd05078cda22e28e8"	"The $(l:tools/terra_pick)$(item)Terra Shatterer$(0)$(/l) can tear through huge tracts of land like lightning when charged to its maximum potential; however, this might not always be the user's intention. A small, 3x3 region might be more fitting in certain cases; thus, an active $(item)Stone of Temperance$(0) in the inventory will prevent a $(l:tools/terra_pick)$(item)Terra Shatterer$(0)$(/l) from breaking any wider areas."	"Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно разрывать огромные участки земли: пользователь может просто случайно вскопать не ту часть своего дом. Ограничение области работы $(l:tools/terra_pick)терра-крушителя$(/l) до небольшого туннеля 3×3 может быть предпочтительней в большинстве случаев, и активный $(item)камень сдержанности$(0) это и делает — ограничивает $(l:tools/terra_pick)терра-крушитель$(/l)."	"The Terra Shatterer can tear through huge tracts of land like lightning when charged to its maximum potential; however, this might not always be the user's intention. A small, 3x3 region might be more fitting in certain cases; thus, an active Stone of Temperance in the inventory will prevent a Terra Shatterer from breaking any wider areas."	"Полностью заряженный терра-крушитель может молниеносно разрывать огромные участки земли: пользователь может просто случайно вскопать не ту часть своего дом. Ограничение области работы терра-крушителя до небольшого туннеля 3×3 может быть предпочтительней в большинстве случаев, и активный камень сдержанности это и делает — ограничивает терра-крушитель."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/temperance_stone.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/temperance_stone.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/temperance_stone.json"	"CHANGE"	"Полностью заряженный $(l:tools/terra_pick)терра-крушитель$(/l) может молниеносно сносить огромные участки земли, но это нужно не всегда. В некоторых случаях удобнее область 3x3: $(l:tools/terra_pick)терра-крушитель$(/l) ограничивается активным $(item)камнем сдержанности$(0). Тогда $(l:tools/terra_pick)терра-крушитель$(/l) не разрушает более широкие области."	"Есть опечатка «своего дом», тяжёлая конструкция «может быть предпочтительней» и неясно сформулирован эффект ограничения области."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.temperanceStone2"	"sha256:1601d6d2acb5cde31459f271f638428c5715d43204021c1c9842960e5b819d50"	"Other items may have effects that are slightly too powerful in certain situations as well. An active $(item)Stone of Temperance$(0) also turns off the $(l:tools/terra_axe)$(item)Terra Truncator$(0)$(/l), reduces the area affected by the $(l:tools/exchange_rod)$(item)Rod of the Shifting Crust$(0)$(/l), and prevents certain speed boosts, such as the one by the $(l:baubles/water_ring)$(item)Ring of Chordata$(0)$(/l).$(p)The stone can be toggled on/off by right clicking it, either in your inventory or your hand."	"Хотя не только это: некоторые предметы тоже слишком мощны в некоторых случаях. Активный $(item)камень сдержанности$(0) отключает $(l:tools/terra_axe)терра-рассекатель$(/l), ограничивает область $(l:tools/exchange_rod)скипетра сдвига коры)$(/l), и отключает свойства ускорения некоторых предметов, как у $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень может быть переключён нажатием [$(k:use)] по нему в инвентаре или с ним в руке."	"Other items may have effects that are slightly too powerful in certain situations as well. An active Stone of Temperance also turns off the Terra Truncator, reduces the area affected by the Rod of the Shifting Crust, and prevents certain speed boosts, such as the one by the Ring of Chordata.

The stone can be toggled on/off by right clicking it, either in your inventory or your hand."	"Хотя не только это: некоторые предметы тоже слишком мощны в некоторых случаях. Активный камень сдержанности отключает терра-рассекатель, ограничивает область скипетра сдвига коры), и отключает свойства ускорения некоторых предметов, как у кольца хордовых.

Камень может быть переключён нажатием [[keybind:use]] по нему в инвентаре или с ним в руке."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/temperance_stone.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/temperance_stone.json"", ""pointer"": ""/pages/1/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/temperance_stone.json"	"CHANGE"	"Некоторые другие предметы тоже бывают слишком мощными в отдельных ситуациях. Активный $(item)камень сдержанности$(0) также отключает $(l:tools/terra_axe)терра-рассекатель$(/l), уменьшает область действия $(l:tools/exchange_rod)скипетра сдвига коры$(/l) и предотвращает некоторые ускорения, например от $(l:baubles/water_ring)кольца хордовых$(/l).$(p)Камень включается и выключается нажатием [$(k:use)] по нему в инвентаре или в руке."	"В ссылке на скипетр лишняя закрывающая скобка, повторяется «в некоторых случаях», а формулировка о переключении неестественна."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.terraAxe0"	"sha256:88014de52993640d5fb6f23c99368a3edcb14e1411a4bcd510622655ae504db5"	"The $(item)Terra Truncator$(0) is a greataxe of a premium quality achievable only with $(l:basics/terrasteel)$(item)Terrasteel$(0)$(/l). It can fell an entire tree at once, using $(thing)Mana$(0) to break all its logs and leaves in one fell swoop.$(p)It won't do so while its user is sneaking or has a $(l:tools/temperance_stone)$(item)Stone of Temperance$(0)$(/l)."	"$(item)Терра-рассекатель$(0) — это превосходный топор из невероятной превосходящей превосходности $(l:basics/terrasteel)террастали$(/l). Рассекатель, используя $(thing)ману$(0), может вмиг повалить всё дерево вместе с листьями. $(p)Можно удерживать [$(k:sneak)] или включить $(l:tools/temperance_stone)камень сдержанности$(0), если всё-таки не нужно валить всё дерево."	"The Terra Truncator is a greataxe of a premium quality achievable only with Terrasteel. It can fell an entire tree at once, using Mana to break all its logs and leaves in one fell swoop.

It won't do so while its user is sneaking or has a Stone of Temperance."	"Терра-рассекатель — это превосходный топор из невероятной превосходящей превосходности террастали. Рассекатель, используя ману, может вмиг повалить всё дерево вместе с листьями.

Можно удерживать [[keybind:sneak]] или включить камень сдержанности, если всё-таки не нужно валить всё дерево."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/terra_axe.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/terra_axe.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/terra_axe.json"	"CHANGE"	"$(item)Терра-рассекатель$(0) — превосходный топор из $(l:basics/terrasteel)террастали$(/l). Рассекая дерево, он расходует $(thing)ману$(0) и может разом повалить ствол и листву.$(p)Удерживайте [$(k:sneak)] или включите $(l:tools/temperance_stone)камень сдержанности$(0), если не хотите валить дерево целиком."	"Сочетание «невероятной превосходящей превосходности» неграмотно и нечитабельно; повтор «валить всё дерево» утяжеляет инструкцию."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.terraformRod0"	"sha256:6f2fd0cdbae6a62c3b2e7b443ff9477daee57a04eb1e3d0774389c3346e7801e"	"While digging away at dirt with a shovel is definitely a functional means of landscaping, flattening huge tracts of land can get somewhat arduous.$(p)The $(item)Rod of the Terra Firma$(0), by contrast, terraforms in a quicker and environmentally-friendlier manner."	"Лопатой $(o)можно$(0) выравнивать ландшафт, но тогда выравнивание больших участков земли займёт кучу времени.$(p)$(item)Скипетр терраформиста$(0) может выравнивать землю намного быстрее по времени и дружелюбнее к природе."	"While digging away at dirt with a shovel is definitely a functional means of landscaping, flattening huge tracts of land can get somewhat arduous.

The Rod of the Terra Firma, by contrast, terraforms in a quicker and environmentally-friendlier manner."	"Лопатой можно выравнивать ландшафт, но тогда выравнивание больших участков земли займёт кучу времени.

Скипетр терраформиста может выравнивать землю намного быстрее по времени и дружелюбнее к природе."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/terraform_rod.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/terraform_rod.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/terraform_rod.json"	"CHANGE"	"Лопатой $(o)можно$(0) выравнивать ландшафт, но на большие участки уйдёт немало времени.$(p)$(item)Скипетр терраформиста$(0), напротив, выравнивает землю гораздо быстрее и бережнее к природе."	"Обороты «намного быстрее по времени» и «дружелюбнее к природе» являются кальками и звучат неестественно."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.terraformRod1"	"sha256:ae460e9fa2a3c8544f04b94661c094d355fda8e00faf4d7fba6740425497a5d9"	"This rod, will, at a nontrivial cost of $(thing)Mana$(0) from the user's inventory, flatten surrounding land to your own altitude. For this to happen, charge it by $(thing)holding right-click$(0), and slowly but surely, the nearby terrain will be flattened to your level, either by placing $(item)Dirt$(0) or by removing blocks."	"Этот скипетр за средние затраты $(thing)маны$(0) из инвентаря пользователя, выравнивает поверхность до высоту, где он стоит. Чтобы использовать его, надо $(thing)удерживать$(0) [$(k:use)] и медленно, но верно поверхность земли выровняется до высоты, где стоит пользователь, либо ставя блоки $(item)земли$(0), либо убирая их."	"This rod, will, at a nontrivial cost of Mana from the user's inventory, flatten surrounding land to your own altitude. For this to happen, charge it by holding right-click, and slowly but surely, the nearby terrain will be flattened to your level, either by placing Dirt or by removing blocks."	"Этот скипетр за средние затраты маны из инвентаря пользователя, выравнивает поверхность до высоту, где он стоит. Чтобы использовать его, надо удерживать [[keybind:use]] и медленно, но верно поверхность земли выровняется до высоты, где стоит пользователь, либо ставя блоки земли, либо убирая их."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/terraform_rod.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/terraform_rod.json"", ""pointer"": ""/pages/1/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/terraform_rod.json"	"CHANGE"	"Этот скипетр за заметную плату $(thing)маной$(0) из инвентаря выравнивает окружающую землю до высоты пользователя. Чтобы использовать его, $(thing)удерживайте$(0) [$(k:use)]: постепенно поверхность выровняется до вашей высоты, добавляя блоки $(item)земли$(0) или убирая их."	"Нарушено управление «до высоту», ошибочно выделено запятой обстоятельство и фраза о выравнивании распадается синтаксически."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.tornadoRod0"	"sha256:dc7b2d085f5da784c081a75e61a22bc9bf9c040f2d68ab1614d50c7a93cd7e0b"	"The $(item)Rod of the Skies$(0) uses $(thing)Mana$(0) to launch its user high in the air.$(p)To use it, simply right-click with it and watch yourself soar.$(p)The rod, after usage, will briefly enter a mode where it negates fall-damage, keeping its user safe."	"$(item)Скипетр небес$(0) использует $(thing)ману$(0), чтобы запустить пользователя высоко в воздух. Использовать его можно нажатием [$(k:use)].$(p)После срабатывания, скипетр сразу перейдёт в режим защиты от падения, чтобы пользователь не умер разбившись."	"The Rod of the Skies uses Mana to launch its user high in the air.

To use it, simply right-click with it and watch yourself soar.

The rod, after usage, will briefly enter a mode where it negates fall-damage, keeping its user safe."	"Скипетр небес использует ману, чтобы запустить пользователя высоко в воздух. Использовать его можно нажатием [[keybind:use]].

После срабатывания, скипетр сразу перейдёт в режим защиты от падения, чтобы пользователь не умер разбившись."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/tornado_rod.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/tornado_rod.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/tornado_rod.json"	"CHANGE"	"$(item)Скипетр небес$(0) расходует $(thing)ману$(0), чтобы высоко подбросить владельца. Нажмите [$(k:use)], чтобы взлететь.$(p)После использования скипетр ненадолго защищает от урона при падении, чтобы владелец не разбился."	"Неудачны сочетания «запустить пользователя» и «умер разбившись»; лишняя запятая нарушает связность инструкции."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.virus0"	"sha256:54168e56eafd6b64320612879041b6699770046341c792c0cd2c723ce68e8621"	"Combining certain ingredients can create a type of virus that alters the genetic makeup of equestrian life.$(p)Using one of these viruses on a $(thing)Horse$(0) will alter its genetic code, transforming it into a $(thing)Zombie$(0) or $(thing)Skeleton Horse$(0) and vastly augmenting the $(thing)Horse$(0)'s abilities in the process."	"Смешав определённые ингридиенты, можно создать $(item)вирус$(0), способный изменить геном лошадей.$(p)Вирус, использованный на $(thing)лошади$(0), превратит её либо в $(thing)лошадь-зомби$(0), либо в $(thing)лошадь-скелета$(0) — в зависимости от типа вируса. Процесс трансформации улучшит все физические характеристики $(thing)лошади$(0)."	"Combining certain ingredients can create a type of virus that alters the genetic makeup of equestrian life.

Using one of these viruses on a Horse will alter its genetic code, transforming it into a Zombie or Skeleton Horse and vastly augmenting the Horse's abilities in the process."	"Смешав определённые ингридиенты, можно создать вирус, способный изменить геном лошадей.

Вирус, использованный на лошади, превратит её либо в лошадь-зомби, либо в лошадь-скелета — в зависимости от типа вируса. Процесс трансформации улучшит все физические характеристики лошади."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/virus.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/virus.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/virus.json"	"CHANGE"	"Смешав определённые ингредиенты, можно создать $(item)вирус$(0), способный изменить геном лошадей.$(p)Вирус, использованный на $(thing)лошади$(0), превратит её либо в $(thing)лошадь-зомби$(0), либо в $(thing)лошадь-скелета$(0), а также значительно улучшит все способности $(thing)лошади$(0)."	"Есть орфографическая ошибка «ингридиенты», а последняя фраза необоснованно меняет причинно-следственную связь исходника."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"patchouli-lang:botania:botania.page.worldSeed0"	"sha256:557f16741edde14cfa4e89d3bc55d3014728b0c451ad200e8885a0c1a08b0502"	"$(item)World Seeds$(0) are energized pieces of elemental matter with the ability to return their user to the world's spawn point.$(p)If its user is 24 or more blocks from the world's spawnpoint, a right-click with one held will instantly teleport them to that location, consuming the seed in the process."	"$(item)Семя мира$(0) — это энергетически возбуждённая частица стихийного вещества, имеющая глубокую связь центром мира.$(p)Если владелец семени находится дальше 24 блоков от мировой точки возрождения, используя семя нажатием [$(k:use)], он мгновенно телепортируется туда, потратив семя."	"World Seeds are energized pieces of elemental matter with the ability to return their user to the world's spawn point.

If its user is 24 or more blocks from the world's spawnpoint, a right-click with one held will instantly teleport them to that location, consuming the seed in the process."	"Семя мира — это энергетически возбуждённая частица стихийного вещества, имеющая глубокую связь центром мира.

Если владелец семени находится дальше 24 блоков от мировой точки возрождения, используя семя нажатием [[keybind:use]], он мгновенно телепортируется туда, потратив семя."	"{""kind"": ""patchouli_language_text"", ""location"": {""archive"": ""mods/Botania-1.20.1-453-FORGE.jar"", ""member"": ""assets/botania/patchouli_books/lexicon/en_us/entries/tools/world_seed.json"", ""output_member"": ""assets/botania/patchouli_books/lexicon/ru_ru/entries/tools/world_seed.json"", ""pointer"": ""/pages/0/text""}, ""source_id"": ""patchouli"", ""state"": ""visible""}"	"PROSE"	"patchouli:assets/botania/patchouli_books/lexicon/<language>/entries/tools/world_seed.json"	"CHANGE"	"$(item)Семя мира$(0) — это заряженная частица стихийной материи, способная вернуть владельца к точке появления в мире.$(p)Если владелец находится не менее чем в 24 блоках от точки появления, нажмите [$(k:use)], держа семя в руке, чтобы мгновенно телепортироваться туда и потратить семя."	"Пропущен предлог в «связь центром мира», неестественно «мировая точка возрождения» и деепричастный оборот перегружает условие."	"/root/rescripted_language_editor_a"	"PASS"	""	""	"/root/rescripted_language_editor_b"
"block:block.botania.potted_spectranthemum"	"sha256:b80dabce59c857ba53b203e80a7249c5e3e07c4d596ae8807a5b718272e7ea8c"	"Potted Spectranthemum"	"Cпектрантема в горшке"	"Potted Spectranthemum"	"Cпектрантема в горшке"	"{""kind"": ""block_name"", ""location"": {}, ""source_id"": ""blocks"", ""state"": ""visible""}"	"NAME"	"names:block_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Спектрантема в горшке"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_editor_b"
"block:block.botania.potted_spectrolus"	"sha256:c154357253e1bb17905308ee4fd6004d311ff01a27104fe345e3bf57193bcf41"	"Potted Spectrolus"	"Cпектролис в горшке"	"Potted Spectrolus"	"Cпектролис в горшке"	"{""kind"": ""block_name"", ""location"": {}, ""source_id"": ""blocks"", ""state"": ""visible""}"	"NAME"	"names:block_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Спектролис в горшке"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_editor_b"
"block:block.botania.spectranthemum"	"sha256:debb521f2653d70f4d83da65e25e6edda8314ef6e78c15316a31e5cd6a7dc1a2"	"Spectranthemum"	"Cпектрантема"	"Spectranthemum"	"Cпектрантема"	"{""kind"": ""block_name"", ""location"": {}, ""source_id"": ""blocks"", ""state"": ""visible""}"	"NAME"	"names:block_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Спектрантема"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_editor_b"
"block:block.botania.spectrolus"	"sha256:578365a70a90eaafe9f3739d90dfee01dfd6bfc81aa50d47f79104082e7ff9b8"	"Spectrolus"	"Cпектролис"	"Spectrolus"	"Cпектролис"	"{""kind"": ""block_name"", ""location"": {}, ""source_id"": ""blocks"", ""state"": ""visible""}"	"NAME"	"names:block_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Спектролис"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_editor_b"
"block:block.immersiveengineering.deepslate_ore_silver"	"sha256:8c624dc88e7b9a0d9bcd8ec05034d4be2132fa518b009511aeaadf1dc2fc79f3"	"Deepslate Silver Ore"	"Серебреносный глубинный сланец"	"Deepslate Silver Ore"	"Серебреносный глубинный сланец"	"{""kind"": ""block_name"", ""location"": {}, ""source_id"": ""blocks"", ""state"": ""visible""}"	"NAME"	"names:block_name:immersiveengineering"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Сереброносный глубинный сланец"	"Нарушена единая естественная форма названия руды в соседнем семействе."	"/root/rescripted_language_editor_b"
"block:block.immersiveengineering.lightning_rod"	"sha256:5d907e09f9c22fec429d7e0e83ddf443cd4f6d0204328c3d7203456032a48dab"	"Lightning Rod"	"Молниетвод"	"Lightning Rod"	"Молниетвод"	"{""kind"": ""block_name"", ""location"": {}, ""source_id"": ""blocks"", ""state"": ""visible""}"	"NAME"	"names:block_name:immersiveengineering"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Молниеотвод"	"В названии пропущена буква «е»."	"/root/rescripted_language_editor_b"
"item:item.advanced_ae.adv_pattern_provider_part"	"sha256:4b174a05968e8ea1c73782fb263ae0b8833f8a498ca6cc8fd8f90dea905cb944"	"Advanced Extended Pattern Provider"	"Расширенный поставщик расширенных шаблонов"	"Advanced Extended Pattern Provider"	"Расширенный поставщик расширенных шаблонов"	"{""kind"": ""item_name"", ""location"": {}, ""source_id"": ""items"", ""state"": ""visible""}"	"NAME"	"names:item_name:advanced_ae"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"МЭ Продвинутый поставщик шаблонов"	"Название не согласовано с одноимёнными блоком и предметом; текущая формулировка тавтологична."	"/root/rescripted_language_editor_b"
"item:block.botania.spectranthemum"	"sha256:debb521f2653d70f4d83da65e25e6edda8314ef6e78c15316a31e5cd6a7dc1a2"	"Spectranthemum"	"Cпектрантема"	"Spectranthemum"	"Cпектрантема"	"{""kind"": ""item_name"", ""location"": {}, ""source_id"": ""items"", ""state"": ""visible""}"	"NAME"	"names:item_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Спектрантема"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_editor_b"
"item:block.botania.spectrolus"	"sha256:578365a70a90eaafe9f3739d90dfee01dfd6bfc81aa50d47f79104082e7ff9b8"	"Spectrolus"	"Cпектролис"	"Spectrolus"	"Cпектролис"	"{""kind"": ""item_name"", ""location"": {}, ""source_id"": ""items"", ""state"": ""visible""}"	"NAME"	"names:item_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Спектролис"	"Латинская C подменяет кириллическую «С»."	"/root/rescripted_language_editor_b"
"item:item.botania.manaweave_boots"	"sha256:c19ff056a6fd213a5da5d913d0f7679ea092834cf87d655829dc4bbb7da892ac"	"Manaweave Boots"	"Манатканные cапоги"	"Manaweave Boots"	"Манатканные cапоги"	"{""kind"": ""item_name"", ""location"": {}, ""source_id"": ""items"", ""state"": ""visible""}"	"NAME"	"names:item_name:botania"	"PASS"	""	""	"/root/rescripted_language_editor_a"	"CHANGE"	"Манатканные сапоги"	"Латинская c подменяет кириллическую «с»."	"/root/rescripted_language_editor_b"
