namespace	key	en_us	current_ru	proposed_ru	reason
enderio	item.enderio.clear_glass_da_brown	Brown Dark Clear Glass (Animals Pass)		Коричневое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_cyan	Cyan Dark Clear Glass (Animals Pass)		Бирюзовое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_gray	Gray Dark Clear Glass (Animals Pass)		Серое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_green	Green Dark Clear Glass (Animals Pass)		Зелёное затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_light_blue	Light Blue Dark Clear Glass (Animals Pass)		Голубое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_light_gray	Light Gray Dark Clear Glass (Animals Pass)		Светло-серое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_lime	Lime Dark Clear Glass (Animals Pass)		Лаймовое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_magenta	Magenta Dark Clear Glass (Animals Pass)		Пурпурное затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_orange	Orange Dark Clear Glass (Animals Pass)		Оранжевое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_pink	Pink Dark Clear Glass (Animals Pass)		Розовое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_purple	Purple Dark Clear Glass (Animals Pass)		Фиолетовое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_red	Red Dark Clear Glass (Animals Pass)		Красное затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_white	White Dark Clear Glass (Animals Pass)		Белое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_da_yellow	Yellow Dark Clear Glass (Animals Pass)		Жёлтое затеняющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm	Dark Clear Glass (Monsters Pass)		Затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_black	Black Dark Clear Glass (Monsters Pass)		Чёрное затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_blue	Blue Dark Clear Glass (Monsters Pass)		Синее затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_brown	Brown Dark Clear Glass (Monsters Pass)		Коричневое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_cyan	Cyan Dark Clear Glass (Monsters Pass)		Бирюзовое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_gray	Gray Dark Clear Glass (Monsters Pass)		Серое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_green	Green Dark Clear Glass (Monsters Pass)		Зелёное затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_light_blue	Light Blue Dark Clear Glass (Monsters Pass)		Голубое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_light_gray	Light Gray Dark Clear Glass (Monsters Pass)		Светло-серое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_lime	Lime Dark Clear Glass (Monsters Pass)		Лаймовое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_magenta	Magenta Dark Clear Glass (Monsters Pass)		Пурпурное затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_orange	Orange Dark Clear Glass (Monsters Pass)		Оранжевое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_pink	Pink Dark Clear Glass (Monsters Pass)		Розовое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_purple	Purple Dark Clear Glass (Monsters Pass)		Фиолетовое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_red	Red Dark Clear Glass (Monsters Pass)		Красное затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_white	White Dark Clear Glass (Monsters Pass)		Белое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dm_yellow	Yellow Dark Clear Glass (Monsters Pass)		Жёлтое затеняющее чистое стекло (проходят монстры)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna	Dark Clear Glass (Animals Blocked)		Затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_black	Black Dark Clear Glass (Animals Blocked)		Чёрное затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_blue	Blue Dark Clear Glass (Animals Blocked)		Синее затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_brown	Brown Dark Clear Glass (Animals Blocked)		Коричневое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_cyan	Cyan Dark Clear Glass (Animals Blocked)		Бирюзовое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_gray	Gray Dark Clear Glass (Animals Blocked)		Серое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_green	Green Dark Clear Glass (Animals Blocked)		Зелёное затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_light_blue	Light Blue Dark Clear Glass (Animals Blocked)		Голубое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_light_gray	Light Gray Dark Clear Glass (Animals Blocked)		Светло-серое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_lime	Lime Dark Clear Glass (Animals Blocked)		Лаймовое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_magenta	Magenta Dark Clear Glass (Animals Blocked)		Пурпурное затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_orange	Orange Dark Clear Glass (Animals Blocked)		Оранжевое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_pink	Pink Dark Clear Glass (Animals Blocked)		Розовое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_purple	Purple Dark Clear Glass (Animals Blocked)		Фиолетовое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_red	Red Dark Clear Glass (Animals Blocked)		Красное затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_white	White Dark Clear Glass (Animals Blocked)		Белое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dna_yellow	Yellow Dark Clear Glass (Animals Blocked)		Жёлтое затеняющее чистое стекло (животные не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm	Dark Clear Glass (Monsters Blocked)		Затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_black	Black Dark Clear Glass (Monsters Blocked)		Чёрное затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_blue	Blue Dark Clear Glass (Monsters Blocked)		Синее затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_brown	Brown Dark Clear Glass (Monsters Blocked)		Коричневое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_cyan	Cyan Dark Clear Glass (Monsters Blocked)		Бирюзовое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_gray	Gray Dark Clear Glass (Monsters Blocked)		Серое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_green	Green Dark Clear Glass (Monsters Blocked)		Зелёное затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_light_blue	Light Blue Dark Clear Glass (Monsters Blocked)		Голубое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_light_gray	Light Gray Dark Clear Glass (Monsters Blocked)		Светло-серое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_lime	Lime Dark Clear Glass (Monsters Blocked)		Лаймовое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_magenta	Magenta Dark Clear Glass (Monsters Blocked)		Пурпурное затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_orange	Orange Dark Clear Glass (Monsters Blocked)		Оранжевое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_pink	Pink Dark Clear Glass (Monsters Blocked)		Розовое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_purple	Purple Dark Clear Glass (Monsters Blocked)		Фиолетовое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_red	Red Dark Clear Glass (Monsters Blocked)		Красное затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_white	White Dark Clear Glass (Monsters Blocked)		Белое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnm_yellow	Yellow Dark Clear Glass (Monsters Blocked)		Жёлтое затеняющее чистое стекло (монстры не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp	Dark Clear Glass (Players Blocked)		Затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_black	Black Dark Clear Glass (Players Blocked)		Чёрное затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_blue	Blue Dark Clear Glass (Players Blocked)		Синее затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_brown	Brown Dark Clear Glass (Players Blocked)		Коричневое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_cyan	Cyan Dark Clear Glass (Players Blocked)		Бирюзовое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_gray	Gray Dark Clear Glass (Players Blocked)		Серое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_green	Green Dark Clear Glass (Players Blocked)		Зелёное затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_light_blue	Light Blue Dark Clear Glass (Players Blocked)		Голубое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_light_gray	Light Gray Dark Clear Glass (Players Blocked)		Светло-серое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_lime	Lime Dark Clear Glass (Players Blocked)		Лаймовое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_magenta	Magenta Dark Clear Glass (Players Blocked)		Пурпурное затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_orange	Orange Dark Clear Glass (Players Blocked)		Оранжевое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_pink	Pink Dark Clear Glass (Players Blocked)		Розовое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_purple	Purple Dark Clear Glass (Players Blocked)		Фиолетовое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_red	Red Dark Clear Glass (Players Blocked)		Красное затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_white	White Dark Clear Glass (Players Blocked)		Белое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dnp_yellow	Yellow Dark Clear Glass (Players Blocked)		Жёлтое затеняющее чистое стекло (игроки не проходят)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp	Dark Clear Glass (Players Pass)		Затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_black	Black Dark Clear Glass (Players Pass)		Чёрное затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_blue	Blue Dark Clear Glass (Players Pass)		Синее затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_brown	Brown Dark Clear Glass (Players Pass)		Коричневое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_cyan	Cyan Dark Clear Glass (Players Pass)		Бирюзовое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_gray	Gray Dark Clear Glass (Players Pass)		Серое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_green	Green Dark Clear Glass (Players Pass)		Зелёное затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_light_blue	Light Blue Dark Clear Glass (Players Pass)		Голубое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_light_gray	Light Gray Dark Clear Glass (Players Pass)		Светло-серое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_lime	Lime Dark Clear Glass (Players Pass)		Лаймовое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_magenta	Magenta Dark Clear Glass (Players Pass)		Пурпурное затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_orange	Orange Dark Clear Glass (Players Pass)		Оранжевое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_pink	Pink Dark Clear Glass (Players Pass)		Розовое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_purple	Purple Dark Clear Glass (Players Pass)		Фиолетовое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_red	Red Dark Clear Glass (Players Pass)		Красное затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_white	White Dark Clear Glass (Players Pass)		Белое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_dp_yellow	Yellow Dark Clear Glass (Players Pass)		Жёлтое затеняющее чистое стекло (проходят игроки)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea	Enlightened Clear Glass (Animals Pass)		Осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_black	Black Enlightened Clear Glass (Animals Pass)		Чёрное осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_blue	Blue Enlightened Clear Glass (Animals Pass)		Синее осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_brown	Brown Enlightened Clear Glass (Animals Pass)		Коричневое осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_cyan	Cyan Enlightened Clear Glass (Animals Pass)		Бирюзовое осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_gray	Gray Enlightened Clear Glass (Animals Pass)		Серое осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_green	Green Enlightened Clear Glass (Animals Pass)		Зелёное осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_light_blue	Light Blue Enlightened Clear Glass (Animals Pass)		Голубое осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
enderio	item.enderio.clear_glass_ea_light_gray	Light Gray Enlightened Clear Glass (Animals Pass)		Светло-серое осветляющее чистое стекло (проходят животные)	В en_us и ru_ru отсутствует имя варианта; восстановлено по суффиксу свойств и цвета.
