namespace	key	en_us	current_ru	proposed_ru	reason
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_blue	Bright Blue AntiBlock Button		Кнопка из яркого синего антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_cyan	Bright Cyan AntiBlock Button		Кнопка из яркого бирюзового антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_green	Bright Green AntiBlock Button		Кнопка из яркого зелёного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_magenta	Bright Magenta AntiBlock Button		Кнопка из яркого пурпурного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_orange	Bright Orange AntiBlock Button		Кнопка из яркого оранжевого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_red	Bright Red AntiBlock Button		Кнопка из яркого красного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_white	Bright White AntiBlock Button		Кнопка из яркого белого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_bright_yellow	Bright Yellow AntiBlock Button		Кнопка из яркого жёлтого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_blue	Wool Blue AntiBlock Button		Кнопка из синего шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_brown	Wool Brown AntiBlock Button		Кнопка из коричневого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_cyan	Wool Cyan AntiBlock Button		Кнопка из бирюзового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_gray	Wool Gray AntiBlock Button		Кнопка из серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_green	Wool Green AntiBlock Button		Кнопка из зелёного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_light_blue	Wool Light Blue AntiBlock Button		Кнопка из голубого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_light_gray	Wool Light Gray AntiBlock Button		Кнопка из светло-серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_lime	Wool Lime AntiBlock Button		Кнопка из лаймового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_magenta	Wool Magenta AntiBlock Button		Кнопка из пурпурного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_orange	Wool Orange AntiBlock Button		Кнопка из оранжевого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_pink	Wool Pink AntiBlock Button		Кнопка из розового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_purple	Wool Purple AntiBlock Button		Кнопка из фиолетового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_red	Wool Red AntiBlock Button		Кнопка из красного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_white	Wool White AntiBlock Button		Кнопка из белого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.button_wool_yellow	Wool Yellow AntiBlock Button		Кнопка из жёлтого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_black	Bright Black AntiBlock Pressure Plate		Нажимная плита из яркого чёрного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_blue	Bright Blue AntiBlock Pressure Plate		Нажимная плита из яркого синего антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_cyan	Bright Cyan AntiBlock Pressure Plate		Нажимная плита из яркого бирюзового антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_green	Bright Green AntiBlock Pressure Plate		Нажимная плита из яркого зелёного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_magenta	Bright Magenta AntiBlock Pressure Plate		Нажимная плита из яркого пурпурного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_orange	Bright Orange AntiBlock Pressure Plate		Нажимная плита из яркого оранжевого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_red	Bright Red AntiBlock Pressure Plate		Нажимная плита из яркого красного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_white	Bright White AntiBlock Pressure Plate		Нажимная плита из яркого белого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_bright_yellow	Bright Yellow AntiBlock Pressure Plate		Нажимная плита из яркого жёлтого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_blue	Wool Blue AntiBlock Pressure Plate		Нажимная плита из синего шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_brown	Wool Brown AntiBlock Pressure Plate		Нажимная плита из коричневого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_cyan	Wool Cyan AntiBlock Pressure Plate		Нажимная плита из бирюзового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_gray	Wool Gray AntiBlock Pressure Plate		Нажимная плита из серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_green	Wool Green AntiBlock Pressure Plate		Нажимная плита из зелёного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_light_blue	Wool Light Blue AntiBlock Pressure Plate		Нажимная плита из голубого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_light_gray	Wool Light Gray AntiBlock Pressure Plate		Нажимная плита из светло-серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_lime	Wool Lime AntiBlock Pressure Plate		Нажимная плита из лаймового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_magenta	Wool Magenta AntiBlock Pressure Plate		Нажимная плита из пурпурного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_orange	Wool Orange AntiBlock Pressure Plate		Нажимная плита из оранжевого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_pink	Wool Pink AntiBlock Pressure Plate		Нажимная плита из розового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_purple	Wool Purple AntiBlock Pressure Plate		Нажимная плита из фиолетового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_red	Wool Red AntiBlock Pressure Plate		Нажимная плита из красного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_white	Wool White AntiBlock Pressure Plate		Нажимная плита из белого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.pressure_plate_wool_yellow	Wool Yellow AntiBlock Pressure Plate		Нажимная плита из жёлтого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_black	Bright Black AntiBlock Slab		Плита из яркого чёрного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_blue_bright	Bright Blue AntiBlock Slab		Плита из яркого синего антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_blue_wool	Wool Blue AntiBlock Slab		Плита из синего шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_brown_wool	Wool Brown AntiBlock Slab		Плита из коричневого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_cyan_bright	Bright Cyan AntiBlock Slab		Плита из яркого бирюзового антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_cyan_wool	Wool Cyan AntiBlock Slab		Плита из бирюзового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_gray_wool	Wool Gray AntiBlock Slab		Плита из серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_green_bright	Bright Green AntiBlock Slab		Плита из яркого зелёного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_green_wool	Wool Green AntiBlock Slab		Плита из зелёного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_light_blue_wool	Wool Light Blue AntiBlock Slab		Плита из голубого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_light_gray_wool	Wool Light Gray AntiBlock Slab		Плита из светло-серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_lime_wool	Wool Lime AntiBlock Slab		Плита из лаймового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_magenta_bright	Bright Magenta AntiBlock Slab		Плита из яркого пурпурного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_magenta_wool	Wool Magenta AntiBlock Slab		Плита из пурпурного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_orange_bright	Bright Orange AntiBlock Slab		Плита из яркого оранжевого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_orange_wool	Wool Orange AntiBlock Slab		Плита из оранжевого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_pink_wool	Wool Pink AntiBlock Slab		Плита из розового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_purple_wool	Wool Purple AntiBlock Slab		Плита из фиолетового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_red_bright	Bright Red AntiBlock Slab		Плита из яркого красного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_red_wool	Wool Red AntiBlock Slab		Плита из красного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_white_bright	Bright White AntiBlock Slab		Плита из яркого белого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_white_wool	Wool White AntiBlock Slab		Плита из белого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_yellow_bright	Bright Yellow AntiBlock Slab		Плита из яркого жёлтого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.slab_yellow_wool	Wool Yellow AntiBlock Slab		Плита из жёлтого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_black	Bright Black AntiBlock Stair		Ступеньки из яркого чёрного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_blue_bright	Bright Blue AntiBlock Stair		Ступеньки из яркого синего антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_blue_wool	Wool Blue AntiBlock Stair		Ступеньки из синего шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_brown_wool	Wool Brown AntiBlock Stair		Ступеньки из коричневого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_cyan_bright	Bright Cyan AntiBlock Stair		Ступеньки из яркого бирюзового антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_cyan_wool	Wool Cyan AntiBlock Stair		Ступеньки из бирюзового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_gray_wool	Wool Gray AntiBlock Stair		Ступеньки из серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_green_bright	Bright Green AntiBlock Stair		Ступеньки из яркого зелёного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_green_wool	Wool Green AntiBlock Stair		Ступеньки из зелёного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_light_blue_wool	Wool Light Blue AntiBlock Stair		Ступеньки из голубого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_light_gray_wool	Wool Light Gray AntiBlock Stair		Ступеньки из светло-серого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_lime_wool	Wool Lime AntiBlock Stair		Ступеньки из лаймового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_magenta_bright	Bright Magenta AntiBlock Stair		Ступеньки из яркого пурпурного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_magenta_wool	Wool Magenta AntiBlock Stair		Ступеньки из пурпурного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_orange_bright	Bright Orange AntiBlock Stair		Ступеньки из яркого оранжевого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_orange_wool	Wool Orange AntiBlock Stair		Ступеньки из оранжевого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_pink_wool	Wool Pink AntiBlock Stair		Ступеньки из розового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_purple_wool	Wool Purple AntiBlock Stair		Ступеньки из фиолетового шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_red_bright	Bright Red AntiBlock Stair		Ступеньки из яркого красного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_red_wool	Wool Red AntiBlock Stair		Ступеньки из красного шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_white_bright	Bright White AntiBlock Stair		Ступеньки из яркого белого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_white_wool	Wool White AntiBlock Stair		Ступеньки из белого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_yellow_bright	Bright Yellow AntiBlock Stair		Ступеньки из яркого жёлтого антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.stair_yellow_wool	Wool Yellow AntiBlock Stair		Ступеньки из жёлтого шерстяного антиблока	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_blue	Wool Blue AntiBlock		Синий шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_blue_border	Wool Blue Bordered AntiBlock		Синий шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_brown	Wool Brown AntiBlock		Коричневый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_brown_border	Wool Brown Bordered AntiBlock		Коричневый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_cyan	Wool Cyan AntiBlock		Бирюзовый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_cyan_border	Wool Cyan Bordered AntiBlock		Бирюзовый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_gray	Wool Gray AntiBlock		Серый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_gray_border	Wool Gray Bordered AntiBlock		Серый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_green	Wool Green AntiBlock		Зелёный шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_green_border	Wool Green Bordered AntiBlock		Зелёный шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_light_blue	Wool Light Blue AntiBlock		Голубой шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_light_blue_border	Wool Light Blue Bordered AntiBlock		Голубой шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_light_gray	Wool Light Gray AntiBlock		Светло-серый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_light_gray_border	Wool Light Gray Bordered AntiBlock		Светло-серый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_lime	Wool Lime AntiBlock		Лаймовый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_lime_border	Wool Lime Bordered AntiBlock		Лаймовый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_magenta	Wool Magenta AntiBlock		Пурпурный шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_magenta_border	Wool Magenta Bordered AntiBlock		Пурпурный шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_orange	Wool Orange AntiBlock		Оранжевый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_orange_border	Wool Orange Bordered AntiBlock		Оранжевый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_pink	Wool Pink AntiBlock		Розовый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_pink_border	Wool Pink Bordered AntiBlock		Розовый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_purple	Wool Purple AntiBlock		Фиолетовый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_purple_border	Wool Purple Bordered AntiBlock		Фиолетовый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_red	Wool Red AntiBlock		Красный шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_red_border	Wool Red Bordered AntiBlock		Красный шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_white	Wool White AntiBlock		Белый шерстяной антиблок	Короткое естественное название; согласовано с цветами, материалами и семейством.
antiblocksrechiseled	block.antiblocksrechiseled.wool_white_border	Wool White Bordered AntiBlock		Белый шерстяной антиблок с рамкой	Короткое естественное название; согласовано с цветами, материалами и семейством.
