id	source_hash	translation
mantle-book:tconstruct:encyclopedia:abilities/ranged/tconstruct_trick_quiver.json:/text/0/text	sha256:bc92bb29593d4ea95a84bfe24bd5d19edf35efbee0d08b92a45ada1c60f1f5ec	Добавляет луку 3 внутренних слота для особых стрел. Каждый вмещает 32 стрелы, а на 2-м уровне — 64.
mantle-book:tconstruct:encyclopedia:armor/info.json:/text/0/text	sha256:439ca30f86403b2e217dc0aada56f19eba0df38fac7c38065cbe0f7e8d3452de	Броню можно создавать разными способами: на станции создания, литейной станции или с помощью литья.
mantle-book:tconstruct:encyclopedia:armor/tconstruct_plate_shield.json:/properties/5	sha256:fd65a618ffc8806279712fc983ee05fd7cd229599363457c4201beb06bc1dd00	4 слота защиты
mantle-book:tconstruct:encyclopedia:armor/tconstruct_plate_shield.json:/properties/6	sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54	1 свойство материала
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_boots.json:/properties/5	sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54	1 свойство материала
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_boots.json:/properties/6	sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60	«Изолированный» и «Дублённый»
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_chestplate.json:/properties/5	sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54	1 свойство материала
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_chestplate.json:/properties/6	sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60	«Изолированный» и «Дублённый»
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_helmet.json:/properties/5	sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54	1 свойство материала
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_helmet.json:/properties/6	sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60	«Изолированный» и «Дублённый»
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_leggings.json:/properties/5	sha256:76d4531d6840a48aa74f4276acad42cbe0a3fd3788c06d33e7b4b7dc968a6f54	1 свойство материала
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_leggings.json:/properties/6	sha256:1cf6473e0d6b2dfd4e939419fce5cf4d17fb46ee64f0d7017e6dca4413f7bc60	«Изолированный» и «Дублённый»
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_shield.json:/properties/4	sha256:a32fd0ca172734a802d52bc7baa037f7e3562413f37372bee2fdfa73352071f7	3 слота для улучшений
mantle-book:tconstruct:encyclopedia:armor/tconstruct_travelers_shield.json:/properties/7	sha256:6e72e558ba1dff61a4ce25055b88abeae2b26ff783a3e3ed5e20833ba5beaecd	«Дублённый»
mantle-book-language:tconstruct:encyclopedia:materials_harvest	sha256:5acac05f56f33d13c0310cdd8c47fb5628e2d32c2075ade120bd7c0d9d663937	Материалы для оружия ближнего боя и добывающих инструментов
mantle-book-language:tconstruct:encyclopedia:tools.group_ancient	sha256:bc9af63998fd09163a0688fba32f31524a09802bd720c1a220d62d38d14d3e56	Древние инструменты
mantle-book-language:tconstruct:encyclopedia:tools.group_large	sha256:382a6187783b59c97d1d82a1b88eee33df79f49e78897e9bfb8edca39918a6eb	Крупные инструменты
mantle-book-language:tconstruct:encyclopedia:tools.group_small	sha256:43b24d8f7a9f4cda49cf0a7937536c9d72cb81a57a40b634e30f2c28cdd721b8	Малые инструменты
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_draconic.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_harmonious.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_rebalanced.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_rebalanced.json:/text/0/text	sha256:d8cb79b17556fdb3a524ef469b2ea85c743ad33e49fa3bb8afe700054fae8190	Даёт +1 слот модификатора; тип слота зависит от рецепта. При добавлении +1 слота для умений инструмент теряет 1 слот для улучшений.
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_recapitated.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_resurrected.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_resurrected.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_resurrected.json:/text/0/text	sha256:d4cc80b53672f924d97c65049f8749a2a9667e740a529b2b8f925fed9cb45c72	Даёт +1 слот для улучшений.
mantle-book:tconstruct:encyclopedia:slotless/bonus/tconstruct_writable.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_barebow.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_blindshot.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_blindshot.json:/effects/2	sha256:071751bfa81c5cb5092d9faa87f9891b2c6d9fb6c5fd9db8c647b43758203516	Нет максимального уровня, но точность не может быть ниже 0,1
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_dyed.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_dyed.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_dyed.json:/text/0/text	sha256:041911ead7a58b202e0c53b51b104e9b26fe3abdb6ac515f0b84654c2527de4d	Изменяет цвет кожаных или деревянных частей снаряжения путешественника, щитов и посохов.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_dyed.json:/text/1/text	sha256:26c1e97f789e4def81b81228b63edea708b929327e5e771f28de61e3558e214d	Можно смешивать несколько красителей между собой и с прежним цветом снаряжения.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_embellishment.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_embellishment.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_embellishment.json:/text/0/text	sha256:ccc5eea6f1d0adb468b309cff23c0b17bd9ede21a4692b959178fe37c4f32284	Позволяет изменять внешний вид слизневых доспехов, посохов и щитов.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_embellishment.json:/text/1/text	sha256:29ff66657008d63a815eb365adcd8dd19176e6f012c182addc673b3a21d130ce	Для слизневых доспехов используются блоки застывшей слизи, а для посохов и щитов — деревянные украшения.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_farsighted.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_farsighted.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_farsighted.json:/text/0/text	sha256:a0fb68bc15ae9637dfb546532af4b1db678651562278081002bf39aa59e8b708	Снижает FOV на 5% за уровень, пока эта броня надета или этот инструмент находится в руке.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_farsighted.json:/text/1/text	sha256:6a18ab0539176d3ddd6ffaedcbd71b7cffd1ff85d40ce01a51b033b03429b6c3	Этот модификатор компенсирует изменение FOV от модификатора «Быстрый», но ему можно найти и другое применение.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_nearsighted.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_nearsighted.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_nearsighted.json:/text/0/text	sha256:0a65d452205b27315b6f168186d0b645bd4799145ad0e1ee318390aaabc56c58	Увеличивает FOV на 5% за уровень, пока эта броня надета или этот инструмент находится в руке.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_nearsighted.json:/text/1/text	sha256:4492fa3ffbe49897bbf6374836a4d6c66940cd0ae0d1ee182db1d4c65c3e48a3	Этот модификатор компенсирует изменение FOV от тяжёлых инструментов, но ему можно найти и другое применение.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_overslime.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_overslime.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_overslime.json:/effects/2	sha256:1916f756c58e0eef4268d8b223f216ffb66521fe6001e6161ed03ad278fce451	Неслизневые инструменты: -10% к скорости добычи и урону от атаки, -0,5 брони
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_shiny.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_shiny.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_shiny.json:/text/0/text	sha256:11b8a773bfe1c11faba5f3fcb8d12e5d39e3deaafcbb87937ff44a026d3b43a0	Заставляет инструмент светиться, как зачарованный. Вот и всё: это просто украшение.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_trim.json:/effects/0	sha256:fc56159c7d03073c2cf75368369b6cdcdab932e56541ecd715eae1eafc8f24f3	Многоразовый
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_trim.json:/effects/1	sha256:ef3ed76fa3649bbddec4a61425c87017a4f537dab539f259133151ca68baf6dd	Не требует слота
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_trim.json:/text/0/text	sha256:ff140197e31854e1af89f89baa79c9c8a83dc10ee2dffdcfe4b1e8562e5eff9c	Сочетайте отделку брони с подходящим материалом, чтобы нанести на броню уникальный узор выбранного цвета.
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_workbench.json:/effects/0	sha256:a9875ac8991d109dcb62e15a6c2edf4925537322b64dc11266513d9354274d8c	Один уровень
mantle-book:tconstruct:encyclopedia:slotless/general/tconstruct_worldbound.json:/effects/0	sha256:8e6211592b3d82db97d120cae695f86109143b882fd4775d795b01627dffb51e	Однократное применение
mantle-book:tconstruct:encyclopedia:tools/ancient/tconstruct_melting_pan.json:/text/0/text	sha256:da5d8320b5e034e751f7f93b2f9bd8d635ea9952878ee3cdf7bad03d5b10bee9	Сковородка добывает блоки, пригодные для плавки, и служит посохом. Её можно найти в подземельях и иглу, получить с кадавров или в подарок от инструментальщика после победы в набеге.
mantle-book:tconstruct:encyclopedia:tools/ancient/tconstruct_melting_pan.json:/text/1/text	sha256:72c74cf717fb25f001a50021147d0115a8e1dff2bf433ca2b9033f8331c35639	«Расширение» позволяет добывать сразу несколько одинаковых блоков. Радиус зависит от уровня.
"mantle-book:tconstruct:encyclopedia:tools/ancient/tconstruct_swasher.json:/text/0/text"	"sha256:e28af3dabaf93cc99dc4607309816add9dfa775c4c5ede61ba59ff6d10d25602"	"Свашер сочетает оружие ближнего боя и ручной жидкостный пистолет. Его часто находят в закопанных кладах и на затонувших кораблях, у утопленников, а иногда вылавливают на рыбалке."
"mantle-book:tconstruct:encyclopedia:tools/ancient/tconstruct_war_pick.json:/text/0/text"	"sha256:3cd96dc763cce0d4f35217f41a8fef221c879e91ba4bcaac48df110365c21545"	"Боевая кирка — это арбалет, которым можно добывать камень, металлы и руды. Её можно найти в заброшенных шахтах и аванпостах разбойников, у зомби-жителей, а также получить в подарок от оружейников."
"mantle-book:tconstruct:encyclopedia:tools/ancient/tconstruct_war_pick.json:/text/1/text"	"sha256:9c32b2ff5959735dad6a33488193ff43a9b1d41a1b1191a0a1f6a10ec76396e7"	"Расширители увеличивают радиус круглой области добычи кирки."
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/properties/0"	"sha256:91c713b4a38e161af0e9e9b5f76340d9786b05f5254f3e7d0d18a13a42fcb354"	"Скорость атаки: 1,0"
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/properties/1"	"sha256:56e46c409d7ae0793d59b566e8c17c987292b2f8d0350f0c3ed0669883abf961"	"Скорость натяжения: 1,0"
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/properties/2"	"sha256:db1419b22e6e3eb5809a47d17276fb380c73af92adb0eb9dc123c594086fc540"	"Скорость стрелы: 1,00"
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/properties/3"	"sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c"	"Точность: 0,75"
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/properties/4"	"sha256:ae4ef9afe8f95e1c5b74e23fc875d7dd9ae09d71ea1e0ab115e7708b13772aa5"	"Суммирует характеристики обоих плеч лука."
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/properties/5"	"sha256:74302eae19a0e943479ece498c220437ebed50a8ccccc375a7f95f46a872f042"	"Множитель прочности: 150%"
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/text/0/text"	"sha256:ef0bf748b7c6552a9a33c501ae54e1e16a8f6e0ffa41e7142aa5ecd92ab57a56"	"Длинный лук — это крупное оружие дальнего боя. Стрела вылетает, как только вы отпускаете тетиву."
"mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_longbow.json:/text/1/text"	"sha256:a3b52ca9dcd6e6b4b576efb14e4c615ac6a291f96d491836940cbb7cf23c7697"	"Модификаторы взаимодействия на длинном луке срабатывают при нажатии ЛКМ."
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/properties/0"	"sha256:91c713b4a38e161af0e9e9b5f76340d9786b05f5254f3e7d0d18a13a42fcb354"	"Скорость атаки: 1,0"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/properties/1"	"sha256:56e46c409d7ae0793d59b566e8c17c987292b2f8d0350f0c3ed0669883abf961"	"Скорость натяжения: 1,0"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/properties/2"	"sha256:db1419b22e6e3eb5809a47d17276fb380c73af92adb0eb9dc123c594086fc540"	"Скорость стрелы: 1,00"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/properties/3"	"sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c"	"Точность: 0,75"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/properties/4"	"sha256:f3510747548eb5035a6d8dcfcfbacb63f7af6eda4b86c0ddfe8c421c4a5b7d2b"	"Множитель прочности: 200%"
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/text/0/text"	"sha256:191aa28b22e23442c0b59216dc4d326fce485c087aade56c8ee1a77243a9d7cc"	"Арбалет — это скорострельное оружие дальнего боя для стрел и фейерверков. Его можно зарядить заранее, а выстрелить позже."
"mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_crossbow.json:/text/1/text"	"sha256:f37fe6a9ee394d0bf709e8664113565a3cf6fc643580730ad7c54767b857a50a"	"Модификаторы взаимодействия на арбалете срабатывают при нажатии ЛКМ."
"mantle-book:tconstruct:encyclopedia:upgrades/armor/boots/tconstruct_feather_falling.json:/effects/1"	"sha256:a74a0e442385d44e9b6a90e35e33302328af7c399fda12a8595f19c68aeeacf0"	"Максимум 4 уровня"
"mantle-book:tconstruct:encyclopedia:upgrades/armor/boots/tconstruct_feather_falling.json:/text/0/text"	"sha256:8ec004f342b35179f58bf76d76fc67316c8b052c3d7452bc098abfe60ec02dae"	"Даёт +15% сопротивления урону от падения за уровень, максимум +60% на 4-м уровне."
"mantle-book:tconstruct:encyclopedia:upgrades/armor/boots/tconstruct_lightspeed.json:/effects/1"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"Максимум 5 уровней"
"mantle-book:tconstruct:encyclopedia:upgrades/armor/general/tconstruct_ricochet.json:/effects/0"	"sha256:171d23a3a6222819e3b85ee8cdd5d3acd8dd819cf22476950d9b3ebd7d517233"	"Максимум 2 уровня на каждом предмете брони"
"mantle-book:tconstruct:encyclopedia:upgrades/armor/general/tconstruct_ricochet.json:/effects/1"	"sha256:e31cbdcb3c7ac12c04e2a16ab16ce6dc4f77f59a52ba5d592fe6a39837076124"	"Эффекты всех предметов брони суммируются"
"mantle-book:tconstruct:encyclopedia:upgrades/armor/helmet/tconstruct_item_frame.json:/text/0/text"	"sha256:8a6fe083ff28095e1adefb057d13bc7c90eb0d1d898533f6e48219f5fa73ad68"	"Добавляет в шлем слоты, которые отображаются в интерфейсе, пока шлем надет."
"mantle-book:tconstruct:encyclopedia:upgrades/armor/leggings/tconstruct_leaping.json:/effects/1"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"Требуется 1 слот для улучшений за уровень"
"mantle-book:tconstruct:encyclopedia:upgrades/armor/leggings/tconstruct_leaping.json:/text/0/text"	"sha256:6735cae283d008d98b0c969c7d487ee266e24d715287ed5294cb1fa6fa66137b"	"Даёт +0,5 блока к высоте прыжка и +1 блок к высоте безопасного падения за уровень."
"mantle-book:tconstruct:encyclopedia:upgrades/damage/tconstruct_pierce.json:/text/0/text"	"sha256:4871105970ca87274c416feddaa2c79f3667987d1b7a6b8726442edef022ecf5"	"Добавляет +0,5 к урону в ближнем бою за уровень. Атаки в ближнем бою игнорируют 1 единицу брони за уровень."
"mantle-book:tconstruct:encyclopedia:upgrades/general/tconstruct_magnetic.json:/text/1/text"	"sha256:396d688dfeae6668a2a3d7a33ca2617061a5e794fce2aa4263f6a4a0fb2c895e"	"Каждый уровень добавляет 1 блок к дальности и увеличивает скорость."
"mantle-book:tconstruct:encyclopedia:upgrades/general/tconstruct_smelting.json:/effects/0"	"sha256:6986ff1df5b4c2e99417171599bfc4b3a2cbf9fe1b3a22d4cb8db4e3eb1f3f17"	"Требуется 1 слот для улучшений за уровень"
"mantle-book:tconstruct:encyclopedia:upgrades/general/tconstruct_smelting.json:/text/0/text"	"sha256:c9b90b97d27661d32c876e1791c3bcd0f7ec173c26e98f318e1ade7916e9b89d"	"Готовит предметы внутри инструмента, когда им наносят урон в ближнем бою, добывают блоки, выпускают стрелы или блокируют урон. За раз готовится 1 предмет."
"mantle-book:tconstruct:encyclopedia:upgrades/general/tconstruct_tank.json:/effects/0"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"Максимум 5 уровней"
"mantle-book:tconstruct:encyclopedia:upgrades/melee.json:/text/2/text"	"sha256:009b8c6759192027c7efdd54932c04971462b48f490e0b89813794ae74458cfa"	"Многие из этих улучшений также можно наложить на нагрудники с модификатором безоружного боя. Они усиливают только атаки пустой рукой."
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_fiery.json:/text/0/text"	"sha256:3b7ff3dc6c39c0b52e6ced91333f03d1fc7b83eaaf09011fb25d3822317bb18c"	"Выпущенные стрелы загораются и поджигают поражённые цели."
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_pierce.json:/text/0/text"	"sha256:a231fe9136185113ec871390f1a7d6d32afc3acdbed2758e40076c1e09b46070"	"Стрелы игнорируют 1 единицу брони за уровень."
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_punch.json:/effects/0"	"sha256:234c6d456fb3035981513c7d55fdde901dc66d221f95b3bb557443359d6e61da"	"Максимум 5 уровней"
"mantle-book:tconstruct:encyclopedia:upgrades/ranged/tconstruct_punch.json:/text/0/text"	"sha256:2713986b57ae0577b5d46c201a970dc8e581312abf6a0f97e8fc2cfd27b4493e"	"С каждым уровнем стрелы отбрасывают цели сильнее."
