id	source_hash	translation
block:block.brewinandchewin.salty_folly	sha256:c08ebd999a221586818c86992a2415c67e3298aaf9d9cb53b88d82970764e026	Солёная глупость
block:block.brewinandchewin.steel_toe_stout	sha256:d40023bb5a0016b13cba7e6d7129ac63de4e4ccd7505ecea55f9ba32f57e313e	Стаут «Стальной носок»
block:block.brewinandchewin.strongroot_ale	sha256:8dcf98ada4747232ec3d8869c49a27124cbc2550752893188a0bddd453a8dca6	Крепкий корневой эль
block:block.brewinandchewin.sweet_berry_jam	sha256:f98013628040aafed3742b1f20af6dc3f64e756689155c497adc1c3697264674	Варенье из сладких ягод
block:block.brewinandchewin.tankard	sha256:7b86f4791baa9f180bf2577766e93fb4cb5adbccf25a3cb6e1e1256ed64a1b39	Кружка
block:block.brewinandchewin.vodka	sha256:68eff3cd82e3fa2f147ce998b31ba45231092d30db65fffc4aa22bf2e7c83bf5	Водка
block:block.brewinandchewin.withering_dross	sha256:e270264d455beeb093782a40cc7108dad9f2b1ec85bb6fb0ad14c92d56634e36	Иссушающий шлак
block:block.create_central_kitchen.cherry_pie	sha256:b7eee800ad73d6745cc9ba83a81e4b3012e2101d1f9d81366917f15d1ded870e	Вишнёвый пирог
block:block.create_central_kitchen.sap	sha256:aba3be22737a5900a929d4bb8fef01bc06cb2e613a92ec743868b0e4b949e577	Древесный сок
block:block.create_central_kitchen.syrup	sha256:85b61c0714fadc30ee32dce40f33654da2dd3b3a61b382f451860a7c36619274	Сироп
block:block.create_central_kitchen.truffle_pie	sha256:93bee3fb7aabd99c4ced50d231650ee47bf91a332b731cf618d4ad31f776099b	Трюфельный пирог
block:block.createaddition.connector_old	sha256:9d7ccb489d1eed590bcbefac3d586ab8686585819aa9ee9035dee6a14ad494c5	Старый соединитель
block:block.createaddition.copper_wire_casing	sha256:82ac1ad73889f648fba186c1383dd6009b20e14e1da1c090e5302f603f5df34d	Корпус медного провода
block:block.decorative_blocks.oak_seat_post	sha256:a74985f5f8bd75eb8d700b06a6dc4a12cf89055a70697c1b8809c13a4f2a9b6f	Дубовая стойка сиденья
block:block.dynamictrees.rooty_supplementaries_planter	sha256:c45dc505a5ff88ec4efaf136414da688befa333d2b33ffc46b44461630c767b5	Корневая кадка Supplementaries
block:block.dynamictrees.rooty_supplementaries_planter_rich	sha256:a2d75f6456812ae414172bdac333c78f6ab6b1ca57ebd08493af920e2759fd03	Плодородная корневая кадка Supplementaries
block:block.eidolon.cistern	sha256:722d10e143a06a5c4c05cceff2f4f95e489c26d42cc1496a7355cacfee7e74b0	Цистерна
block:block.eidolon.glass_tube	sha256:f3763c66b3ff45c03b04f23203fb8d379568ea5dec05c1b310360971b305b1b8	Стеклянная трубка
block:block.eidolon.incubator	sha256:b7a34fb39f8a5daf7661d2021e8c8f833c4c00013e76e2b5ff77abbeaac7e481	Инкубатор
block:block.exposure.photograph_frame_large	sha256:a6b9ee69104ffce5b31ffd3d0742f439cdc687dbc97f2103d06514710c856ba5	Большая фоторамка
block:block.exposure.photograph_frame_large_stripped	sha256:d90a5980aa7469a7757bfa55fd73ee91d815d2dc18f520660e94a3ca0ad085aa	Большая фоторамка без отделки
block:block.exposure.photograph_frame_medium	sha256:b1faef63c8e38482aa26a25f1363fb6cfe93682cdf6fd905c920d4433f6f4983	Средняя фоторамка
block:block.exposure.photograph_frame_medium_stripped	sha256:5316ac18bc80cf81ea349b3c1cb95fd8ddc3d68ca4c65363cf676035a09d1042	Средняя фоторамка без отделки
block:block.exposure.photograph_frame_small	sha256:74b0b9cfecd293ef4db6cdaa19e9333041d0325a938be9ca527da6aa8d2e7349	Малая фоторамка
block:block.exposure.photograph_frame_small_stripped	sha256:633e051d40def9ccfa4cdaf15db2020380933bf760e98b015bdc058c1129b057	Малая фоторамка без отделки
block:block.farmersdelight.black_canvas_wall_sign	sha256:4851b3dc0807504e26315bacf388e6d3f4fba7fcd92613b7d1f14ee084fddc3d	Чёрная настенная холщовая табличка
block:block.farmersdelight.black_wall_hanging_canvas_sign	sha256:2df5a4bd873a5177b31e0eba55a2e1bdbbe1b6080f9f16ed7c7210abb335cbc3	Чёрная подвесная холщовая табличка
block:block.farmersdelight.blue_canvas_wall_sign	sha256:86dc773e2373bfbe55575bc4ced4dbd780af3109e92ad12061107f93e199e5cd	Синяя настенная холщовая табличка
block:block.farmersdelight.blue_wall_hanging_canvas_sign	sha256:ed45f94a6db4276383513d52e4e4e71f68c52e4bcdcfb8813cf2d9d0b9c6c872	Синяя подвесная холщовая табличка
block:block.farmersdelight.brown_canvas_wall_sign	sha256:584a00c3e4b5680a6eb18358815f0f3b61bda53a1a7dc736f1a7642a14706c68	Коричневая настенная холщовая табличка
block:block.farmersdelight.brown_wall_hanging_canvas_sign	sha256:2e54ee9240298df15ac5a5f72e35f02e6793965be1ec5fd1c74b528f90e6a10d	Коричневая подвесная холщовая табличка
block:block.farmersdelight.canvas_wall_sign	sha256:f690e7a2d385f33d7445b348034dad0e3a21591aed61d68a36b77d316af250b9	Настенная холщовая табличка
block:block.farmersdelight.cyan_canvas_wall_sign	sha256:3cc9dfecf73c3721a3c4aee505f33478dc01dc3eca1685711533edc7307fc274	Бирюзовая настенная холщовая табличка
block:block.farmersdelight.cyan_wall_hanging_canvas_sign	sha256:8284ac22cdcb4035e0c1c4fb3ac8a0f447023d997c6c7b38cc24b3e45262fcc3	Бирюзовая подвесная холщовая табличка
block:block.farmersdelight.gray_canvas_wall_sign	sha256:6413da06a1766fc5259d361df308536eda263e5bf864cfe0af5b739c83a7a837	Серая настенная холщовая табличка
block:block.farmersdelight.gray_wall_hanging_canvas_sign	sha256:e18e28970609ea280083004860b10c76a535e33587e96221a10a713a9482f5ff	Серая подвесная холщовая табличка
block:block.farmersdelight.green_canvas_wall_sign	sha256:802a6878de269e289d911ebca8145281c8759351dea8ee6d37bf35c438a871fa	Зелёная настенная холщовая табличка
block:block.farmersdelight.green_wall_hanging_canvas_sign	sha256:46df8adf2f96c7f2db07319cf1da8d7c7b1d8f92d499a87bc7098350a4d2299d	Зелёная подвесная холщовая табличка
block:block.farmersdelight.light_blue_canvas_wall_sign	sha256:5919386172f0398d823aa30c40c1fdc2cd010d7369ec88d6f6427e4755cad555	Голубая настенная холщовая табличка
block:block.farmersdelight.light_blue_wall_hanging_canvas_sign	sha256:2802dea6371c9ed9fdc97978fa0fd347b3a16f6da2a7cf46046ef22d0dbc730e	Голубая подвесная холщовая табличка
block:block.farmersdelight.light_gray_canvas_wall_sign	sha256:5b9acd4c5b6c8d83841da3ec8e83f912e9f4ef2af8bea3d7f63e9e6a87c15644	Светло-серая настенная холщовая табличка
block:block.farmersdelight.light_gray_wall_hanging_canvas_sign	sha256:9963f9cdd0eeb20424cf75f47d7e45f0baa94d69f125a3dbb42bacd493c5c397	Светло-серая подвесная холщовая табличка
block:block.farmersdelight.lime_canvas_wall_sign	sha256:29c84d147d3a347febd68a90a2409fe1a33ae85e82028fd2ad74f6378f392840	Лаймовая настенная холщовая табличка
block:block.farmersdelight.lime_wall_hanging_canvas_sign	sha256:fb2b56d370b0c028c32458fa6c09bf2c33ea564541f86f1c4976f2e25c41fc13	Лаймовая подвесная холщовая табличка
block:block.farmersdelight.magenta_canvas_wall_sign	sha256:94c3a5879339fdfdc48c7217dc97a0855ef3cfdb6352a9525a3a2980502a387a	Пурпурная настенная холщовая табличка
block:block.farmersdelight.magenta_wall_hanging_canvas_sign	sha256:0eae7647ead83dabf03e39b8e163526d6d9d52183c0c379a7fe15bcc53b242f5	Пурпурная подвесная холщовая табличка
block:block.farmersdelight.orange_canvas_wall_sign	sha256:4214de1b415b8c75cf1a09b5082506214c84104d31beea8c8c3d19bcbfae3147	Оранжевая настенная холщовая табличка
block:block.farmersdelight.orange_wall_hanging_canvas_sign	sha256:767885c9c6ef96cd2465ec3ce7359411fbdb23985730617950369574474d3e23	Оранжевая подвесная холщовая табличка
block:block.farmersdelight.pink_canvas_wall_sign	sha256:f83dac6770b390c9b2cb6abf7fa6f633c7e69d1a00834b656e2a0c90ef5c043b	Розовая настенная холщовая табличка
block:block.farmersdelight.pink_wall_hanging_canvas_sign	sha256:84e5da4e1dcf0a7c3afac5f8a1dd2613a86bd4528a655f747f83f5be0aa8037f	Розовая подвесная холщовая табличка
block:block.farmersdelight.purple_canvas_wall_sign	sha256:304c389a5a311af8e3dc303e347246e145eef78ba4ba4d88083b3306638dc459	Фиолетовая настенная холщовая табличка
block:block.farmersdelight.purple_wall_hanging_canvas_sign	sha256:9180580512233a3cbb5bcf6b6466fe128e01c641d92a6bae73e49746753b5485	Фиолетовая подвесная холщовая табличка
block:block.farmersdelight.red_canvas_wall_sign	sha256:0149563ee740f4b0580831ce2c191f38ef61630c7e70870e11dd066f469aa1dd	Красная настенная холщовая табличка
block:block.farmersdelight.red_wall_hanging_canvas_sign	sha256:275cee33a44da2621422b951455adca1ff004c8f4b336feab3f347e1dc755a19	Красная подвесная холщовая табличка
block:block.farmersdelight.wall_hanging_canvas_sign	sha256:c09af50f635e65452b8d080db6172aa7e5e7190215fc98db44a468537c596a9f	Подвесная холщовая табличка
block:block.farmersdelight.white_canvas_wall_sign	sha256:8c1ef936043fbe2a826a609f1a28f7a06bb17532015ce73e2c312c116c60731b	Белая настенная холщовая табличка
block:block.farmersdelight.white_wall_hanging_canvas_sign	sha256:cc5220dc84a9272c99f69a7556eb68edb0b11127a97db5231b22f07c05a7ef96	Белая подвесная холщовая табличка
block:block.farmersdelight.yellow_canvas_wall_sign	sha256:385637cfaff40ed6d1d80b895d596d9204aae5ac4ad6531442e9f3adef29f8e5	Жёлтая настенная холщовая табличка
block:block.farmersdelight.yellow_wall_hanging_canvas_sign	sha256:8a6cc4421b83e01b5ffe656b13e4d73279bf419beaf875c3763fed8f1e815dd8	Жёлтая подвесная холщовая табличка
block:block.ftbquests.banner	sha256:b7f4d98f98d51f8e0dca27ea5b64679b328281af1d0b0985816c208d1c9a1d46	Флаг
block:block.kubejs.power_house	sha256:fed678cdbf1f7b96b833fdce753e427803166a8479f88f40f510d6d2c7329ffe	Энергетический модуль
block:block.kubejs.sculk2	sha256:1afc59b0478f2d3a683bcd598702125d84fa6c562bc95816636b51cc1cd84055	Скалк 2
block:block.lipoolroomsadditions.bedfeet	sha256:0659da302a568698d3aeb38a05345a989e35974f2f86660ce106797ab439eb57	Изножье кровати
block:block.lipoolroomsadditions.bedhead	sha256:1ad006b736edae1119f6f05d41be1440ee5520160b9cac2ca21435e887dbbf62	Изголовье кровати
block:block.mekanism.advanced_bounding_block	sha256:2893820e7add624a723c8d85638c9d16faf2067dc4ff11f6edfceb9f977aa17d	Продвинутый ограничивающий блок
block:block.minecraft.glow_item_frame	sha256:445bfe2e29822d13fad9cf9fff78881faecf610a35295f6a3e930d52ffac986d	Светящаяся рамка
block:block.minecraft.item_frame	sha256:454714535b1927db9a6a7df93daa00d7d45f8f8fb0c8e235f4168e556fee750a	Рамка
block:block.plushie_buddies.plushie_allay_skull	sha256:b380bf35b7d3473c27be5be98ebbd17dc5010fec3871af7469ffd7a66836744b	Череп плюшевой тихони
block:block.plushie_buddies.workbench	sha256:a4e733eebdd37c3ad6d3a0edc6fab8d8efd4487598fa42ec8cd1ee3e119914e3	Верстак для плюшевых игрушек
block:block.storagedrawers.keybutton_personel	sha256:e2c80c708f910de95114450da45e24df577e1a76a2eccd0d2531829b89e78382	Кнопка личного ключа
block:block.supplementaries.awning_dark_gray	sha256:47511238904e4b2960aa60bdbba24499f86cbab4039b1efa4ba6e4c48d6d2e47	Тёмно-серый навес
block:block.supplementaries.cracked_bell	sha256:8b1f824ab5a83735454d0e5f19b8294e46ae14026fa79f64a5209d665af39c87	Треснувший колокол
block:block.supplementaries.diode_block	sha256:f2314349e7d96701268055aa5fbdf2dad6700ff349405203667246a40e5888eb	Диодный блок
block:block.supplementaries.drawers	sha256:ed14110fccb312d019acb0cf32b5c0ae5e9c62f0838cd0ab7b5d69651227eb7c	Ящики
block:block.supplementaries.edelwood_stick	sha256:b4c75c0a3609d3f3287137d33d92a33cdd81953983d7d35f07d871911cddb00c	Эдельвудовая палка
block:block.supplementaries.label	sha256:0e66373f45dcf3dd656151e519f7ee5e3d558d9c22cb87df339bbdd2b6c6a3c1	Этикетка
block:block.supplementaries.mob_jar	sha256:bbe4b7bf10387d58224b11d92a21dfcc8b88442bc3c77d0f0b7bf9b916781165	Банка с мобом
block:block.supplementaries.prismarine_rod	sha256:94d81ddf4319299e73b24860579ec30d035206189113ce67bd6cf4e35db7382b	Призмариновый стержень
block:block.supplementaries.propelplant_cane	sha256:de09c18770652fa4b22b586356a3a161233fcf48543f167bec8e4c60f6e27442	Стебель толкающего растения
block:block.supplementaries.rope_ender_chandelier	sha256:ec7d1843e4ac7da6f7f98511bc5e899a377d077315c2521bf714a98ac2ffb71e	Эндер-люстра на верёвке
block:block.supplementaries.rope_glow_chandelier	sha256:9762d5bb9919cbc4b5cfd53af80c7a8475a7b1164df9e610bf681f9974f425ed	Светящаяся люстра на верёвке
block:block.supplementaries.sconce_wall_ender	sha256:e5a696043d254b246c7637fbaa26ba703dc79d3495198c8397b6b12d10546d75	Настенное эндер-бра
block:block.supplementaries.sconce_wall_glow	sha256:b8f9483417ac0969b80c095ed2b68e8630bb98a901e16f39485c2016024ef8d6	Светящееся настенное бра
block:block.supplementaries.sconce_wall_nether_brass	sha256:ee5ebd25b448485bd72d7ebd093554318652cb55e7ae59b147c9c01e34c6d097	Настенное бра из незерской латуни
block:block.supplementaries.soul_jar	sha256:74bd367dc9feb14943fbed1599a7cd352fa1c428ee024d7439a4ab140ed7bf10	Банка с душой
block:block.tconstruct.beetroot_soup_fluid	sha256:791591ca9cd3dbec2aa89fcb874ecf9d20223ab1dab6c8110ab7a9584b07ed46	Свекольный суп
block:block.tconstruct.bloodshroom_wall_hanging_sign	sha256:13007c85e1ebdc26b11ae275be66605960283fd31f41ca9274fdd161271bf554	Подвесная табличка из кровавого гриба
block:block.tconstruct.clear_frame	sha256:b96d34eb0ede0c6f6521e5f4b226700a6c929747d0bba909a68084be6446dfda	Прозрачная рамка
block:block.tconstruct.cobalt_frame	sha256:a168fe7737ec9c0c8823aa9636431f0470bc8fa628dc058cb3c70a6af9298f44	Кобальтовая рамка
block:block.tconstruct.enderbark_wall_hanging_sign	sha256:6a5845d150968aa357988322b9c764ec9ae7f7c84ed48b561b192fd5a5d1bef6	Подвесная табличка из эндербарка
block:block.tconstruct.enderbark_wall_sign	sha256:407d0584517fbf4e1af186c2c0b64d92253adaa283ff80aef7f354d4eff69de0	Табличка из эндербарка
block:block.tconstruct.gold_frame	sha256:92efab774d437580d223c242fde9b53fb79d626349e3315b79bf7268dfc9ddf4	Золотая рамка
block:block.tconstruct.greenheart_wall_hanging_sign	sha256:d09e82473ca5ea5393586ae1c96c9fefbf435ffa0823e0c37685f8b0c0f1b4e3	Подвесная табличка из зелёного сердца
block:block.tconstruct.honey_fluid	sha256:ebcf983695346eea63258d8ab772084bb91b6d51b529ae8b00121f2fa323831c	Мёд
block:block.tconstruct.jewel_frame	sha256:82e86e275a039c9fea85c868aed59a81f9672e245d51b036af90382b9afc1e69	Драгоценная рамка
block:block.tconstruct.manyullyn_frame	sha256:10a0c0965669bf72fee7880cae3c5353b2d228000d57bbe1c6c39faf832a79c3	Маньюллиновая рамка
block:block.tconstruct.meat_soup_fluid	sha256:060905aa32408a08a7f61080128caffb4f8661864d039f1e3546604c3fab27c8	Мясной суп
block:block.tconstruct.mushroom_stew_fluid	sha256:4490ebf456b9301c4d3618554175056eeec38d5a6032792bcd4a2dc738c8bdf6	Тушёные грибы
block:block.tconstruct.nahuatl_fence_gate	sha256:65edc8b767bd44f37706741630ee338591a1973823699c6c21cddacda9873016	Калитка из науатля
block:block.tconstruct.potted_blood_slime_fern	sha256:b59a79433250eae4e0789608f6f362712c5819eedb9900f0c925eca99b4f3c97	Кровавые корни в горшке
block:block.tconstruct.potted_blood_slime_sapling	sha256:2d896dafade84e21ce01b409a5459395d18046d7ed0fea507f9ac3c1aa27ed08	Кровавый гриб в горшке
block:block.tconstruct.potted_earth_slime_fern	sha256:1923ccbaccf32bc7dad367e9d547dfaeb29592eecdd9433f90fbd9fa8ef221c2	Слизневый папоротник в горшке
block:block.tconstruct.potted_earth_slime_sapling	sha256:b3f3bda876dbd1966067f1238dfb5b4a39a9639492588276c100c4146210ea9f	Саженец зелёного сердца в горшке
block:block.tconstruct.potted_ender_slime_fern	sha256:1923ccbaccf32bc7dad367e9d547dfaeb29592eecdd9433f90fbd9fa8ef221c2	Слизневый папоротник в горшке
block:block.tconstruct.potted_ender_slime_sapling	sha256:85761ff9e850f9f9d4f498e6727b47b740845441fdad320802fcc1c531a5dca2	Росток эндербарка в горшке
block:block.tconstruct.potted_ichor_slime_fern	sha256:dc54f6bc36bf310435e6370526b59d58bb95f7e92b57314ee343a3f02c91b027	Слизневые корни в горшке
block:block.tconstruct.potted_ichor_slime_sapling	sha256:ec0dfaf92385b36803377118ba7ddc7e5bf7383df20355574224326818c9dbb5	Саженец ихора в горшке
block:block.tconstruct.potted_sky_slime_fern	sha256:1923ccbaccf32bc7dad367e9d547dfaeb29592eecdd9433f90fbd9fa8ef221c2	Слизневый папоротник в горшке
block:block.tconstruct.potted_sky_slime_sapling	sha256:25eb3609f9f6b4b9fa9bf48c220123dd3b850e2a722588e7653568c4998fae6f	Саженец небесного корня в горшке
block:block.tconstruct.rabbit_stew_fluid	sha256:673b33c4c9eefc11a926b3a4f233fb0dad7fc600466b0f93b006d678c74649ad	Тушёный кролик
block:block.tconstruct.skyroot_wall_hanging_sign	sha256:01ce05925417a75755f756d4591ae3a8b42bfaab0d252711957b8573a3411cdc	Подвесная табличка из небесного корня
block:block.vslab_compat.checker_vertical_slab	sha256:e1aa39fcd12cfcf3cd00c0a8b45e6b8d27ac9e266ec669099f22ee262d83936d	Вертикальная клетчатая плита
