id	source_hash	translation
item:block.actuallyadditions.diamatine_crystal_cluster	sha256:2b3b19330700bb5b1c9d288cce284c545a6de5ad6f8da4e72e9a60012e6ca604	Светло-синее кристаллическое скопление
item:block.actuallyadditions.display_stand	sha256:2cbcf3fdbef40458a8c46937d9f4f35dff7bdb7e63803bd7d966ca410dc7c0f2	Выставочный стенд
item:block.actuallyadditions.dropper	sha256:1fbf03bc573a3022eba01c592fe5db0173b25ff8bd51702a894e63b5839e58f4	Автоматический точный выбрасыватель
item:block.actuallyadditions.emeradic_crystal_block	sha256:13fca80be6a38e29a46fbb3cc3cc4692afea2dd0ef88cfe118d577d99563951a	Кристальный блок Эмерадиса
item:block.actuallyadditions.emeradic_crystal_cluster	sha256:ca247c53ac53e147af380f2da2829eb635f893334d11ad6c5d081c92b94d1057	Зелёное кристаллическое скопление
item:block.actuallyadditions.empowered_diamatine_crystal_block	sha256:f341a5d297c39260204fed1c8abf15d4640ebfe0ad20c41a434e0d75ace05327	Усиленный кристальный Диаматина
item:block.actuallyadditions.empowered_emeradic_crystal_block	sha256:d90dac9a8b5635483200290dd7c3757751159f27050ff60eb8bc080e6f8bbdf9	Усиленный кристальный Эмерадиса
item:block.actuallyadditions.empowered_enori_crystal_block	sha256:cdbac93d73ca28572a5323d2bd0ff832e9567f1d7646065395d94ea874c9aa8b	Усиленный кристальный блок Энори
item:block.actuallyadditions.empowered_palis_crystal_block	sha256:c6abd7b0231c232a5bee07fe7cf2b38b712c0bafeb9f0dace04a3ef6fc880990	Усиленный кристальный Палиса
item:block.actuallyadditions.empowered_restonia_crystal_block	sha256:d4e8b2506ce6591c52b2008c88a75b186ed3af8d265ca48f64a0866dfe5040c6	Усиленный кристальный Рестонии
item:block.actuallyadditions.empowered_void_crystal_block	sha256:7bc102a32954e0c02e39dbab7360f35a97516b4dd1c705a0f2e836b5fa9ab0e6	Усиленный кристальный Пустоты
item:block.actuallyadditions.empowerer	sha256:7a933c5548b8e3914213945a6121166ee957d38fd4afc71ee44709ff559db304	Зарядник
item:block.actuallyadditions.ender_casing	sha256:fd35196685a17d2177ddb86799c8bfba2b9bd3d079de3029683eb6f29279e6d2	Эндер-корпус
item:block.actuallyadditions.energizer	sha256:fa052ebab05f3550a8ed77c931847f1d9cbe3c99a91ed0e6d484c0c92ed8ab69	Энерджайзер
item:block.actuallyadditions.enervator	sha256:c6022388fea841d4d9b00dd49e4b2d65508b0fe56c2d186f299399952a631c6e	Энерватор
item:block.actuallyadditions.enori_crystal_block	sha256:522dde91cec7b10e2a3f6004ee1ff7b65b458a6a8285af5aeb00b8430175557a	Кристальный блок Энори
item:block.actuallyadditions.enori_crystal_cluster	sha256:68a29f1a4185fdb11f1eeda132f7efaa2a54a021d8c6a6f6d2d7bbaff84a6066	Белое кристаллическое скопление
item:block.actuallyadditions.ethetic_green_block	sha256:3d7f5a3b563acac764da1bdd012399c20e4d476651144055e5cf268bd46ccc17	Декоративный зелёный кварц
item:block.actuallyadditions.ethetic_green_slab	sha256:cecf80a26c6e09823dad9933728c11c33aad957f9c40d2051d3634e902477821	Плита декоративного зелёного кварца
item:block.actuallyadditions.ethetic_green_stairs	sha256:d20cd69bed71ddc00b07314de0987918ff1d3253e27c8168072819360ed981cd	Декоративная лестница зелёный кварц
item:block.actuallyadditions.ethetic_green_wall	sha256:31a30c0739f4e91885e96f63d4fcb431aa22d185e98809ed32ef5b09ab6a1223	Декоративная зелёная кварцевая стена
item:block.actuallyadditions.ethetic_white_block	sha256:7fcac5b8cb737f1cd9366db3fef8d36c3c4efc45c8388cd32bfe91b98759c0a5	Декоративный кварц
item:block.actuallyadditions.ethetic_white_slab	sha256:1078c2f9795fb1425b2a221c12561c7311ab91e1fbd7e48cdd25736fab5177e9	Плита декоративного кварца
item:block.actuallyadditions.ethetic_white_stairs	sha256:2d13b0c2ca60648b622981e286f7c4d9ad0f3398c2476c5e88d7c022f05ff449	Декоративная лестница кварц
item:block.actuallyadditions.ethetic_white_wall	sha256:c7b73b86b3cd577a2396156ac44f4082ac1faf98a926133285ca8298454a5268	Декоративная кварцевая стена
item:block.actuallyadditions.farmer	sha256:dc01da548cb3a5f7fd6792e758f25ade4e9ff2b1e1f3d12e3a282a57cc69bb9a	Фермер
item:block.actuallyadditions.feeder	sha256:6dd609d623c49b6cb2a3888af95cd505eb4d179eda6f9e29adc1b07b70348140	Автоматическая кормушка
item:block.actuallyadditions.fermenting_barrel	sha256:5db5ee0da40cb2c2ebd8cbc04d6c755e58bc16e74a7cfdc151f28c4ccc4edebd	Ферментирующая бочка
item:block.actuallyadditions.firework_box	sha256:b0f5b4897e242864e554a2fe944a9de5201c423fdc0694ce11ba147bfe3afd15	Ящик фейрверков
item:block.actuallyadditions.fluid_collector	sha256:642f10a9b78507978385714844dd41fa2dad4fac7f8bfc82ee52461853d34bd3	Жидкостный собиратель
item:block.actuallyadditions.fluid_placer	sha256:caa4af78483af307baa2ec74060f9945fd49ee3f2358883c275b7dd78ac746fb	Жидкостный разместитель
item:block.actuallyadditions.greenhouse_glass	sha256:c24c36cc595e834855d42d6a6ceca94fb7891a19099d5581fbbe08c0383f8b1e	Тепличное стекло
item:block.actuallyadditions.heat_collector	sha256:7ac87b27409e878aa022132f6b89d842edf2feb18ed45060ade421b58cee872a	Тепловой коллектор
item:block.actuallyadditions.hopping_item_interface	sha256:00de9a299fd042ff617caa30389ad8594bf338b2cab9a10a712aa780b574d0d0	Интерфейс предметной воронки
item:block.actuallyadditions.iron_casing	sha256:e8aacb6a31b4dc2398119510b915b52d38b22d5dfdfbf2e7d063ef0012986546	Железный корпус
item:block.actuallyadditions.item_interface	sha256:bcff9b36750d871af70ab0f5aa288192e2e6be2e77a428a0f4db0c8a3f12478e	Интерфейс предмета
item:block.actuallyadditions.lamp_black	sha256:9da415ce5ce2f1f259e1dd87cfc28d70ccd3489c29b34a698e4ba2dfdb627f60	Чёрная лампа
item:block.actuallyadditions.lamp_blue	sha256:e2105d7e78df339c49a491f77e1affd1e86e645a48f046677466593a86275a98	Синяя лампа
item:block.actuallyadditions.lamp_brown	sha256:53e3ff80ad34dca511fb9bf003bacabc4ef2be366e741b489fa927ede9c59fac	Коричневая лампа
item:block.actuallyadditions.lamp_controller	sha256:9d6acd5af44c2dbe4941e4c87fec739ba74d908deb484084b316bc4693ccf7f6	Контроллер лампы (WIP)
item:block.actuallyadditions.lamp_cyan	sha256:b1e2b47ecb024a7c0266b376bf3c34f94e61ff37728902806ce6369778317d48	Голубая лампа
item:block.actuallyadditions.lamp_gray	sha256:4837d1f7cf21fa4e13223165502c35c24bc98b500aaf8b8c517f822be8f3950e	Серая лампа
item:block.actuallyadditions.lamp_green	sha256:742fb335a48574b3c1288cf766f80278ec77b667d240578d8c3985af1456341f	Зелёная лампа
item:block.actuallyadditions.lamp_light_blue	sha256:bc8c0e589597882685766a324263286f71a826d7309c1df807b1e90ba7de4b4e	Светло-синяя лампа
item:block.actuallyadditions.lamp_light_gray	sha256:8b5a9c7191f67c84efc16c506e694ad5bc12e68a07f71257719c0d1c958f9583	Светло-серая лампа
item:block.actuallyadditions.lamp_lime	sha256:ac07233a06b1d25b778c4623d77a8e5df44065fdb2eaef5784c878579c3f0dc3	Лаймовая лампа
item:block.actuallyadditions.lamp_magenta	sha256:621f87486bcabd5916ff99f84d32f2b27f76f7288f51634df5d78796c69a0cf1	Пурпурная лампа
item:block.actuallyadditions.lamp_orange	sha256:7bd3d77a00ef392a11f02c78a5f63cfee11471ec5e2956f80da887caa548e946	Оранжевая лампа
item:block.actuallyadditions.lamp_pink	sha256:c14285309bab5f383152424ff8f02a05eaa087e5563fe9ead0a0e176d8a25770	Розовая лампа
item:block.actuallyadditions.lamp_purple	sha256:0eea96a0ad3607f6345d44521a0213be5053fd423cf3670cf7c77ae7713c28ee	Фиолетовая лампа
item:block.actuallyadditions.lamp_red	sha256:3cdbfe9374b394343fc79ae725ff73bb8ce65834a7a2a92f8b3a96ae5c89a41e	Красная лампа
item:block.actuallyadditions.lamp_white	sha256:cc56ed20b735e03344ea2361e4c361411c216738bf294047e238a6a6179cb104	Белая лампа
item:block.actuallyadditions.lamp_yellow	sha256:65c6c89a7d65d31e846afc8379fdb0e09d8363b623d0076bf1425bb4914052c1	Жёлтая лампа
item:block.actuallyadditions.laser_relay	sha256:c4f7c3d29ba982a554fa99b8c1efe62588bb1ad999be72faf060104e78f425cb	Энергетическое лазерное реле
item:block.actuallyadditions.laser_relay_advanced	sha256:161e46dfff8015a2d5eb6642ab1ce23e909b9b9eede64fe094caa309ae3473bb	Продвинутое энергетическое лазерное реле
item:block.actuallyadditions.laser_relay_extreme	sha256:be454fe1d19f07157d4b559cf481388b959af82021c66ceef11bc74a63e1969c	Экстремальное энергетическое лазерное реле
item:block.actuallyadditions.laser_relay_fluids	sha256:280ecf73eba3babe641ee9912639dd4cbef4807a8971036869c2df97bb6df65e	Жидкостное лазерное реле
item:block.actuallyadditions.laser_relay_item	sha256:c97f20b500004a1c898ab9d4109e58517beaab09d43e3688141e70ba970131f0	Предметное лазерное реле
item:block.actuallyadditions.laser_relay_item_advanced	sha256:cd3fda840aa5fa80c70e9aede4d3322e9380eee7754a3751c839b3b601e6cc96	Продвинутое предметное лазерное реле
item:block.actuallyadditions.lava_factory_casing	sha256:3849104680ed1d0b3cead12433c30c50c948b2ace78c1a75fd7ed25801121361	Корпус лавовой фабрики
item:block.actuallyadditions.lava_factory_controller	sha256:93ce778de8c8e568b14bd6dd0768efae0ba19c24604b7e3894d17a7ae0b108f7	Контроллер лавовой фабрики
item:block.actuallyadditions.leaf_generator	sha256:4ccb7e85bfc81448ad11c3a0f1103d89dc4410f85ac945c6cf20aebca435ba6c	Листовой генератор
item:block.actuallyadditions.long_range_breaker	sha256:479daf8f7adbe2707bb5f8ce58b76a8eb6334285ec4fb282a5e2655a8ee7c6b9	Разрушитель дальнего действия
item:block.actuallyadditions.oil_generator	sha256:d889631a2f4c5bf9f938e4ab7469486cc782e95a95cec818797b04a2aa392a88	Масляный генератор
item:block.actuallyadditions.palis_crystal_block	sha256:b4522fd7da3496fd28a4f078d231866ab603d2f1f48ff657a96bbdfc5cb0303f	Кристальный блок Палиса
item:block.actuallyadditions.palis_crystal_cluster	sha256:625d5421956800544a3b8d8bc42900d012b66ed4101ab3b07a4eec96af635315	Синее кристаллическое скопление
item:block.actuallyadditions.phantom_booster	sha256:b8e7100c7c1301803e37a1b1097f3b9ceed997423daa8fc65d53d47aafdbf668	Фантомный ускоритель
item:block.actuallyadditions.phantom_breaker	sha256:234e85759e0e018beba7b0dfba1e250c807d5d9746359512df1c8dfb3f0318be	Фантомный разрушитель
item:block.actuallyadditions.phantom_energyface	sha256:5a21ce0020c42f074e848168ba82b4081864182a97c8eeebe93ee7423b726ade	Энерго-фантом
item:block.actuallyadditions.phantom_itemface	sha256:8455af2759d21ef075ad00aeb9e8a243d1b7c393815869e4a5cb8167662b1316	Фантомный интерфейс
item:block.actuallyadditions.phantom_liquiface	sha256:898d4a9164c403abd93f2081df725e5136243cf7366b89bf6e9fae92d6256b08	Жидкостный фантом
item:block.actuallyadditions.phantom_placer	sha256:dd947489c2cce03284389ec276c65fd0769cbba995a234ab11a47f8f478b00c5	Фантомный разместитель
item:block.actuallyadditions.phantom_redstoneface	sha256:f36fa4c60a405313348f1a059d0cfb38ceb44beed26fae111b2f46fd2081ad9b	Редстоун фантом
item:block.actuallyadditions.placer	sha256:960c43f6093a434186dc113faa5be545f29bac7e60c02eb5d03c4e69f2524c51	Авто-разместитель
item:block.actuallyadditions.player_interface	sha256:5619a40c2c760b2825423010ca61976876d6e5464628af4a10729a57f5f51e85	Интерфейс игрока
item:block.actuallyadditions.powered_furnace	sha256:1b3ce3ba82a2e0a7f6a3548fd04a80742550536f2c68268bcfe47a0ab799192c	Усиленная печь
item:block.actuallyadditions.ranged_collector	sha256:e0d2477b14bf454d8e719ea11ba344e97613e00ba9f5a9bcf74f95eacd651a9e	Диапазонный собиратель
item:block.actuallyadditions.restonia_crystal_block	sha256:7065fd965ab328f9e8f9e832b8e3eda2bd238466017fcfc3e8b0829c6e9497b6	Кристальный блок Рестонии
item:block.actuallyadditions.restonia_crystal_cluster	sha256:9a4fdff6bf20a2dfc691d62f2ec7c0154410dd0131f38adbffbdbe38cba51253	Красное кристаллическое скопление
item:block.actuallyadditions.shock_suppressor	sha256:794b8bf68db53ee546236d66a149b6f2e70b7280aa4d35775964105a829b9783	Амортизатор
item:block.actuallyadditions.smooth_black_quartz_block	sha256:7abf6cfa1d8a2e746a9beeac55f62654a4bc56e48094066cca8eb353aad13469	Гладкий черный кварц
item:block.actuallyadditions.smooth_black_quartz_slab	sha256:3c3628bcfb1829672ce7a8d4d53551b1c28f75b3832e8957cb3447c6b00d41cb	Плита из гладкого кварца
item:block.actuallyadditions.smooth_black_quartz_stair	sha256:458ef49c378fe2f04e7407ab496c1572ca3da665456de155173260ed489dce88	Ступеньки из гладкого кварца
item:block.actuallyadditions.smooth_black_quartz_wall	sha256:d63f8990fa6b96452e669511c28f8e3e3f6ab963bb85116df0a1d56d16f87746	Ограда из гладкогоо чёрного кварца
item:block.actuallyadditions.tiny_torch	sha256:b6477ad00714723b7da77707e9b6a8cbfaf6307feee0633ba351b8932c83cbcc	Крошечный факел
item:block.actuallyadditions.vertical_digger	sha256:387035d69a41ed5256ddc79fefd510cf3b6802ac09b35bdb96dacce0e49f348a	Вертикальный копатель
item:block.actuallyadditions.void_crystal_block	sha256:080df8720da0d7e1aee078bc4e590033c67594a5334e877728e6fab58165a91b	Кристальный блок Пустоты
item:block.actuallyadditions.void_crystal_cluster	sha256:7b0b05c9162ae064de18604395357e81c58374f9c46b2adcf7c7e252496dccc3	Чёрное кристаллическое скопление
item:block.actuallyadditions.wood_casing	sha256:f29352fbee3f4eab70fae5bb82a324b8430952f1089a01ac22ca84b5b22ecc33	Деревянный корпус
item:block.actuallyadditions.xp_solidifier	sha256:54b63b2ca96bf0965df9c47e8390c3dbabe95d6caf3129aaeede418bc20421a3	Затвердитель опыта
item:block.cfm_circuit_breaker.circuit_breaker	sha256:a316128169a55f5b8afb8e25bf1fc1f3046a3034e1f14aeac703c77bc6643a8c	Автоматический выключатель
item:block.createaddition.biomass_pellet_block	sha256:b7a57cdcba1963f883b2f1d6c3b6b03af241f8f43996adc1a471bbed3d901654	Блок пеллет из биомассы
item:block.createaddition.electrum_block	sha256:c93a537dd097f426ea06c55bcabae033a46260c3b0f531ab1ac0e3fcb6a5a75e	Блок электрума
item:block.createaddition.small_light_connector	sha256:5648b7af65d31dca62b855cafaded83a8d85f6d12392306b276f7a50d2fed66e	Малый светящийся соединитель
item:block.createlowheated.basic_burner	sha256:ed0e0d3581133e61ff07bb3cf31cf5eeb8957c4ef4a77d479d73d25fbd6b25e1	Горелка
item:block.geckolib.fertilizer	sha256:43de6e38b916955cf044c077b89111b6bd880a34431f20d0d510b0f7b9293ff1	Удобрение
item:block.geckolib.gecko_habitat	sha256:adb003e67c32f7d8e440a395440948e4d99b0c429c18e4f54c0c9d4468edcc02	Террариум для геккона
item:block.simpleradio.insulator	sha256:c41984704627032f7803d53f0d975442d59d49158ad0a115bfdfd439890dbf7c	Опора провода
item:block.simpleradio.receiver	sha256:86cec081a5288000ddb804c24ac70de62a5060e5b4f4068b01a01f9f29dddacc	Приёмник
item:block.simpleradio.transmitter	sha256:e35e1d86195035d8fdd2de7693a3dba63ce341cc5f0e2475fa68b741a0e5086d	Передатчик
item:block.storagedrawers.framed_compacting_drawers_2	sha256:a0089ce592789935ab66b775c74dff2d8718ba3520c187132765cc7af73632e6	Обрамлённый спрессовывающий ящик (2 уровня)
item:block.storagedrawers.framed_compacting_drawers_3	sha256:187e6c05911d4d57f23295f2d864252497d4b21840f12d2fa03522b00e6877fc	Обрамлённый спрессовывающий ящик (3 уровня)
item:block.storagedrawers.framed_compacting_half_drawers_2	sha256:c5246b64d02dfab04b4db45a162167fa3b0346228b193e10d085d661fdc90da3	Обрамлённый спрессовывающий полуящик (2-уровень)
item:block.storagedrawers.framed_compacting_half_drawers_3	sha256:92fe1443acb6872bbe871e519ec32f45e748c6596e13d0e5277a3959f0f97c74	Обрамлённый спрессовывающий полуящик (3 уровня)
item:block.storagedrawers.framed_controller	sha256:a06e51153c708eeb1c547973f6a3c5dcaaa6043c18e6d9bde0d0de6ef0083b08	Обрамлённый контроллер ящиков
item:block.storagedrawers.framed_controller_io	sha256:f19104e845fdee2e5c91722a885df0fd828ad269e93ff5d1c4c732bc4980bb32	Обрамлённый контроллер ввода-вывода ящиков
item:block.storagedrawers.framing_table	sha256:42e3b573fecff7897cfa3404567891cb301838e9d04eaa404df21bc58ec4ede1	Стол для обрамления
item:block.tconstruct.blazewood_fence	sha256:20d3259563060e7b35ee9c982713f7e7d2cfe1827e2bf576e71bb3bd754b8d7e	Забор из огненного дерева
item:block.tconstruct.bloodshroom_hanging_sign	sha256:13007c85e1ebdc26b11ae275be66605960283fd31f41ca9274fdd161271bf554	Подвесная табличка из кровавого гриба
item:block.tconstruct.cheese_block	sha256:c8ab7f45f6105e9fbe771f4459c44eeb6255c92b1dc9117c2b966b040ff87c26	Сырный блок
item:block.tconstruct.cinderslime_block	sha256:9f1ce5a5d2d586b8ba7585507c4198c1c6d12d8c4b2d688a1e765a0d544f27c2	Блок зольной слизи
item:block.tconstruct.earth_enderbark_roots	sha256:e7edb2c879ee752fdea85392eb64770a4e8f731ae175ef96310a68bcd641e109	Земные слизневые корни эндербарка
item:block.tconstruct.ender_enderbark_roots	sha256:e7edb2c879ee752fdea85392eb64770a4e8f731ae175ef96310a68bcd641e109	Эндер-слизневые корни эндербарка
item:block.tconstruct.enderbark_button	sha256:1a405ccab95b4e88b23c1bd11f7d8893184f2275ce131d0c77b3daa5b02706fd	Кнопка из эндербарка
item:block.tconstruct.enderbark_door	sha256:18d2e25e012385254aa0c9f85cfde980a67f1497fcfb93517d83e493a945fa03	Дверь из эндербарка
item:block.tconstruct.enderbark_fence	sha256:22add6d8844afdf8165d1f9d3882dbff794e99d7a64dc330ba9338544681524b	Забор из эндербарка
item:block.tconstruct.enderbark_fence_gate	sha256:c6a868232423025ed51525d03211b62e031bdd32360dd002ef72e23682820616	Калитка из эндербарка
item:block.tconstruct.enderbark_hanging_sign	sha256:6a5845d150968aa357988322b9c764ec9ae7f7c84ed48b561b192fd5a5d1bef6	Подвесная табличка из эндербарка
item:block.tconstruct.enderbark_log	sha256:144b03799921b5111a91e89bc54c4e9775da6a300d568d4c70c720a3a2620604	Бревно эндербарка
item:block.tconstruct.enderbark_planks	sha256:3d87c629b95036f26c1806b7fda58cf34d0ac04dd37ab6365d6f0f13a3e74845	Доски из эндербарка
item:block.tconstruct.enderbark_planks_slab	sha256:613d567c20fca1f5bb6e8463af82fe42d5718e5b02477891553fa2b1076ef3a3	Плита из эндербарка
item:block.tconstruct.enderbark_planks_stairs	sha256:a2740de65ed596a9fab3f3ac433f5e9abb54e698878d2884d08cd21630a68a2c	Ступеньки из эндербарка
item:block.tconstruct.enderbark_pressure_plate	sha256:0d063c763adc35e30611247527c54671399fe828ad7341c4570103e74efb8ecd	Нажимная плита из эндербарка
item:block.tconstruct.enderbark_roots	sha256:fb950e81c762fcf843c38923d7c64098a1ea24169519c4f3a2714ad71077594c	Корни эндербарка
item:block.tconstruct.enderbark_sign	sha256:407d0584517fbf4e1af186c2c0b64d92253adaa283ff80aef7f354d4eff69de0	Табличка из эндербарка
item:block.tconstruct.enderbark_trapdoor	sha256:6c8e04bae9c852f481ff2bef6dbd9156f7dc55d810f26be70f359be203206c45	Люк из эндербарка
item:block.tconstruct.enderbark_wood	sha256:19df56625f78907fa16cc00483212b3827730c9b2bb5bc8ae4c01239e3a211a0	Древесина эндербарка
item:block.tconstruct.greenheart_hanging_sign	sha256:d09e82473ca5ea5393586ae1c96c9fefbf435ffa0823e0c37685f8b0c0f1b4e3	Подвесная табличка из зелёного сердца
item:block.tconstruct.ichor_enderbark_roots	sha256:e7edb2c879ee752fdea85392eb64770a4e8f731ae175ef96310a68bcd641e109	Ихоровые слизневые корни эндербарка
item:block.tconstruct.modifier_worktable	sha256:dead182429e72c29f4253a0767969055e98b75116c9f6c389cd4b19b51a56539	Рабочий стол для модификаторов
item:block.tconstruct.scorched_fluid_cannon	sha256:8c3dbdff8217ea0f18b5f8631c0e355b771d97e31eaacdb1d3096eb4fb4ade45	Кобальтовая жидкостная пушка
item:block.tconstruct.scorched_proxy_tank	sha256:acb278044265758bc1cedd5e5863b2946ed561cf5b627edd5976309c6788281a	Выжженный литейный резервуар
item:block.tconstruct.scorched_soul_glass	sha256:6caaf985a04bdd404a20848679a9ab6061d3b286a53d2399396ab421bd4b1a5d	Выжженное стекло душ
item:block.tconstruct.scorched_soul_glass_pane	sha256:b44430430c5f84228d135e34d43e96c80bb8b569c8e03c6fbb07ae78435b74de	Выжженная стеклянная панель душ
item:block.tconstruct.scorched_tinted_glass	sha256:aa6b7b0b461c3404827afaeca6c99fbf3613aa80fe969e45bdb64186de7535b3	Тонированное выжженное стекло
item:block.tconstruct.seared_casting_tank	sha256:5fca3cb3f7b1787a1788de0e6280b410db15c6cb3943dbb711a9e2a6a418bda5	Литейный резервуар
item:block.tconstruct.seared_fluid_cannon	sha256:d36c056869f63358f3850fa2b3e01b71ea8faca42cdcbf054352229147eaed72	Медная жидкостная пушка
item:block.tconstruct.seared_soul_glass	sha256:b19d1a38af975695b0367e3b3c2a682f319c67b6059bd65cc22b1f1ac8e84be2	Обожжённое стекло душ
item:block.tconstruct.seared_soul_glass_pane	sha256:c855d3f37eec9d1b053c41d9e77142751eff682c4a07793ef8bdf020be2c1cd2	Обожжённая стеклянная панель душ
item:block.tconstruct.seared_tinted_glass	sha256:d3be3916d97de44ecfad8fcedd56b80803be97d0ebb180b0a00ddc118a604249	Тонированное обожжённое стекло
item:block.tconstruct.sky_enderbark_roots	sha256:e7edb2c879ee752fdea85392eb64770a4e8f731ae175ef96310a68bcd641e109	Небесные слизневые корни эндербарка
item:block.tconstruct.skyroot_hanging_sign	sha256:01ce05925417a75755f756d4591ae3a8b42bfaab0d252711957b8573a3411cdc	Подвесная табличка из небесного корня
item:block.tconstruct.steel_block	sha256:092d833ceaecf5c3bd8d1fc5e7ad41d6669119c3b9ef151863e065140c3f52f2	Стальной блок
item:block.tconstruct.stripped_enderbark_log	sha256:9c331d69735bc2af20cef3d37dbc583f604f00146b63ab4441114bda0fe80f25	Обтёсанное бревно эндербарка
item:block.tconstruct.stripped_enderbark_wood	sha256:575060e467110c8b2f37928c493b9dae3c1cfb845af49ab7687d7824d805c45b	Обтёсанная древесина эндербарка
item:item.actuallyadditions.advanced_coil	sha256:4485ec9d58fe0f7d55db534e458a62dc900ac15e63eaa37522e2c9ae4894504e	Продвинутая катушка
item:item.actuallyadditions.advanced_leaf_blower	sha256:e27564591622836ef8de71bd3dc8282e454a22997932ec121c6ec666a606b028	Продвинутый воздуходув
item:item.actuallyadditions.basic_coil	sha256:1438ec1b3e0470c4fb2d3457360efa1f2222c84ac88b3a762e5245be7ffa335a	Базовая катушка
item:item.actuallyadditions.bats_wing	sha256:0e6c692540c90a7821fbeccd22fa866c877bce311c799ea46e3f2a7a6ccbd16a	Мышиные крылья
