id	source_hash	old_translation	new_translation	reason	independent_review	reviewer	initial_new_translation	review_notes
block:block.actuallyadditions.black_quartz_brick_slab	sha256:897291069a07798fb0ce0346b41669fd9fba1e4828b4ad4a50f0ca7626bd7c05	Плита из черного кварца	Плита из чёрных кварцевых кирпичей	В названии потерян тип материала Black Quartz Brick.	APPROVED	/root/rescripted_changes_review	Плита из чёрных кварцевых кирпичей	APPROVED_AS_IS
block:block.actuallyadditions.black_quartz_brick_stair	sha256:1e552d89ad544f0c2f8766290904c8e84782e7551f224f6a8a3ee8b5f5f9278f	Супеньки из черного кварца	Ступеньки из чёрных кварцевых кирпичей	Опечатка «Супеньки» и потерян тип материала Black Quartz Brick.	APPROVED	/root/rescripted_changes_review	Ступеньки из чёрных кварцевых кирпичей	APPROVED_AS_IS
block:block.actuallyadditions.black_quartz_brick_wall	sha256:adeb60c666c65ad2d2742c6e56b2302a9b93fa4b52c095d25869b749243930ea	Ограда из черного кварца	Ограда из чёрных кварцевых кирпичей	В названии потерян тип материала Black Quartz Brick.	APPROVED	/root/rescripted_changes_review	Ограда из чёрных кварцевых кирпичей	APPROVED_AS_IS
block:block.actuallyadditions.empowered_diamatine_crystal_block	sha256:f341a5d297c39260204fed1c8abf15d4640ebfe0ad20c41a434e0d75ace05327	Усиленный кристальный Диаматина	Усиленный кристальный блок Диаматина	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Диаматина	APPROVED_AS_IS
block:block.actuallyadditions.empowered_emeradic_crystal_block	sha256:d90dac9a8b5635483200290dd7c3757751159f27050ff60eb8bc080e6f8bbdf9	Усиленный кристальный Эмерадиса	Усиленный кристальный блок Эмерадиса	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Эмерадиса	APPROVED_AS_IS
block:block.actuallyadditions.empowered_palis_crystal_block	sha256:c6abd7b0231c232a5bee07fe7cf2b38b712c0bafeb9f0dace04a3ef6fc880990	Усиленный кристальный Палиса	Усиленный кристальный блок Палиса	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Палиса	APPROVED_AS_IS
block:block.actuallyadditions.empowered_restonia_crystal_block	sha256:d4e8b2506ce6591c52b2008c88a75b186ed3af8d265ca48f64a0866dfe5040c6	Усиленный кристальный Рестонии	Усиленный кристальный блок Рестонии	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Рестонии	APPROVED_AS_IS
block:block.actuallyadditions.empowered_void_crystal_block	sha256:7bc102a32954e0c02e39dbab7360f35a97516b4dd1c705a0f2e836b5fa9ab0e6	Усиленный кристальный Пустоты	Усиленный кристальный блок Пустоты	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Пустоты	APPROVED_AS_IS
block:block.actuallyadditions.ethetic_green_stairs	sha256:d20cd69bed71ddc00b07314de0987918ff1d3253e27c8168072819360ed981cd	Декоративная лестница зелёный кварц	Декоративные ступеньки из зелёного кварца	Нарушена грамматика названия.	APPROVED	/root/rescripted_changes_review	Декоративные ступеньки из зелёного кварца	APPROVED_AS_IS
block:block.actuallyadditions.ethetic_white_stairs	sha256:2d13b0c2ca60648b622981e286f7c4d9ad0f3398c2476c5e88d7c022f05ff449	Декоративная лестница кварц	Декоративные ступеньки из кварца	Нарушена грамматика названия.	APPROVED	/root/rescripted_changes_review	Декоративные ступеньки из кварца	APPROVED_AS_IS
block:block.actuallyadditions.smooth_black_quartz_slab	sha256:3c3628bcfb1829672ce7a8d4d53551b1c28f75b3832e8957cb3447c6b00d41cb	Плита из гладкого кварца	Плита из гладкого чёрного кварца	В названии пропущен цвет Black.	APPROVED	/root/rescripted_changes_review	Плита из гладкого чёрного кварца	APPROVED_AS_IS
block:block.actuallyadditions.smooth_black_quartz_stair	sha256:458ef49c378fe2f04e7407ab496c1572ca3da665456de155173260ed489dce88	Ступеньки из гладкого кварца	Ступеньки из гладкого чёрного кварца	В названии пропущен цвет Black.	APPROVED	/root/rescripted_changes_review	Ступеньки из гладкого чёрного кварца	APPROVED_AS_IS
block:block.actuallyadditions.smooth_black_quartz_wall	sha256:d63f8990fa6b96452e669511c28f8e3e3f6ab963bb85116df0a1d56d16f87746	Ограда из гладкогоо чёрного кварца	Ограда из гладкого чёрного кварца	Опечатка «гладкогоо».	APPROVED	/root/rescripted_changes_review	Ограда из гладкого чёрного кварца	APPROVED_AS_IS
block:block.ae2.smooth_quartz_wall	sha256:6ba22b0e48b787fc914323fe8cb25d64701f9994f8a6730779536869fbcbde3c	Резная стена из истинного кварца	Гладкая стена из истинного кварца	Резная не соответствует исходному Smooth.	APPROVED	/root/rescripted_changes_review	Гладкая стена из истинного кварца	APPROVED_AS_IS
block:block.beachparty.palm_wall_sign	sha256:c5124188c074e3aa3da275a751ae6db18899f1dc4fc1fb685660d02d1ff6f294	Palm Sign	Пальмовая табличка	Источник и одноимённая запись используют Palm Sign без признака Wall; сохранена терминологическая пара.	APPROVED	/root/rescripted_changes_review	Пальмовая настенная табличка	REVISED: убран не подтверждённый source признак Wall; название согласовано с palm_sign.
block:block.dustrial_decor.sheet_metal_walling	sha256:e80113d6512948de1b2f65c8f14f955d63a9b258808f782dc798263ff7538190	Облицовка из листового металла 	Облицовка из листового металла	Лишний пробел в конце строки.	APPROVED	/root/rescripted_changes_review	Облицовка из листового металла	APPROVED_AS_IS
block:block.escalated.wooden_narrow_escalator	sha256:4dc94367fcea6ce40d5f5621a527e9e0908665ab4b15ab849058d0c9b20ff6ae	Деревянный эксалатор	Деревянный эскалатор	Орфографическая ошибка: «эксалатор».	APPROVED	/root/rescripted_changes_review	Деревянный эскалатор	APPROVED_AS_IS
block:block.immersiveengineering.slab_sheetmetal_electrum	sha256:bbeb486f7692f487a4a5594d00ed881d9fc1a6632e395ae931db58246b80faad	Электриумавая плита из листового металла	Электрумовая плита из листового металла	Опечатка в термине Electrum: «Электриумавая».	APPROVED	/root/rescripted_changes_review	Электрумовая плита из листового металла	APPROVED_AS_IS
item:block.actuallyadditions.black_quartz_brick_slab	sha256:897291069a07798fb0ce0346b41669fd9fba1e4828b4ad4a50f0ca7626bd7c05	Плита из черного кварца	Плита из чёрных кварцевых кирпичей	В названии потерян тип материала Black Quartz Brick.	APPROVED	/root/rescripted_changes_review	Плита из чёрных кварцевых кирпичей	APPROVED_AS_IS
item:block.actuallyadditions.black_quartz_brick_stair	sha256:1e552d89ad544f0c2f8766290904c8e84782e7551f224f6a8a3ee8b5f5f9278f	Супеньки из черного кварца	Ступеньки из чёрных кварцевых кирпичей	Опечатка «Супеньки» и потерян тип материала Black Quartz Brick.	APPROVED	/root/rescripted_changes_review	Ступеньки из чёрных кварцевых кирпичей	APPROVED_AS_IS
item:block.actuallyadditions.black_quartz_brick_wall	sha256:adeb60c666c65ad2d2742c6e56b2302a9b93fa4b52c095d25869b749243930ea	Ограда из черного кварца	Ограда из чёрных кварцевых кирпичей	В названии потерян тип материала Black Quartz Brick.	APPROVED	/root/rescripted_changes_review	Ограда из чёрных кварцевых кирпичей	APPROVED_AS_IS
item:block.actuallyadditions.empowered_diamatine_crystal_block	sha256:f341a5d297c39260204fed1c8abf15d4640ebfe0ad20c41a434e0d75ace05327	Усиленный кристальный Диаматина	Усиленный кристальный блок Диаматина	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Диаматина	APPROVED_AS_IS
item:block.actuallyadditions.empowered_emeradic_crystal_block	sha256:d90dac9a8b5635483200290dd7c3757751159f27050ff60eb8bc080e6f8bbdf9	Усиленный кристальный Эмерадиса	Усиленный кристальный блок Эмерадиса	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Эмерадиса	APPROVED_AS_IS
item:block.actuallyadditions.empowered_palis_crystal_block	sha256:c6abd7b0231c232a5bee07fe7cf2b38b712c0bafeb9f0dace04a3ef6fc880990	Усиленный кристальный Палиса	Усиленный кристальный блок Палиса	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Палиса	APPROVED_AS_IS
item:block.actuallyadditions.empowered_restonia_crystal_block	sha256:d4e8b2506ce6591c52b2008c88a75b186ed3af8d265ca48f64a0866dfe5040c6	Усиленный кристальный Рестонии	Усиленный кристальный блок Рестонии	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Рестонии	APPROVED_AS_IS
item:block.actuallyadditions.empowered_void_crystal_block	sha256:7bc102a32954e0c02e39dbab7360f35a97516b4dd1c705a0f2e836b5fa9ab0e6	Усиленный кристальный Пустоты	Усиленный кристальный блок Пустоты	Пропущено слово «блок», нарушена грамматика семейства.	APPROVED	/root/rescripted_changes_review	Усиленный кристальный блок Пустоты	APPROVED_AS_IS
item:block.actuallyadditions.ethetic_green_stairs	sha256:d20cd69bed71ddc00b07314de0987918ff1d3253e27c8168072819360ed981cd	Декоративная лестница зелёный кварц	Декоративные ступеньки из зелёного кварца	Нарушена грамматика названия.	APPROVED	/root/rescripted_changes_review	Декоративные ступеньки из зелёного кварца	APPROVED_AS_IS
item:block.actuallyadditions.ethetic_white_stairs	sha256:2d13b0c2ca60648b622981e286f7c4d9ad0f3398c2476c5e88d7c022f05ff449	Декоративная лестница кварц	Декоративные ступеньки из кварца	Нарушена грамматика названия.	APPROVED	/root/rescripted_changes_review	Декоративные ступеньки из кварца	APPROVED_AS_IS
item:block.actuallyadditions.smooth_black_quartz_slab	sha256:3c3628bcfb1829672ce7a8d4d53551b1c28f75b3832e8957cb3447c6b00d41cb	Плита из гладкого кварца	Плита из гладкого чёрного кварца	В названии пропущен цвет Black.	APPROVED	/root/rescripted_changes_review	Плита из гладкого чёрного кварца	APPROVED_AS_IS
item:block.actuallyadditions.smooth_black_quartz_stair	sha256:458ef49c378fe2f04e7407ab496c1572ca3da665456de155173260ed489dce88	Ступеньки из гладкого кварца	Ступеньки из гладкого чёрного кварца	В названии пропущен цвет Black.	APPROVED	/root/rescripted_changes_review	Ступеньки из гладкого чёрного кварца	APPROVED_AS_IS
item:block.actuallyadditions.smooth_black_quartz_wall	sha256:d63f8990fa6b96452e669511c28f8e3e3f6ab963bb85116df0a1d56d16f87746	Ограда из гладкогоо чёрного кварца	Ограда из гладкого чёрного кварца	Опечатка «гладкогоо».	APPROVED	/root/rescripted_changes_review	Ограда из гладкого чёрного кварца	APPROVED_AS_IS
item:block.ae2.smooth_quartz_wall	sha256:6ba22b0e48b787fc914323fe8cb25d64701f9994f8a6730779536869fbcbde3c	Резная стена из истинного кварца	Гладкая стена из истинного кварца	Резная не соответствует исходному Smooth.	APPROVED	/root/rescripted_changes_review	Гладкая стена из истинного кварца	APPROVED_AS_IS
item:block.dustrial_decor.sheet_metal_walling	sha256:e80113d6512948de1b2f65c8f14f955d63a9b258808f782dc798263ff7538190	Облицовка из листового металла 	Облицовка из листового металла	Лишний пробел в конце строки.	APPROVED	/root/rescripted_changes_review	Облицовка из листового металла	APPROVED_AS_IS
item:block.immersiveengineering.slab_sheetmetal_electrum	sha256:bbeb486f7692f487a4a5594d00ed881d9fc1a6632e395ae931db58246b80faad	Электриумавая плита из листового металла	Электрумовая плита из листового металла	Опечатка в термине Electrum: «Электриумавая».	APPROVED	/root/rescripted_changes_review	Электрумовая плита из листового металла	APPROVED_AS_IS
item:item.actuallyadditions.crystallized_canola_seed	sha256:8ab7c3ed6f6a5cf4ee9e3a04ab294cdc7f69b2d3d64632bdc3b228e780095cc7	Кристаллизированые семена канолы	Кристаллизированные семена канолы	Орфографическая ошибка: одна «н» вместо двух.	APPROVED	/root/rescripted_changes_review	Кристаллизированные семена канолы	APPROVED_AS_IS
item:item.actuallyadditions.drill_light_blue	sha256:a9ebea0ca61ebf391f49c48edfa8bb677d7268ed22508f109843185252465a1e	Светло- синяя дрель	Светло-синяя дрель	Лишний пробел после дефиса.	APPROVED	/root/rescripted_changes_review	Светло-синяя дрель	APPROVED_AS_IS
item:item.createaddition.electrum_rod	sha256:5aacd2ab4244d26994b80589b688cb553533ef3f620b0fef14fa8d6a2f2e0d73	Электровый стержень	Электрумовый стержень	Термин Electrum переведён неверно; нарушена терминология семейства.	APPROVED	/root/rescripted_changes_review	Электрумовый стержень	APPROVED_AS_IS
item:item.createaddition.electrum_sheet	sha256:52387860ee4906021fc3ecb6342d4ae717e2c4da1f9f26678275be13b2720984	Электровый лист	Электрумовый лист	Термин Electrum переведён неверно; нарушена терминология семейства.	APPROVED	/root/rescripted_changes_review	Электрумовый лист	APPROVED_AS_IS
item:item.createaddition.electrum_spool	sha256:97c9998101157783c351bb70c41e1ed2272b9ec07845deaa7fd728d114f9aaf0	Электровая катушка	Электрумовая катушка	Термин Electrum переведён неверно; нарушена терминология семейства.	APPROVED	/root/rescripted_changes_review	Электрумовая катушка	APPROVED_AS_IS
item:item.createaddition.electrum_wire	sha256:5ef18e2d800050f1cc4d33df09d7a7cac4a701a1ce2d4c7dec8aea84ff899531	Электровый провод	Электрумовый провод	Термин Electrum переведён неверно; нарушена терминология семейства.	APPROVED	/root/rescripted_changes_review	Электрумовый провод	APPROVED_AS_IS
block:block.mekanism.antiprotonic_nucleosynthesizer	sha256:fbf3264dea4a3dc6faa5fe3da05b374524c5fd3b2a0708e60ee7159de479fcb7	Антипротонный Нуклеосинтезатор	Антипротонный нуклеосинтезатор	Необоснованная прописная буква в нарицательном названии.	APPROVED	/root/rescripted_changes_review	Антипротонный нуклеосинтезатор	APPROVED_AS_IS
item:block.mekanism.antiprotonic_nucleosynthesizer	sha256:fbf3264dea4a3dc6faa5fe3da05b374524c5fd3b2a0708e60ee7159de479fcb7	Антипротонный Нуклеосинтезатор	Антипротонный нуклеосинтезатор	Необоснованная прописная буква в нарицательном названии.	APPROVED	/root/rescripted_changes_review	Антипротонный нуклеосинтезатор	APPROVED_AS_IS
block:block.mekanism.resistive_heater	sha256:92a0742ec51365ae8aa2216bc01bd58a250e8efe2f16ccca252364dcba2d6375	Устойчивый нагреватель	Резистивный нагреватель	Устойчивый не передаёт техническое значение Resistive.	APPROVED	/root/rescripted_changes_review	Резистивный нагреватель	APPROVED_AS_IS
item:block.mekanism.resistive_heater	sha256:92a0742ec51365ae8aa2216bc01bd58a250e8efe2f16ccca252364dcba2d6375	Устойчивый нагреватель	Резистивный нагреватель	Устойчивый не передаёт техническое значение Resistive.	APPROVED	/root/rescripted_changes_review	Резистивный нагреватель	APPROVED_AS_IS
block:block.mekanism.steam	sha256:68956c8be0e4f5f91936a7cbd13e11522f856be27e16472ee6b545de89d4561c	Жидкий Пар	Жидкий пар	Необоснованная прописная буква в нарицательном названии.	APPROVED	/root/rescripted_changes_review	Жидкий пар	APPROVED_AS_IS
item:item.mekanism.uranium_hexafluoride_bucket	sha256:01a67af66822ef3c7f29a13e3f6bab5b5ef253c198337f98e4cf6d8df5e2a47f	Ведро жидкого гексафторид урана	Ведро жидкого гексафторида урана	Нарушено управление: требуется родительный падеж.	APPROVED	/root/rescripted_changes_review	Ведро жидкого гексафторида урана	APPROVED_AS_IS
item:item.mekanism.uranium_oxide_bucket	sha256:7237812abedd88ed638fa807ffa5d00483ddad9f27d78327b6288a14d7b436a4	Ведро жидкого оксид урана	Ведро жидкого оксида урана	Нарушено управление: требуется родительный падеж.	APPROVED	/root/rescripted_changes_review	Ведро жидкого оксида урана	APPROVED_AS_IS
item:item.musketmod.pistol	sha256:598ca21fb3ec32e06462112dc506fc703daaef1e75823be3e88023684d291170	Кремневый Пистолет	Кремневый пистолет	Необоснованная прописная буква в нарицательном названии.	APPROVED	/root/rescripted_changes_review	Кремневый пистолет	APPROVED_AS_IS
block:block.neapolitan.black_adzuki_candle_cake	sha256:775b33321093d6d933b74c0571f8fcfd61988f4ad8ecb3a3d5e89aee98ad1ffb	Адзуковый торт c чёрной свечой	Адзуковый торт с чёрной свечой	Латинская c вместо кириллической с.	APPROVED	/root/rescripted_changes_review	Адзуковый торт с чёрной свечой	APPROVED_AS_IS
