id	source_hash	source	verdict	recommendation
block:block.actuallyadditions.black_quartz_brick_stair	sha256:1e552d89ad544f0c2f8766290904c8e84782e7551f224f6a8a3ee8b5f5f9278f	Black Quartz Brick Stairs	CHANGE	Ступеньки из чёрных кварцевых кирпичей
block:block.actuallyadditions.black_quartz_brick_wall	sha256:adeb60c666c65ad2d2742c6e56b2302a9b93fa4b52c095d25869b749243930ea	Black Quartz Brick Wall	CHANGE	Ограда из чёрных кварцевых кирпичей
block:block.actuallyadditions.empowered_diamatine_crystal_block	sha256:f341a5d297c39260204fed1c8abf15d4640ebfe0ad20c41a434e0d75ace05327	Empowered Diamatine Crystal Block	CHANGE	Усиленный кристальный блок Диаматина
block:block.actuallyadditions.empowered_emeradic_crystal_block	sha256:d90dac9a8b5635483200290dd7c3757751159f27050ff60eb8bc080e6f8bbdf9	Empowered Emeradic Crystal Block	CHANGE	Усиленный кристальный блок Эмерадиса
block:block.actuallyadditions.empowered_palis_crystal_block	sha256:c6abd7b0231c232a5bee07fe7cf2b38b712c0bafeb9f0dace04a3ef6fc880990	Empowered Palis Crystal Block	CHANGE	Усиленный кристальный блок Палиса
block:block.actuallyadditions.empowered_restonia_crystal_block	sha256:d4e8b2506ce6591c52b2008c88a75b186ed3af8d265ca48f64a0866dfe5040c6	Empowered Restonia Crystal Block	CHANGE	Усиленный кристальный блок Рестонии
block:block.actuallyadditions.empowered_void_crystal_block	sha256:7bc102a32954e0c02e39dbab7360f35a97516b4dd1c705a0f2e836b5fa9ab0e6	Empowered Void Crystal Block	CHANGE	Усиленный кристальный блок Пустоты
block:block.actuallyadditions.ethetic_green_stairs	sha256:d20cd69bed71ddc00b07314de0987918ff1d3253e27c8168072819360ed981cd	Ethetic Green Quartz Stairs	CHANGE	Декоративные ступеньки из зелёного кварца
block:block.actuallyadditions.ethetic_white_stairs	sha256:2d13b0c2ca60648b622981e286f7c4d9ad0f3398c2476c5e88d7c022f05ff449	Ethetic Quartz Stairs	CHANGE	Декоративные ступеньки из кварца
block:block.actuallyadditions.smooth_black_quartz_slab	sha256:3c3628bcfb1829672ce7a8d4d53551b1c28f75b3832e8957cb3447c6b00d41cb	Smooth Black Quartz Slab	CHANGE	Плита из гладкого чёрного кварца
block:block.actuallyadditions.smooth_black_quartz_stair	sha256:458ef49c378fe2f04e7407ab496c1572ca3da665456de155173260ed489dce88	Smooth Black Quartz Stairs	CHANGE	Ступеньки из гладкого чёрного кварца
block:block.actuallyadditions.smooth_black_quartz_wall	sha256:d63f8990fa6b96452e669511c28f8e3e3f6ab963bb85116df0a1d56d16f87746	Smooth Black Quartz Wall	CHANGE	Ограда из гладкого чёрного кварца
block:block.ae2.smooth_quartz_wall	sha256:6ba22b0e48b787fc914323fe8cb25d64701f9994f8a6730779536869fbcbde3c	Smooth Certus Quartz Wall	CHANGE	Гладкая стена из истинного кварца
block:block.beachparty.palm_wall_sign	sha256:c5124188c074e3aa3da275a751ae6db18899f1dc4fc1fb685660d02d1ff6f294	Palm Sign	CHANGE	Пальмовая табличка
block:block.dustrial_decor.sheet_metal_walling	sha256:e80113d6512948de1b2f65c8f14f955d63a9b258808f782dc798263ff7538190	Sheet Metal Walling	CHANGE	Облицовка из листового металла
block:block.escalated.wooden_narrow_escalator	sha256:4dc94367fcea6ce40d5f5621a527e9e0908665ab4b15ab849058d0c9b20ff6ae	Wooden Escalator	CHANGE	Деревянный эскалатор
block:block.immersiveengineering.slab_sheetmetal_electrum	sha256:bbeb486f7692f487a4a5594d00ed881d9fc1a6632e395ae931db58246b80faad	Electrum Sheetmetal Slab	CHANGE	Электрумовая плита из листового металла
item:block.actuallyadditions.black_quartz_brick_slab	sha256:897291069a07798fb0ce0346b41669fd9fba1e4828b4ad4a50f0ca7626bd7c05	Black Quartz Brick Slab	CHANGE	Плита из чёрных кварцевых кирпичей
item:block.actuallyadditions.black_quartz_brick_stair	sha256:1e552d89ad544f0c2f8766290904c8e84782e7551f224f6a8a3ee8b5f5f9278f	Black Quartz Brick Stairs	CHANGE	Ступеньки из чёрных кварцевых кирпичей
item:block.actuallyadditions.black_quartz_brick_wall	sha256:adeb60c666c65ad2d2742c6e56b2302a9b93fa4b52c095d25869b749243930ea	Black Quartz Brick Wall	CHANGE	Ограда из чёрных кварцевых кирпичей
item:block.actuallyadditions.empowered_diamatine_crystal_block	sha256:f341a5d297c39260204fed1c8abf15d4640ebfe0ad20c41a434e0d75ace05327	Empowered Diamatine Crystal Block	CHANGE	Усиленный кристальный блок Диаматина
item:block.actuallyadditions.empowered_emeradic_crystal_block	sha256:d90dac9a8b5635483200290dd7c3757751159f27050ff60eb8bc080e6f8bbdf9	Empowered Emeradic Crystal Block	CHANGE	Усиленный кристальный блок Эмерадиса
item:block.actuallyadditions.empowered_palis_crystal_block	sha256:c6abd7b0231c232a5bee07fe7cf2b38b712c0bafeb9f0dace04a3ef6fc880990	Empowered Palis Crystal Block	CHANGE	Усиленный кристальный блок Палиса
item:block.actuallyadditions.empowered_restonia_crystal_block	sha256:d4e8b2506ce6591c52b2008c88a75b186ed3af8d265ca48f64a0866dfe5040c6	Empowered Restonia Crystal Block	CHANGE	Усиленный кристальный блок Рестонии
item:block.actuallyadditions.empowered_void_crystal_block	sha256:7bc102a32954e0c02e39dbab7360f35a97516b4dd1c705a0f2e836b5fa9ab0e6	Empowered Void Crystal Block	CHANGE	Усиленный кристальный блок Пустоты
item:block.actuallyadditions.ethetic_green_stairs	sha256:d20cd69bed71ddc00b07314de0987918ff1d3253e27c8168072819360ed981cd	Ethetic Green Quartz Stairs	CHANGE	Декоративные ступеньки из зелёного кварца
item:block.actuallyadditions.ethetic_white_stairs	sha256:2d13b0c2ca60648b622981e286f7c4d9ad0f3398c2476c5e88d7c022f05ff449	Ethetic Quartz Stairs	CHANGE	Декоративные ступеньки из кварца
item:block.actuallyadditions.smooth_black_quartz_slab	sha256:3c3628bcfb1829672ce7a8d4d53551b1c28f75b3832e8957cb3447c6b00d41cb	Smooth Black Quartz Slab	CHANGE	Плита из гладкого чёрного кварца
item:block.actuallyadditions.smooth_black_quartz_stair	sha256:458ef49c378fe2f04e7407ab496c1572ca3da665456de155173260ed489dce88	Smooth Black Quartz Stairs	CHANGE	Ступеньки из гладкого чёрного кварца
item:block.actuallyadditions.smooth_black_quartz_wall	sha256:d63f8990fa6b96452e669511c28f8e3e3f6ab963bb85116df0a1d56d16f87746	Smooth Black Quartz Wall	CHANGE	Ограда из гладкого чёрного кварца
item:block.ae2.smooth_quartz_wall	sha256:6ba22b0e48b787fc914323fe8cb25d64701f9994f8a6730779536869fbcbde3c	Smooth Certus Quartz Wall	CHANGE	Гладкая стена из истинного кварца
item:block.dustrial_decor.sheet_metal_walling	sha256:e80113d6512948de1b2f65c8f14f955d63a9b258808f782dc798263ff7538190	Sheet Metal Walling	CHANGE	Облицовка из листового металла
item:block.immersiveengineering.slab_sheetmetal_electrum	sha256:bbeb486f7692f487a4a5594d00ed881d9fc1a6632e395ae931db58246b80faad	Electrum Sheetmetal Slab	CHANGE	Электрумовая плита из листового металла
item:item.actuallyadditions.crystallized_canola_seed	sha256:8ab7c3ed6f6a5cf4ee9e3a04ab294cdc7f69b2d3d64632bdc3b228e780095cc7	Crystallized Canola Seeds	CHANGE	Кристаллизированные семена канолы
item:item.actuallyadditions.drill_light_blue	sha256:a9ebea0ca61ebf391f49c48edfa8bb677d7268ed22508f109843185252465a1e	Light Blue Drill	CHANGE	Светло-синяя дрель
item:item.createaddition.electrum_rod	sha256:5aacd2ab4244d26994b80589b688cb553533ef3f620b0fef14fa8d6a2f2e0d73	Electrum Rod	CHANGE	Электрумовый стержень
item:item.createaddition.electrum_sheet	sha256:52387860ee4906021fc3ecb6342d4ae717e2c4da1f9f26678275be13b2720984	Electrum Sheet	CHANGE	Электрумовый лист
item:item.createaddition.electrum_spool	sha256:97c9998101157783c351bb70c41e1ed2272b9ec07845deaa7fd728d114f9aaf0	Electrum Spool	CHANGE	Электрумовая катушка
item:item.createaddition.electrum_wire	sha256:5ef18e2d800050f1cc4d33df09d7a7cac4a701a1ce2d4c7dec8aea84ff899531	Electrum Wire	CHANGE	Электрумовый провод
block:block.mekanism.antiprotonic_nucleosynthesizer	sha256:fbf3264dea4a3dc6faa5fe3da05b374524c5fd3b2a0708e60ee7159de479fcb7	Antiprotonic Nucleosynthesizer	CHANGE	Антипротонный нуклеосинтезатор
item:block.mekanism.antiprotonic_nucleosynthesizer	sha256:fbf3264dea4a3dc6faa5fe3da05b374524c5fd3b2a0708e60ee7159de479fcb7	Antiprotonic Nucleosynthesizer	CHANGE	Антипротонный нуклеосинтезатор
block:block.mekanism.resistive_heater	sha256:92a0742ec51365ae8aa2216bc01bd58a250e8efe2f16ccca252364dcba2d6375	Resistive Heater	CHANGE	Резистивный нагреватель
item:block.mekanism.resistive_heater	sha256:92a0742ec51365ae8aa2216bc01bd58a250e8efe2f16ccca252364dcba2d6375	Resistive Heater	CHANGE	Резистивный нагреватель
block:block.mekanism.steam	sha256:68956c8be0e4f5f91936a7cbd13e11522f856be27e16472ee6b545de89d4561c	Liquid Steam	CHANGE	Жидкий пар
item:item.mekanism.uranium_hexafluoride_bucket	sha256:01a67af66822ef3c7f29a13e3f6bab5b5ef253c198337f98e4cf6d8df5e2a47f	Liquid Uranium Hexafluoride Bucket	CHANGE	Ведро жидкого гексафторида урана
item:item.mekanism.uranium_oxide_bucket	sha256:7237812abedd88ed638fa807ffa5d00483ddad9f27d78327b6288a14d7b436a4	Liquid Uranium Oxide Bucket	CHANGE	Ведро жидкого оксида урана
item:item.musketmod.pistol	sha256:598ca21fb3ec32e06462112dc506fc703daaef1e75823be3e88023684d291170	Flintlock Pistol	CHANGE	Кремневый пистолет
block:block.neapolitan.black_adzuki_candle_cake	sha256:775b33321093d6d933b74c0571f8fcfd61988f4ad8ecb3a3d5e89aee98ad1ffb	Adzuki Cake with Black Candle	CHANGE	Адзуковый торт с чёрной свечой
block:block.neapolitan.black_banana_candle_cake	sha256:fceea946a3ae6abb204cf116f45c71ef40819bf2c96ec493a0f89d7f5860fd66	Banana Cake with Black Candle	CHANGE	Банановый торт с чёрной свечой
block:block.neapolitan.black_chocolate_candle_cake	sha256:943debdbbd4d6762061fdbba5a846b09ce910d1fa4bf0c32c1989e54878b9717	Chocolate Cake with Black Candle	CHANGE	Шоколадный торт с чёрной свечой
block:block.neapolitan.black_mint_candle_cake	sha256:0c506429d79818b9395992e1a1206007046ddc94856c39a1982af8041353e91e	Mint Cake with Black Candle	CHANGE	Мятный торт с чёрной свечой
block:block.neapolitan.black_strawberry_candle_cake	sha256:d0a5251fe40c57bdbf5cd32f7fae5ffbdf9c668cb133477c7adffe0f987d0062	Strawberry Cake with Black Candle	CHANGE	Клубничный торт с чёрной свечой
block:block.neapolitan.black_vanilla_candle_cake	sha256:0355a43230947cfa379eafaa7f2d3ff19cd44b54ae2e59f028ffdd931459bde6	Vanilla Cake with Black Candle	CHANGE	Ванильный торт с чёрной свечой
block:block.neapolitan.blue_adzuki_candle_cake	sha256:e7e0bd7775d08054be8f48b985c5a7f7cc08c1784d3f61089b6005dfdf801da0	Adzuki Cake with Blue Candle	CHANGE	Адзуковый торт с синей свечой
block:block.neapolitan.blue_banana_candle_cake	sha256:d6955461f48248543f56835e346b7b9e3ece31f560f5720649f9f74710c10d67	Banana Cake with Blue Candle	CHANGE	Банановый торт с синей свечой
block:block.neapolitan.blue_chocolate_candle_cake	sha256:bda91d3f8a35498b5fa1703db865c4c74dc84660021c2e2a79c149de0e4fb425	Chocolate Cake with Blue Candle	CHANGE	Шоколадный торт с синей свечой
block:block.neapolitan.blue_mint_candle_cake	sha256:6825ea58d6601d27d68b41dc4b1b843983efc4daf25b6e9dc28c58edff119e40	Mint Cake with Blue Candle	CHANGE	Мятный торт с синей свечой
block:block.neapolitan.blue_strawberry_candle_cake	sha256:4f8ff1ab84fdf0fd2a58dc9f1a443510cf4e2e27c2c1132f33335fe2f9ca61d6	Strawberry Cake with Blue Candle	CHANGE	Клубничный торт с синей свечой
block:block.neapolitan.blue_vanilla_candle_cake	sha256:77120f6799cc891b6f4a9bb8870478a03ba9e16fee44d112fb05111e09db0736	Vanilla Cake with Blue Candle	CHANGE	Ванильный торт с синей свечой
block:block.neapolitan.brown_adzuki_candle_cake	sha256:50463437a136355a755a9f1ae7004264b014a484c98cd2cdc0d08e28d0744c88	Adzuki Cake with Brown Candle	CHANGE	Адзуковый торт с коричневой свечой
block:block.neapolitan.brown_banana_candle_cake	sha256:96d3d3973b321682cc93065d0a5dc9f5e0f92a6ed03bc11a2d0a2a2a895d3d83	Banana Cake with Brown Candle	CHANGE	Банановый торт с коричневой свечой
block:block.neapolitan.brown_chocolate_candle_cake	sha256:fed45238f6344d4dc5189ed1446d90176b7329a43e41107a7bd7b47ea487149f	Chocolate Cake with Brown Candle	CHANGE	Шоколадный торт с коричневой свечой
block:block.neapolitan.brown_mint_candle_cake	sha256:65c0c685c651613f98c1f799198771e3889dda2410ac7c370ff6911afbcfb1c1	Mint Cake with Brown Candle	CHANGE	Мятный торт с коричневой свечой
block:block.neapolitan.brown_strawberry_candle_cake	sha256:1b2f0e124e61bba80e373d8edcd6fafd5ab87347cbd819e27c52d1a9b5d6dbfd	Strawberry Cake with Brown Candle	CHANGE	Клубничный торт с коричневой свечой
block:block.neapolitan.brown_vanilla_candle_cake	sha256:8659e17b90caae93cbdc1f0bf5ac11443733719fc56236fd165969563975ebbf	Vanilla Cake with Brown Candle	CHANGE	Ванильный торт с коричневой свечой
block:block.neapolitan.chocolate_brick_slab	sha256:08a286698d6b17795c9e430f136b878dafa53c2981c8ae42311346f4f0038c7a	Chocolate Brick Slab	CHANGE	Плита из шоколадных кирпичей
block:block.neapolitan.cyan_adzuki_candle_cake	sha256:073375fd0b77f29f4e4be5b91e1334fa5dfdc67afb363ffdbeafbf8073d79397	Adzuki Cake with Cyan Candle	CHANGE	Адзуковый торт с бирюзовой свечой
block:block.neapolitan.cyan_banana_candle_cake	sha256:7fef0f15857606b06828048b75cb156fd4f27b286d3d70ee4cd2ecd0460f322b	Banana Cake with Cyan Candle	CHANGE	Банановый торт с бирюзовой свечой
block:block.neapolitan.cyan_chocolate_candle_cake	sha256:0d638a90c92ddc5076e2c66f0ef9121f7d62fbdac0f638ac786cbd6d0653db9e	Chocolate Cake with Cyan Candle	CHANGE	Шоколадный торт с бирюзовой свечой
block:block.neapolitan.cyan_mint_candle_cake	sha256:8a4b4717eab5fd9b501f07f9074b5e98181b2ad98ea9054bb76169b924e5e292	Mint Cake with Cyan Candle	CHANGE	Мятный торт с бирюзовой свечой
block:block.neapolitan.cyan_strawberry_candle_cake	sha256:00a91a471e02ab9f7ef0ce1f4be7e24ec15701d6a8ed839a91bb3fa2380c6c40	Strawberry Cake with Cyan Candle	CHANGE	Клубничный торт с бирюзовой свечой
block:block.neapolitan.cyan_vanilla_candle_cake	sha256:d709b2c4669e73faae72cabc6d009d3e7bf409766af1260cab6b2a2c513d03b4	Vanilla Cake with Cyan Candle	CHANGE	Ванильный торт с бирюзовой свечой
block:block.neapolitan.gray_adzuki_candle_cake	sha256:82aef99a6f1a18efceb611d2106f27c5254d8171f97ecf426b9c19379e836e89	Adzuki Cake with Gray Candle	CHANGE	Адзуковый торт с серой свечой
block:block.neapolitan.gray_banana_candle_cake	sha256:74daa8f2e9773f79649f01218df270ee9e9625048d5fe68605fdaceaa69d36c5	Banana Cake with Gray Candle	CHANGE	Банановый торт с серой свечой
block:block.neapolitan.gray_chocolate_candle_cake	sha256:72ea5eec57af1d28b36406a827fd379379142fbbe1dc34e30447ae1c9b23defa	Chocolate Cake with Gray Candle	CHANGE	Шоколадный торт с серой свечой
block:block.neapolitan.gray_mint_candle_cake	sha256:6db66b50651268ae1195edf0f1ab4a9ef4d3ae161f569086fe7cf5588fc75c1f	Mint Cake with Gray Candle	CHANGE	Мятный торт с серой свечой
block:block.neapolitan.gray_strawberry_candle_cake	sha256:e1e2cdbcfb47ea1408a126e5cac4fe9d6d4e4b5d726dcd49077dc633b1c29c62	Strawberry Cake with Gray Candle	CHANGE	Клубничный торт с серой свечой
block:block.neapolitan.gray_vanilla_candle_cake	sha256:3e690dcbc2aa03f500e6239c0b0f719ed9c775cfd97682f67043f83e492771fa	Vanilla Cake with Gray Candle	CHANGE	Ванильный торт с серой свечой
block:block.neapolitan.green_adzuki_candle_cake	sha256:210b788a0d042f483d5fabc39f7db641ba4dd9de14bacbad6caff5d440f27f71	Adzuki Cake with Green Candle	CHANGE	Адзуковый торт с зелёной свечой
block:block.neapolitan.green_banana_candle_cake	sha256:a31c4f307e2c0f879dda92376868c3fc65fbd0a7fd7f94f8311ef8a9165a9812	Banana Cake with Green Candle	CHANGE	Банановый торт с зелёной свечой
block:block.neapolitan.green_chocolate_candle_cake	sha256:b82ff3d26fb0be5e426496bb89f8f32dc9cc05783e2b5cda7bc80989d0d6c5c6	Chocolate Cake with Green Candle	CHANGE	Шоколадный торт с зелёной свечой
block:block.neapolitan.green_mint_candle_cake	sha256:85c2e215ede6b4276a3cd509e698c098799b77ae0c019e46c84bce6b999da46a	Mint Cake with Green Candle	CHANGE	Мятный торт с зелёной свечой
block:block.neapolitan.green_strawberry_candle_cake	sha256:dfa0f07e4ce80cbb5b54e89d82ddc1ce08950c5bf20bebbe060a4fc863059b73	Strawberry Cake with Green Candle	CHANGE	Клубничный торт с зелёной свечой
block:block.neapolitan.green_vanilla_candle_cake	sha256:1be205007f11d0cf8b27c28bcaf23e68c81e57d9fb22c55bec0c7225651aff7d	Vanilla Cake with Green Candle	CHANGE	Ванильный торт с зелёной свечой
block:block.neapolitan.light_blue_adzuki_candle_cake	sha256:835d92fb092c8c7a5c138cab4a923da33cc5a794be9db56e17b1871105ace2c9	Adzuki Cake with Light Blue Candle	CHANGE	Адзуковый торт с голубой свечой
block:block.neapolitan.light_blue_banana_candle_cake	sha256:efb23347ae0fff0627af5db5264e807f5be1eb32dafd756f36bbf188376b47a6	Banana Cake with Light Blue Candle	CHANGE	Банановый торт с голубой свечой
block:block.neapolitan.light_blue_chocolate_candle_cake	sha256:cc44e911dc6634f8041bfe0574e470f7ab3a3ad417502f31acf5d61f5a944c78	Chocolate Cake with Light Blue Candle	CHANGE	Шоколадный торт с голубой свечой
block:block.neapolitan.light_blue_mint_candle_cake	sha256:38b35aad656f381e3d5c34877b8a71945d702be3556b397258137c9321da384b	Mint Cake with Light Blue Candle	CHANGE	Мятный торт с голубой свечой
block:block.neapolitan.light_blue_strawberry_candle_cake	sha256:c8b8f3a94e41a7624d1fe90ec51aed2be698ccfc1cf98dff7ecd260e3233fc2f	Strawberry Cake with Light Blue Candle	CHANGE	Клубничный торт с голубой свечой
block:block.neapolitan.light_blue_vanilla_candle_cake	sha256:15b80b7f7805daf7b6335fb96075d776e33dc25114ac25332fc8ca1c17085037	Vanilla Cake with Light Blue Candle	CHANGE	Ванильный торт с голубой свечой
block:block.neapolitan.lime_adzuki_candle_cake	sha256:44e7f0f85b04a7fbba79148a9b1b3d65d696012f93b6a001268ddd298d2f396f	Adzuki Cake with Lime Candle	CHANGE	Адзуковый торт с лаймовой свечой
block:block.neapolitan.lime_banana_candle_cake	sha256:d476368b16ebf0004f520c1871a428d8276b285fe42bfa02face4cb98d7aaf25	Banana Cake with Lime Candle	CHANGE	Банановый торт с лаймовой свечой
block:block.neapolitan.lime_chocolate_candle_cake	sha256:2044f788b87d8493641dc28bd7081e81b4e0f92527feb9ed692423b42083b1dc	Chocolate Cake with Lime Candle	CHANGE	Шоколадный торт с лаймовой свечой
block:block.neapolitan.lime_mint_candle_cake	sha256:62e864160683f0c8f289dfb6948e97d23b2f926fd016c0046e5e5124b0ecb9e0	Mint Cake with Lime Candle	CHANGE	Мятный торт с лаймовой свечой
block:block.neapolitan.lime_strawberry_candle_cake	sha256:e2431ec8bbd1a8f70eb82863aab02869f50ecdb381f4e20a64127564e293a5cb	Strawberry Cake with Lime Candle	CHANGE	Клубничный торт с лаймовой свечой
block:block.neapolitan.lime_vanilla_candle_cake	sha256:72d477d2854870f737658b02c839e3577f8a07fdbf3ae1b64de6d6ccdcec12c1	Vanilla Cake with Lime Candle	CHANGE	Ванильный торт с лаймовой свечой
block:block.neapolitan.magenta_adzuki_candle_cake	sha256:233b2e52edcd29e964d26cab90526c6b149813ddf3f8b4e536c1e4be1215e808	Adzuki Cake with Magenta Candle	CHANGE	Адзуковый торт с пурпурной свечой
