"id"	"source_hash"	"verdict"	"recommendation"	"reason"	"adjudicator"	"notes"
"patchouli-lang:botania:botania.page.runeAltar21"	"sha256:4e485dfcd46478aaaf2f36058c7c1412b42040fe23760bfe74b85e3cf94bc24d"	"CHANGE"	"Создание рун - это довольно важный шаг в развитии ботанической магии. И чтобы узнать, как их создавать, вам, в первую очередь, нужно хорошо понимать, как управлять маной. Поэтому прежде чем продолжить, прочитайте важные статьи в разделе $(thing)Управление маной$(0) (написаны $(o)Курсивом$(0))."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.runeAltar0"	"sha256:d61b0af49521c6a478d6a5163f0b4a6c1b3a2a56f30f6095e5a15dd0599daeac"	"CHANGE"	"$(item)Руны$(0) - это чрезвычайно важные компоненты, использующиеся в создании сложных магических устройств и продвинутой флоры. Чтобы их сделать, вам понадобится, как вы уже могли догадаться, $(item)Рунический алтарь$(0).$(p)Для начала разложите на нем предметы, необходимые для создания нужной руны, нажимая ими ПКМ по алтарю или просто бросая их на него."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.runeAltar22"	"sha256:33b224ed10248813f3a633287948d5ca7ab0f986b164711e91a35bf7d889f7e0"	"CHANGE"	"Любые руны, которые используются для создания чего-либо на $(item)Руническом Алтаре$(0), действуют в качестве катализаторов и не тратятся после завершения создания.$(p)Как и с $(l:basics/apothecary)$(item)Лепестковым Аптекарем$(0)$(/l), нажав ПКМ по алтарю пустой рукой, вы выложите на него те предметы, что использовались в последнем рецепте."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.terrasteel0"	"sha256:35fbb6d26f38a7a5a2fd63aff2253757cabab733d6fba6e66719bed0eb19669a"	"CHANGE"	"$(item)Террасталь$(0) - это сложный магический сплав, наполненный $(thing)маной$(0), для создания которого требуется немало усилий. Для начала вам нужно создать особую пластину (см. дальше) и поставить ее на структуру из $(item)Блоков лазурита$(0) и $(item)Жизнекамня$(0), расположенных в шахматном порядке. Также необходимо провести к этому блоку $(thing)ману$(0), и лучше всего делать это с помощью $(item)Искр$(0)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.terrasteel2"	"sha256:fc3018fa74b02a0701123575061d92994959bb0c4afb1daf5b28efb0148a44e2"	"CHANGE"	"Как только пластина готова принимать $(thing)ману$(0), киньте на нее $(item)Слиток манастали, Маналмаз и Жемчуг маны$(0) (по одному), и процесс наполнения начнется. Подобрав любой выкинутый в нее предмет, вы остановите наполнение и $(thing)потеряете ману$(0). Кстати на создание одной $(thing)Террастали$(0) уйдет ровно половина $(item)Бассейна маны$(0). А использование $(item)Искр$(0) ускорит процесс."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.wand1"	"sha256:6c1e3bb879758d25fde1d2c13e1ec6fc5c625f332c3ebb080e5550e9563ca2cc"	"CHANGE"	"Посох имеет два режима: $(thing)Режим привязки$(0) и $(thing)Режим управления$(0). Кликнув Shift+ПКМ по нужному блоку в $(thing)Режиме привязки$(0), вы выделите его. После этого, нажав Shift+ПКМ уже по другому блоку, вы привяжете их друг к другу. В $(thing)Режиме управления$(0) это сделать просто не получится.$(p)Переключить режим можно, кликнув Shift+ПКМ по воздуху."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.welcome0"	"sha256:ca10ecd14f10bcf8db904b2b2ba165f53c7fabe5128319f432877208d4815799"	"CHANGE"	"$(o)Добро пожаловать в Ботанию! Поздравляю: привязать саженец к книге - отличная идея. Или, возможно, вы просто нашли этот том в сундуке. Как бы то ни было.$(p)$(o)Листайте книгу стрелками внизу страницы или колесом мыши."	"Неловкое буквальное соединение фраз и дефис вместо естественной конструкции; вступление и инструкция переписаны связно."	"/root/original_language_adjudicator"	"Выбрана рекомендация A: она восстанавливает пропущенный исходный смысл и согласована с соседней страницей."
"patchouli-lang:botania:botania.page.auraRing0"	"sha256:335a4a5bb268c2a8e2815c340c4d8c4cb0126efc66d8b826546356b5b40ad6ad"	"CHANGE"	"$(item)Кольцо ауры$(0) немного отличается от обычного $(item)Кольца маны$(0). Вместо хранения $(thing)Маны$(0), оно медленно создаёт её и наполняет $(thing)Маной$(0) предметы в вашем инвентаре.$(p)Используя немного $(item)Террастали$(0) можно создать более мощное кольцо, которое генерирует $(thing)Ману$(0) значительно быстрее."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.cosmeticBaubles32"	"sha256:695addd5e5c10d513dc237295602c0b4cb64a73c794739dc628f55ba1702ffff"	"CHANGE"	"Теперь вы тоже можете верить"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.goddessCharm0"	"sha256:bd741d5af6342279268cba39b0a505ee58f212d6c9d430cefb9219498a18fd6b"	"CHANGE"	"$(item)Очарование доброжелательной богини$(0) - это защитная безделушка, которую можно носить в слоте $(thing)брелока$(0).$(p)При ношении потребляет $(thing)Ману$(0) и предотвращает любые взрывы рядом с вами."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.invisibilityCloak0"	"sha256:b599286f8ed20bb1e9d3d420f8350001351f73249c3785bb7f3840f7900ff663"	"CHANGE"	"Для этой вещи не потребуется много объяснений.$(p)Это безделушка, которую можно носить в слоте $(thing)тела$(0). При ношении плащ будет потреблять небольшое количество $(thing)Маны$(0), накладывая на вас эффект невидимости."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.itemFinder0"	"sha256:eb785810a35153dc993e294950e598e2ff8a2fb4fd0e1b46fba8d0fbd2e03b87"	"CHANGE"	"$(item)Спектатор$(0) — головная повязка, позволяющая лучше воспринимать окружающий мир. Когда её владелец держит предмет в руке, всё перечисленное ниже испускает разноцветные частицы, чтобы его было легче заметить:"	"Восстановлен полный естественный текст по актуальному оригиналу без постороннего списка."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.itemFinder1"	"sha256:7c13e1d7228c14a64dcb3f603abe8f5a17a64546b5d544e26c988a91a141c2cd"	"CHANGE"	"$(li)$(thing)контейнеры$(0) (сундуки, вагонетки, печи и т. д.) с этим предметом,$(li)$(thing)выброшенные предметы$(0) этого типа,$(li)$(thing)мобы$(0) с этим предметом в снаряжении,$(li)$(thing)игроки$(0) или $(thing)вьючные животные$(0) (ламы, мулы и т. д.) с этим предметом в инвентаре,$(li)$(thing)жители$(0), торгующие этим предметом.$(p)Когда носитель крадётся, все выброшенные рядом предметы будут светиться независимо от предмета в руке."	"Продолжение списка заменено обрывком и пропускает контейнеры, выброшенные предметы, мобов и вьючных животных; список и финальная инструкция восстановлены."	"/root/original_language_adjudicator"	"Выбрана рекомендация A: она восстанавливает пропущенный исходный смысл и согласована с соседней страницей."
"patchouli-lang:botania:botania.page.monocle0"	"sha256:dd5f13b88be2d3b263f544d758ebdcdc3040d1ecceff12d12113de6ce52968a5"	"CHANGE"	"Монокль - это удобный аксессуар для тех, кто хочет узнать, откуда идут $(thing)Всплески маны$(0). Монокль также позволит вам видеть все близлежащие $(thing)Всплески маны$(0) даже сквозь стены. Более важным, пожалуй, является то, что когда вы носите монокль и смотрите на цветок, вы сможете увидеть его зону действия."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.speedUpBelt0"	"sha256:3d82597a71cd22c3ab8534b575df243b68c0d20f0b3caf9eafcc0aa199c71c66"	"CHANGE"	"$(item)Кушак ускорения$(0) является альтернативой $(item)Кушака Пилигрима$(0).$(p)По сравнению с $(item)Кушаком Пилигрима$(0), $(item)Кушак ускорения$(0) увеличивает скорость передвижения не сразу. Таким образом, чем больше вы ходите, тем вы быстрее. Если вы остановитесь, бонус ускорения будет сброшен."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.speedUpBelt1"	"sha256:8b23e1bd67f7c6156360bb5724bae47c3b76457be8781eddf119f33c3ec14cc4"	"CHANGE"	"Если вы медленно передвигаетесь, вы Мироходец"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.superLavaPendant1"	"sha256:78514c5f6d30a44b557932043041f638cb801f031045d58f2935678377eca677"	"CHANGE"	"Теперь вы можете принять лавовую ванну"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.swapRing0"	"sha256:f6e94c7188dcdc97b1422e417da364e4e7becec388a80e6cbebe48413d6f28db"	"CHANGE"	"Переключение инструментов - это боль. Люди часто копают землю... киркой? Использование $(item)Кольца исправления$(0) - отличный способ избежать этого.$(p)При ношении кольцо будет самостоятельно менять инструменты у вас в руках для добычи блоков, но это будет работать только с теми инструментами, которые могут использовать $(thing)Ману$(0)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.tinyPlanet0"	"sha256:0c345c10448c78c66a6d6c13087e33f7c5c682bdccd0039434c0e0c33b646e0d"	"CHANGE"	"$(item)Микропланета$(0) это $(thing)безделушка$(0) с гравитационными свойствами. Когда $(item)Микропланета$(0) экипирована, она притянет ближайшие $(thing)Всплески маны$(0) к игроку, заставляя их двигаться по орбите вокруг него.$(p)Увеличив массу микропланеты с помощью $(item)Камня$(0), можно разместить её в мире с тем же эффектом."	"Исправлена опечатка: «заставя» -> «заставляя»."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.forestEye0"	"sha256:ecf5ed2f202bfa6061d8d6f61ac2de49ff3a059ed8efc5ed891a75d16df4fe6d"	"CHANGE"	"Как и древние, которые использовали глаз, чтобы изучать мир в поиске живых существ, ваш $(item)Глаз Древних$(0), будет делать то же самое.$(p)Присоединённый к глазу $(item)Компаратор$(0), будет посылать Редстоун сигнал эквивалентный количеству животных находящихся рядом с ним."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.hourglass4"	"sha256:ec8cc638338e383f46eba4d4e9f28a3656e53a8a28957573b2df2c50350ff723"	"CHANGE"	"Щелчок правой кнопкой мыши по блоку с помощью $(item)Посох леса$(0) блокирует (и разблокирует) его. Если вы заблокировали, песок не может быть добавлен или удален, на случай, если кто-то щелкнет его правой кнопкой мыши на аварии. $(p)Если $(thing)Всплеск маны$(0) сталкивается с блоком, это остановит поток песка и остановит таймер."	"Исправлена опечатка: «Если a $(thing)Всплеск ману$(0)» -> «Если $(thing)Всплеск маны$(0)»."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.blackHoleTalisman2"	"sha256:5f77a2dec3d4479677fb0a713967210e4ffcfd12b066f8536f8ac424f23ed5bf"	"CHANGE"	"Любые блоки, хранящиеся в Талисмане, можно разместить, просто щёлкнув правой кнопкой мыши.$(p)Щелчок правой кнопкой мыши с зажатым Shift Талисманом по инвентарю вложит в него до одного стака блоков. Наконец, Талисман может снабдить $(l:tools/exchange_rod)$(item)Жезл обмена$(0)$(/l) блоками, которые он содержит."	"Исправлена опечатка: «инвентрю» -> «инвентарю»."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.dreadthorne1"	"sha256:e8aaaa65ef3f44d4408d4e6e07d0dbe099e258633d618f1330d120f2220e9917"	"CHANGE"	"$(o)Нет Mr.Бонд, Я жду, чтобы вы умерли$(0)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.flowerShrinking0"	"sha256:f7160a191b09df2d97348baaa0025e7dd5c969618534949f4419d189b20e5d05"	"CHANGE"	"Некоторые функциональные цветы имеют слишком большую зону действия. Бросив один из тех немногих цветов в $(item)Бассейн маны$(0) с $(item)Алхимическим катализатором$(0), вы уменьшите как сам цветок, так и его зону действия."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.dandelifeon1"	"sha256:21929b1860fa0a383c4f47bd265617ae51afc0f485b99bbb7933fadb529b6d2a"	"CHANGE"	"Работа этого цветка основана на клеточном автомате, известном как $(thing)Игра ""Жизнь""$(0). Процесс происходит в области размером  25 × 25, центрированной вокруг $(item)Жизнеодуванчика$(0). $(p)Пока на цветок подаётся сигнал редстоуна, он будет продвигать игру на 2 цикла в секунду."	"Исправлена опечатка: «подаёся» -> «подаётся»."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.gIntro3"	"sha256:a14ac04882f63304bbe6f5b084c3ad21d41f465efd21443a6f5159f28a5494db"	"CHANGE"	"Выбор первого $(thing)Генерирующего Цветка$(0) - достаточно простая задача. Поскольку вы ещё начинающий ботаник, у вас есть два варианта: $(item)Эндопламя$(0) и $(item)Водогортензия$(0).$(p)Эндопламя использует $(item)Уголь$(0) или другие горючие ресурсы для создания $(thing)Маны$(0). Водогортензия для создания маны использует источники $(item)Воды$(0)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.munchdew2"	"sha256:d2b35693fd5846b493935c66514715fdeed0e7fefa4a7260dd5e319e3c8ba1c1"	"CHANGE"	"$(o)Ради продления своей жизни я принимаю вашу жизнь, жизнь растений~$(0)"	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.dreamwoodSpreader0"	"sha256:ce006e4b22c41ed648ca203762dd2c9259bf3901945b154e094634a57d5a4d89"	"CHANGE"	"Говоря простым языком, $(item)Древесина мечтаний$(0) намного лучше проводит $(thing)Ману$(0), чем $(item)Жизнедерево$(0). Также положив в окно верстака $(item)Элементий$(0) вместо $(item)Золота$(0), вы получите $(item)Распространитель$(0), способный проводить больше $(thing)Маны$(0) и работать быстрее. Время, после которого начнется $(thing)Потеря маны$(0), также возрастет. Единственный минус в том, что его нельзя превратить в $(item)Красный распространитель$(0)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.mIntro1"	"sha256:cd51ba331c45b24bf05cd646708d91945eb8edd5119cabbf9b8571f51c10a69c"	"CHANGE"	"Чтобы получить $(thing)Ману$(0), вам понадобится некоторый набор цветов $(thing)Генерирующей флоры$(0) (см. соотв. раздел). $(thing)Ману$(0) можно передать при помощи $(item)Распространителей маны$(0) и хранить в $(item)Бассейнах маны$(0). Она понадобится для гигантского количества разных вещей... Например, для работы $(thing)Функциональных Цветов$(0) (см. одноим. раздел)."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.manaMirror0"	"sha256:4cabfdea0b32a2e2a5c5cc14368dae4718d4985976a0e6cb7c905e43fc28b8ef"	"CHANGE"	"$(item)Зеркало маны$(0) - это альтернатива таким $(thing)мана$(0)-содержащим предметам, как $(item)Планшет маны$(0). Зеркало можно привязать к $(item)Бассейну маны$(0), и все предметы в инвентаре, которым нужна $(thing)мана$(0), возьмут ее прямо из этого бассейна.$(p)Нажав зеркалом $(thing)Shift+ПКМ$(0) по бассейну, вы свяжите их. По-другому зеркало никак не может помещать или брать ману из бассейна."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.manaTablet1"	"sha256:1df49deb03083e7792b871bc2445455ba3235db159740376d38398e39d0e1690"	"CHANGE"	"Кинув один из таких планшетов на $(item)Бассейн маны$(0), вы позволите $(thing)мане$(0) перемещаться, к примеру, с бассейна на планшет. Нажав по $(item)Бассейну$(0) Shift+ПКМ $(item)Посохом Леса$(0), вы смените направление, по которому будет перетекать $(thing)мана$(0) (Бассейн->Планшет, Планшет->Бассейн). В отличие от обычных предметов, $(item)Планшет$(0), будучи брошенным на пол, никогда не исчезнет."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.manaVoid0"	"sha256:b793a8723408aca65993653ee3a4417da7cb7f4f0f986eeed2c8b18c1324a313"	"CHANGE"	"Говоря простым языком, $(item)Мана-пустота$(0) - это могила для $(thing)маны$(0). Любая $(thing)мана$(0), попавшая в этот блок, просто испарится в пустоте и больше не вернется назад.$(p)Поставив один такой блок под $(item)Бассейн маны$(0), вы позволите бассейну все также принимать $(thing)ману$(0), но уничтожать ту, которая в него не помещается."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.manastar0"	"sha256:f827bea6c37c24779acb5d4dfb4db75431423422fae8ad5cf847e9092b1336c0"	"CHANGE"	"Из-за неточности измерений $(item)Посох Леса$(0) порой не даст ответа на вопрос, увеличивается ли количество маны в $(item)Бассейнах$(0) или уменьшается. Создав $(item)Звезду маны$(0) и поставив ее вплотную к бассейну, вы увидите, что при уменьшении маны она будет испускать красные частицы, а при увеличении - синие. Измерения происходят каждые несколько секунд."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.sparkChanger0"	"sha256:2e530260dd3b4bfece1134a929ec3dee1dba30e5b9adad8d02689183b173bf6d"	"CHANGE"	"$(item)Искра ремесленника$(0) - это блок, способный модифицировать $(item)Дополнения$(0), помещенные в $(item)Искры$(0). Размещение его рядом с $(item)Бассейном маны$(0) или другими блоками с прикрепленным $(item)Искрами$(0) будет подключен к этим блокам. $(p)Щелчок ПКМ по $(item)Искре ремесленника$(0) с помощью $(item)Дополнения для искр$(0) добавит в блок, его можно удалить, щелкнув ПКМ."	"Исправлена опечатка: «ремесленникка» -> «ремесленника»."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
"patchouli-lang:botania:botania.page.sparks3"	"sha256:c57a40de3e07a327462d3f6349797136d23cff3310eb40010e6a81a272d55b16"	"CHANGE"	"Если $(item)Искры$(0) покажутся вам слишком надоедливыми из-за своего мерцания, просто кликните по одной из них $(item)Призрачными чернилами$(0), чтобы сделать ее более прозрачной и незаметной. Чернила при этом не потратятся."	"Заглавная форма обращения внутри предложения заменена на современную строчную."	"/root/original_language_adjudicator"	"Выбрана рекомендация B после проверки исходника, соседних страниц и технических токенов."
