"id"	"source_hash"	"old_translation"	"new_translation"	"reason"	"independent_review"	"reviewer"	"initial_new_translation"	"review_notes"
"patchouli-lang:botania:botania.page.pureDaisy0"	"sha256:258370733e319a9a2d033800c9b71505c0b4aa08d0bbd40830882564bc339194"	"$(item)Чистая Маргаритка$(0) - это не только самый первый, но и самый важный цветок для ботаника.$(p)Этот цветок, как показано на след. странице, будет очищать и превращать стоящие вплотную блоки $(item)Дерева$(0) и $(item)Камня$(0) в их очищенные версии: $(item)Жизнедерево$(0) и $(item)Жизнекамень$(0), которые потом пригодятся Вам для создании многих вещей."	"$(item)Чистая Маргаритка$(0) — не только самый простой, но и самый важный цветок для ботаника.$(p)Этот цветок превращает соседние блоки $(item)Дерева$(0) и $(item)Камня$(0) (как показано на следующей странице) в $(item)Жизнедерево$(0) и $(item)Жизнекамень$(0). Эти материалы пригодятся вам для создания множества предметов."	"Ошибка «для создании» и неестественная конструкция."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Чистая Маргаритка$(0) — не только самый простой, но и самый важный цветок для ботаника.$(p)Этот цветок превращает соседние блоки $(item)Дерева$(0) и $(item)Камня$(0) (как показано на следующей странице) в $(item)Жизнедерево$(0) и $(item)Жизнекамень$(0). Эти материалы пригодятся вам для создания множества предметов."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.runeAltar21"	"sha256:4e485dfcd46478aaaf2f36058c7c1412b42040fe23760bfe74b85e3cf94bc24d"	"Создание рун - это довольно важный шаг в развитии ботанической магии. И чтобы узнать, как их создавать, Вам, в первую очередь, нужно хорошо понимать, как управлять маной. Поэтому прежде чем продолжить, прочитайте важные статьи в разделе $(thing)Управление маной$(0) (написаны $(o)Курсивом$(0))."	"Создание рун — важный шаг в развитии ботанической магии. Чтобы научиться их создавать, сначала нужно хорошо разобраться в управлении маной. Поэтому прежде чем продолжить, прочитайте важные статьи в разделе $(thing)Управление маной$(0) (они выделены $(o)курсивом$(0))."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"Создание рун — важный шаг в развитии ботанической магии. Чтобы научиться их создавать, сначала нужно хорошо разобраться в управлении маной. Поэтому прежде чем продолжить, прочитайте важные статьи в разделе $(thing)Управление маной$(0) (они выделены $(o)курсивом$(0))."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.runeAltar0"	"sha256:d61b0af49521c6a478d6a5163f0b4a6c1b3a2a56f30f6095e5a15dd0599daeac"	"$(item)Руны$(0) - это чрезвычайно важные компоненты, использующиеся в создании сложных магических устройств и продвинутой флоры. Чтобы их сделать, Вам понадобится, как Вы уже могли догадаться, $(item)Рунический алтарь$(0).$(p)Для начала разложите на нем предметы, необходимые для создания нужной руны, нажимая ими ПКМ по алтарю или просто бросая их на него."	"$(item)Руны$(0) — важнейшие компоненты для сложных магических устройств и продвинутой флоры. Для их создания вам понадобится $(item)Рунический алтарь$(0).$(p)Разложите на нём предметы для нужной руны: нажимайте ими ПКМ по алтарю или просто бросайте на него."	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Руны$(0) — важнейшие компоненты для сложных магических устройств и продвинутой флоры. Для их создания вам понадобится $(item)Рунический алтарь$(0).$(p)Разложите на нём предметы для нужной руны: нажимайте ими ПКМ по алтарю или просто бросайте на него."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.runeAltar22"	"sha256:33b224ed10248813f3a633287948d5ca7ab0f986b164711e91a35bf7d889f7e0"	"Любые руны, которые используются для создания чего-либо на $(item)Руническом Алтаре$(0), действуют в качестве катализаторов и не тратятся после завершения создания.$(p)Как и с $(l:basics/apothecary)$(item)Лепестковым Аптекарем$(0)$(/l), нажав ПКМ по алтарю пустой рукой, Вы выложите на него те предметы, что использовались в последнем рецепте."	"Любые руны, используемые в рецептах на $(item)Руническом Алтаре$(0), служат катализаторами и возвращаются после завершения рецепта.$(p)Как и с $(l:basics/apothecary)$(item)Лепестковым Аптекарем$(0)$(/l), после завершения рецепта нажмите ПКМ по алтарю пустой рукой, чтобы сразу добавить новый набор предметов из прошлого рецепта и ускорить массовое создание."	"Устранена неестественная и двусмысленная формулировка массового создания."	"APPROVED"	"/root/checkpoint12_second_review"	"Любые руны, используемые в рецептах на $(item)Руническом Алтаре$(0), служат катализаторами и возвращаются после завершения рецепта.$(p)Как и с $(l:basics/apothecary)$(item)Лепестковым Аптекарем$(0)$(/l), после завершения рецепта нажмите ПКМ по алтарю пустой рукой, чтобы сразу добавить новый набор предметов из прошлого рецепта и ускорить массовое создание."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.terrasteel0"	"sha256:35fbb6d26f38a7a5a2fd63aff2253757cabab733d6fba6e66719bed0eb19669a"	"$(item)Террасталь$(0) - это сложный магический сплав, наполненный $(thing)маной$(0), для создания которого требуется немало усилий. Для начала Вам нужно создать особую пластину (см. дальше) и поставить ее на структуру из $(item)Блоков лазурита$(0) и $(item)Жизнекамня$(0), расположенных в шахматном порядке. Также необходимо провести к этому блоку $(thing)ману$(0), и лучше всего делать это с помощью $(item)Искр$(0)."	"$(item)Террасталь$(0) — сложный магический сплав, наполненный $(thing)маной$(0), для создания которого требуется немало усилий. Сначала создайте особую пластину (см. дальше) и поставьте её на структуру из $(item)Блоков лазурита$(0) и $(item)Жизнекамня$(0), расположенных в шахматном порядке. Затем подайте к пластине $(thing)ману$(0), лучше всего с помощью $(item)Искр$(0)."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Террасталь$(0) — сложный магический сплав, наполненный $(thing)маной$(0), для создания которого требуется немало усилий. Сначала создайте особую пластину (см. дальше) и поставьте её на структуру из $(item)Блоков лазурита$(0) и $(item)Жизнекамня$(0), расположенных в шахматном порядке. Затем подайте к пластине $(thing)ману$(0), лучше всего с помощью $(item)Искр$(0)."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.terrasteel2"	"sha256:fc3018fa74b02a0701123575061d92994959bb0c4afb1daf5b28efb0148a44e2"	"Как только пластина готова принимать $(thing)ману$(0), киньте на нее $(item)Слиток манастали, Маналмаз и Жемчуг маны$(0) (по одному), и процесс наполнения начнется. Подобрав любой выкинутый в нее предмет, Вы остановите наполнение и $(thing)потеряете ману$(0). Кстати на создание одной $(thing)Террастали$(0) уйдет ровно половина $(item)Бассейна маны$(0). А использование $(item)Искр$(0) ускорит процесс."	"Когда пластина готова принимать $(thing)ману$(0), бросьте на неё по одному $(item)слитку манастали, маналмазу и жемчужине маны$(0) — начнётся вливание маны. Если подобрать любой предмет, процесс прервётся и вся переданная пластине $(thing)мана$(0) будет потеряна. На одну $(thing)Террасталь$(0) уходит примерно половина $(item)Бассейна маны$(0); несколько $(item)Искр$(0) ускорят процесс."	"Потерян тяжёлый расход маны, неверное «ровно», пунктуация."	"APPROVED"	"/root/checkpoint12_second_review"	"Когда пластина готова принимать $(thing)ману$(0), бросьте на неё по одному $(item)слитку манастали, маналмазу и жемчужине маны$(0) — начнётся вливание маны. Если подобрать любой предмет, процесс прервётся и вся переданная пластине $(thing)мана$(0) будет потеряна. На одну $(thing)Террасталь$(0) уходит примерно половина $(item)Бассейна маны$(0); несколько $(item)Искр$(0) ускорят процесс."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.wand1"	"sha256:6c1e3bb879758d25fde1d2c13e1ec6fc5c625f332c3ebb080e5550e9563ca2cc"	"Посох имеет два режима: $(thing)Режим привязки$(0) и $(thing)Режим управления$(0). Кликнув Shift+ПКМ по нужному блоку в $(thing)Режиме привязки$(0), Вы выделите его. После этого, нажав Shift+ПКМ уже по другому блоку, Вы привяжете их друг к другу. В $(thing)Режиме управления$(0) это сделать просто не получится.$(p)Переключить режим можно, кликнув Shift+ПКМ по воздуху."	"Посох имеет два режима: $(thing)Режим привязки$(0) и $(thing)Режим управления$(0). В $(thing)Режиме привязки$(0) присядьте и нажмите ПКМ по совместимому блоку, чтобы выбрать его, а затем так же нажмите по другому блоку, чтобы связать их. В $(thing)Режиме управления$(0) эта функция отключена и сочетание можно использовать для других действий.$(p)Чтобы переключить режим, присядьте и нажмите ПКМ посохом в воздухе."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"Посох имеет два режима: $(thing)Режим привязки$(0) и $(thing)Режим управления$(0). В $(thing)Режиме привязки$(0) присядьте и нажмите ПКМ по совместимому блоку, чтобы выбрать его, а затем так же нажмите по другому блоку, чтобы связать их. В $(thing)Режиме управления$(0) эта функция отключена и сочетание можно использовать для других действий.$(p)Чтобы переключить режим, присядьте и нажмите ПКМ посохом в воздухе."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.welcome0"	"sha256:ca10ecd14f10bcf8db904b2b2ba165f53c7fabe5128319f432877208d4815799"	"$(o)Добро пожаловать в Ботанию! Поздравляю с отличным решением соединить саженец и книгу. Или просто найти этот том в сундуке - смотря что произошло.$(p)$(o)Листайте книгу стрелками внизу страницы или колесом мыши."	"$(o)Добро пожаловать в Ботанию! Поздравляю: привязать саженец к книге — отличная идея. Или, возможно, вы просто нашли этот том в сундуке. Как бы то ни было.$(p)$(o)Листайте книгу стрелками внизу страницы или колесом мыши.$(0)"	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"$(o)Добро пожаловать в Ботанию! Поздравляю: привязать саженец к книге — отличная идея. Или, возможно, вы просто нашли этот том в сундуке. Как бы то ни было.$(p)$(o)Листайте книгу стрелками внизу страницы или колесом мыши.$(0)"	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.auraRing0"	"sha256:335a4a5bb268c2a8e2815c340c4d8c4cb0126efc66d8b826546356b5b40ad6ad"	"$(item)Кольцо ауры$(0) немного отличается от обычного $(item)Кольца маны$(0). Вместо хранения $(thing)Маны$(0), оно медленно создаёт её и наполняет $(thing)Маной$(0) предметы в Вашем инвентаре.$(p)Используя немного $(item)Террастали$(0) можно создать более мощное кольцо, которое генерирует $(thing)Ману$(0) значительно быстрее."	"$(item)Кольцо ауры$(0) похоже на $(l:baubles/mana_ring)$(item)Кольцо маны$(0)$(/l), но не хранит $(thing)Ману$(0): надетое кольцо медленно создаёт её и пополняет предметы, хранящие $(thing)ману$(0), в вашем инвентаре.$(p)Покройте кольцо слитком $(l:basics/terrasteel)$(item)Террастали$(0)$(/l), чтобы оно генерировало $(thing)Ману$(0) значительно быстрее."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Кольцо ауры$(0) похоже на $(l:baubles/mana_ring)$(item)Кольцо маны$(0)$(/l), но не хранит $(thing)Ману$(0): надетое кольцо медленно создаёт её и пополняет предметы, хранящие $(thing)ману$(0), в вашем инвентаре.$(p)Покройте кольцо слитком $(l:basics/terrasteel)$(item)Террастали$(0)$(/l), чтобы оно генерировало $(thing)Ману$(0) значительно быстрее."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.cosmeticBaubles32"	"sha256:695addd5e5c10d513dc237295602c0b4cb64a73c794739dc628f55ba1702ffff"	"Теперь Вы тоже можете верить"	"Теперь вы тоже можете верить"	"Полное повторное редакторское чтение: исправлены смысл, грамматика, пунктуация и неестественные обороты; технические токены сохранены."	"APPROVED"	"/root/checkpoint12_second_review"	"Теперь вы тоже можете верить"	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.goddessCharm0"	"sha256:bd741d5af6342279268cba39b0a505ee58f212d6c9d430cefb9219498a18fd6b"	"$(item)Очарование доброжелательной богини$(0) - это защитная безделушка, которую можно носить в слоте $(thing)брелока$(0).$(p)При ношении потребляет $(thing)Ману$(0) и предотвращает любые взрывы рядом с Вами."	"$(item)Очарование доброжелательной богини$(0) — защитная безделушка для слота $(thing)брелока$(0).$(p)При ношении оно расходует $(thing)Ману$(0) и не даёт взрывам поблизости повреждать блоки."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Очарование доброжелательной богини$(0) — защитная безделушка для слота $(thing)брелока$(0).$(p)При ношении оно расходует $(thing)Ману$(0) и не даёт взрывам поблизости повреждать блоки."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.invisibilityCloak0"	"sha256:b599286f8ed20bb1e9d3d420f8350001351f73249c3785bb7f3840f7900ff663"	"Для этой вещи не потребуется много объяснений.$(p)Это безделушка, которую можно носить в слоте $(thing)тела$(0). При ношении плащ будет потреблять небольшое количество $(thing)Маны$(0), накладывая на Вас эффект невидимости."	"$(item)Плащ невидимости$(0) не нуждается в долгих объяснениях.$(p)Его носят в слоте $(thing)тела$(0). Он расходует $(thing)Ману$(0) из инвентаря и делает невидимыми вас и ваши $(thing)безделушки$(0).$(p)Магия."	"Исправлено по исчерпывающему заключению checkpoint-review."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Плащ невидимости$(0) не нуждается в долгих объяснениях.$(p)Его носят в слоте $(thing)тела$(0). Он расходует $(thing)Ману$(0) из инвентаря и делает невидимыми вас и ваши $(thing)безделушки$(0).$(p)Магия."	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.itemFinder0"	"sha256:eb785810a35153dc993e294950e598e2ff8a2fb4fd0e1b46fba8d0fbd2e03b87"	"$(item)Инспектор$(0) это головная повязка, которая позволяет носителю лучше чувствовать окружающий мир. Удерживая в руке какой-либо элемент, любой $(thing)Контейнер$(0) (сундук, вагонетка, ослик с сундуком, печь, и т.д.), содержащий предмет этого типа, а также $(thing)Мобы$(0) которые держат этот предмет, $(o)(...)$(0)"	"$(item)Спектатор$(0) — головная повязка, позволяющая лучше воспринимать окружающий мир. Когда её владелец держит предмет в руке, всё перечисленное ниже испускает разноцветные частицы, чтобы его было легче заметить:"	"Контрольный пример: нужен общий деятель и точный смысл частиц."	"APPROVED"	"/root/checkpoint12_second_review"	"$(item)Спектатор$(0) — головная повязка, позволяющая лучше воспринимать окружающий мир. Когда её владелец держит предмет в руке, всё перечисленное ниже испускает разноцветные частицы, чтобы его было легче заметить:"	"SECOND_LANGUAGE_REVIEW"
"patchouli-lang:botania:botania.page.itemFinder1"	"sha256:7c13e1d7228c14a64dcb3f603abe8f5a17a64546b5d544e26c988a91a141c2cd"	"$(o)(...)$(0) $(thing)Игроки$(0), имеющие этот предмет в инвентаре, и $(thing)Жители$(0), которые хотят им поторговать, будут светиться частицами зеленого цвета, позволяя их легко обнаружить.$(p)Если вы крадётесь, то все брошенные предметы вокруг игрока будут светиться, независимо от типа предмета в руке."	"$(li)$(thing)контейнеры$(0) (сундуки, вагонетки, печи и т. д.) с этим предметом,$(li)$(thing)выброшенные предметы$(0) этого типа,$(li)$(thing)мобы$(0) с этим предметом в снаряжении,$(li)$(thing)игроки$(0) или $(thing)вьючные животные$(0) (ламы, мулы и т. д.) с этим предметом в инвентаре,$(li)$(thing)жители$(0), торгующие этим предметом.$(p)Когда носитель крадётся, все выброшенные рядом предметы будут светиться независимо от предмета в руке."	"Контрольный список был фрагментом и терял условия подсветки."	"APPROVED"	"/root/checkpoint12_second_review"	"$(li)$(thing)контейнеры$(0) (сундуки, вагонетки, печи и т. д.) с этим предметом,$(li)$(thing)выброшенные предметы$(0) этого типа,$(li)$(thing)мобы$(0) с этим предметом в снаряжении,$(li)$(thing)игроки$(0) или $(thing)вьючные животные$(0) (ламы, мулы и т. д.) с этим предметом в инвентаре,$(li)$(thing)жители$(0), торгующие этим предметом.$(p)Когда носитель крадётся, все выброшенные рядом предметы будут светиться независимо от предмета в руке."	"SECOND_LANGUAGE_REVIEW"
