"id"	"source_hash"	"old_translation"	"new_translation"	"reason"	"independent_review"	"reviewer"	"initial_new_translation"	"review_notes"
"patchouli-lang:botania:botania.page.rafflowsia0"	"sha256:eb338ffbd42d61cc4a82e756531f97f904d31b2af553a7aa3a2bd4dcaf3560cb"	"$(item)Рафловзия$(0) функционирует, подобно $(item)Кикиморусу$(0), с любыми  цветами, $(item)созданными руками человека$(0) в $(item)Лепестковом аптекаре$(0). Она будет потреблять любые размещённые поблизости цветы и синтезировать из них $(thing)Ману$(0).$(p)Хотя кормление её одним и тем же цветком несколько раз подряд снижает эффективноть, разнообразие в цветах может принести невероятные количества $(thing)Маны$(0)."	"$(item)Рафловзия$(0) действует подобно $(l:generating_flowers/kekimurus)$(item)Кекиморусу$(0)$(/l), но вместо этого поглощает $(item)искусственные цветы$(0) из $(l:basics/apothecary)$(item)Лепесткового аптекаря$(0)$(/l). Она будет поглощать любые посаженные поблизости цветы и получать из них $(thing)Ману$(0).$(p)Если несколько раз подряд кормить её одним и тем же цветком, отдача будет уменьшаться; зато большое разнообразие цветов может принести невероятное количество $(thing)Маны$(0)."	"Исправлены опечатка, разметка и смысл механики."	"APPROVED"	"/root/original_changes_review"	"$(item)Рафловзия$(0) действует подобно $(l:generating_flowers/kekimurus)$(item)Кекиморусу$(0)$(/l), но вместо этого поглощает $(item)искусственные цветы$(0) из $(l:basics/apothecary)$(item)Лепесткового аптекаря$(0)$(/l). Она будет поглощать любые посаженные поблизости цветы и получать из них $(thing)Ману$(0).$(p)Если несколько раз подряд кормить её одним и тем же цветком, отдача будет уменьшаться; зато большое разнообразие цветов может принести невероятное количество $(thing)Маны$(0)."	"APPROVED_AS_IS"
"patchouli-lang:botania:botania.page.shinyFlowers3"	"sha256:bacd8f5b873e70257b171834b78932988258ff9c58f644970d07e8657d02ca02"	"Комбинируя любой $(item)Парящий цветок$(0) с любым цветком из $(thing)Функциональной$(0) и $(thing)Генерирующей Флоры$(0), Вы сможете размещать такие цветы в воздухе. Используя $(item)Луговые семяна$(0) или $(item)Снежки$(0) на подобных цветках, Вы сможете изменить их внешний вид."	"Объединив $(item)Парящий цветок$(0) с $(thing)Функциональным$(0) или $(thing)Генерирующим цветком$(0), вы посадите второй на первый: маленький островок получит внешний вид и свойства $(item)Парящего цветка$(0), а также эффекты другого цветка. Нажатие ПКМ по $(thing)Парящему цветку$(0) $(l:tools/grass_seeds)$(item)Луговыми семенами$(0)$(/l) или $(item)Снежком$(0) изменяет его внешний вид."	"Исправлены опечатка и искажённое описание результата объединения."	"APPROVED"	"/root/original_changes_review"	"Объединив $(item)Парящий цветок$(0) с $(thing)Функциональным$(0) или $(thing)Генерирующим цветком$(0), вы посадите второй на первый: маленький островок получит внешний вид и свойства $(item)Парящего цветка$(0), а также эффекты другого цветка. Нажатие ПКМ по $(thing)Парящему цветку$(0) $(l:tools/grass_seeds)$(item)Луговыми семенами$(0)$(/l) или $(item)Снежком$(0) изменяет его внешний вид."	"APPROVED_AS_IS"
"patchouli-lang:botania:botania.page.sparks1"	"sha256:e9dfc539724ca1e5040a26521264d4b3ed94423daad20f6971031d3cb1decefa"	"Поставив одну $(item)Искру$(0) поверх $(item)Бассейна маны$(0), а другую - на блок, который сможет ею воспользоваться, Вы позволите последнему при необходимости получить удаленный доступ к $(item)Бассейну маны$(0), главное, чтобы он стоял не слишком далеко. Чтобы снять $(item)Искру$(0), кликните по ней Shift+ПКМ $(item)Посохом леса$(0). А нажав им просто ПКМ, Вы увидите, каким $(item)искрам$(0) наша может передать ману."	"Разместив $(item)Искру$(0) над $(l:mana/pool)$(item)Бассейном маны$(0)$(/l), а другую — над ближайшим блоком, который может принимать ману, вы дадите последнему доступ к запасам первого при необходимости.$(p)Чтобы снять $(item)Искру$(0), нажмите по ней Shift+ПКМ $(l:basics/wand)$(item)Посохом леса$(0)$(/l). Обычное нажатие ПКМ покажет, каким другим $(item)Искрам$(0) эта искра может передавать ману."	"Исправлены ссылка, управление и ошибочное местоимение."	"APPROVED"	"/root/original_changes_review"	"Разместив $(item)Искру$(0) над $(l:mana/pool)$(item)Бассейном маны$(0)$(/l), а другую — над ближайшим блоком, который может принимать ману, вы дадите последнему доступ к запасам первого при необходимости.$(p)Чтобы снять $(item)Искру$(0), нажмите по ней Shift+ПКМ $(l:basics/wand)$(item)Посохом леса$(0)$(/l). Обычное нажатие ПКМ покажет, каким другим $(item)Искрам$(0) эта искра может передавать ману."	"APPROVED_AS_IS"
"patchouli-lang:botania:botania.page.spellCloth0"	"sha256:504691e2f53028e094ecd08b7d17c8af708cbbef99612da2270f66fed7826aee"	"Комбинируя $(item)Шерсть$(0) с некоторым кол-вом $(item)Маны$(0) в форме $(item)Жемчуга маны$(0), можно создать тканью, которая поглотит любые $(thing)Зачарования$(0), с которыми она соприкасается. $(p)Комбинирование $(item)Ткани поглащения заклинаний$(0) с любым зачарованным предметом в крафтинговом столе удалит все зачаровывания,зачаровывая этот предмет ценой некоторой прочности ткани."	"$(l:tools/manaweave)$(item)Ткань из мана-нити$(0)$(/l) в сочетании с перемещающими свойствами $(l:mana/pool)$(item)Жемчуга маны$(0)$(/l) превращается в ткань, рассеивающую все $(thing)Зачарования$(0) и $(thing)Проклятия$(0), которых касается.$(p)Объедините $(item)Ткань рассеивания чар$(0) с любым зачарованным предметом на верстаке, чтобы снять с него все зачарования, включая проклятия, ценой части прочности ткани."	"Перевод был грамматически повреждён и искажал механику."	"APPROVED"	"/root/original_changes_review"	"$(l:tools/manaweave)$(item)Ткань из мана-нити$(0)$(/l), сочетая свойства $(l:mana/pool)$(item)Жемчуга маны$(0)$(/l) к перемещению, становится тканью, рассеивающей все $(thing)Зачарования$(0) и $(thing)Проклятия$(0), которых касается.$(p)Объедините $(item)Ткань рассеивания чар$(0) с любым зачарованным предметом на верстаке, чтобы снять с него все зачарования, включая проклятия, ценой части прочности ткани."	"REVISED: исправлена грамматика первого предложения без изменения смысла и токенов."
"patchouli-lang:botania:botania.page.spreader4"	"sha256:ed74c98f81632c7d14029559589406c0626772f3010caee159587dc60b81514d"	"Распр-тель выстреливает только одним сгустком, и пока он не достигнет цели, новый из распр-теля не вылетит. Более того, эти сгустки начинают $(thing)терять ману$(0) спустя небольшой промежуток времени в полете. Это можно увидеть по лучу, который становится меньше, когда теряет ману. $(thing)Небольшая потеря маны$(0) также происходит, когда луч попадает в распр-тель."	"Распространитель выпустит следующий сгусток только после того, как предыдущий достигнет цели.$(p)Кроме того, через некоторое время $(thing)Сгусток маны$(0) начинает терять $(thing)Ману$(0): это заметно по его виду, поскольку он становится тоньше."	"Убрана добавленная ложная механика и исправлена терминология."	"APPROVED"	"/root/original_changes_review"	"Распространитель выпустит следующий сгусток только после того, как предыдущий достигнет цели.$(p)Кроме того, через некоторое время $(thing)Сгусток маны$(0) начинает терять $(thing)Ману$(0): это заметно по его виду, поскольку он становится тоньше."	"APPROVED_AS_IS"
"patchouli-lang:botania:botania.page.wand2"	"sha256:bcf3a02b2bc34a63c4967c3f40f91722beefe42088d947f51b0d866146962530"	"Если посох ни к чему не привязан, то нажимая по блоку Shift+ПКМ, Вы будете вращать его вокруг той стороны, по которой кликаете.$(p)К примеру, нажав по $(item)Сундуку$(0) сверху, Вы будете вращать его по горизонтали. Это должно работать со всеми блоками, которые можно повернуть."	"Нажатие Shift+ПКМ по блоку в $(thing)Режиме управления$(0) поворачивает блок вокруг оси выбранной грани. Например, если нажать посохом по верхней стороне $(item)Сундука$(0), изменится направление, в котором он смотрит. Так можно поворачивать большинство ориентируемых блоков.$(p)$(item)Раздатчик$(0) с посохом при активации использует его на блоке, в сторону которого направлен."	"Восстановлены условие режима и описание раздатчика."	"APPROVED"	"/root/original_changes_review"	"Нажатие Shift+ПКМ по блоку в $(thing)Режиме управления$(0) поворачивает блок вокруг оси выбранной грани. Например, если нажать посохом по верхней стороне $(item)Сундука$(0), изменится направление, в котором он смотрит. Так можно поворачивать большинство ориентируемых блоков.$(p)$(item)Раздатчик$(0) с посохом при активации использует его на блоке, в сторону которого направлен."	"APPROVED_AS_IS"
"quest:240D7B64E63FCE4F:description:0"	"sha256:1c458e226dd89e991410cffa1fb88d133e957bed5fd5772a38a5e85c5347ac59"	"Вы также можете устранить нанесённый Backrooms ущерб:"	"Вы также можете устранить ущерб, нанесённый Backrooms:"	"Неестественный порядок слов."	"APPROVED"	"/root/original_changes_review"	"Вы также можете устранить ущерб, нанесённый Backrooms:"	"APPROVED_AS_IS"
"block:block.botania.apothecary_livingrock"	"sha256:da19be1e83881285675875b42b136ecd5bfae20c4f08b743939effa851308e28"	"Живой лепестковый аптекарь"	"Лепестковый аптекарь из жизнекамня"	"restore Livingrock material term used by the family"	"APPROVED"	"/root/original_changes_review"	"Лепестковый аптекарь из жизнекамня"	"APPROVED_AS_IS"
"block:block.botania.blaze_block"	"sha256:0ca19f3e52d652729edc81af93d3737ca285a04bf8884ec3f49e449db2b482f8"	"Cветильник ифрита"	"Светильник ифрита"	"replace Latin C lookalike with Cyrillic С"	"APPROVED"	"/root/original_changes_review"	"Светильник ифрита"	"APPROVED_AS_IS"
"block:block.botania.chiseled_livingrock_bricks"	"sha256:2bd7a589aaa6fe5d8a9954ad016524d17939d0f2aa747df29cb4c21d14426bb3"	"Резной кирпич из жизнекамня"	"Резные кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Резные кирпичи из жизнекамня"	"APPROVED_AS_IS"
"block:block.botania.cocoon"	"sha256:91e0eaf5e7f09e1bdb1fb7772a65d6cabdc5a0722d0e10ad162153ba5f075446"	"Кокон жизни"	"Кокон прихоти"	"translate Caprice rather than unrelated life"	"APPROVED"	"/root/original_changes_review"	"Кокон прихоти"	"APPROVED_AS_IS"
"block:block.botania.cracked_livingrock_bricks"	"sha256:826a25c47f7e27d67713181b52d96b96029f76dd19f4d4b31095439b18c8c4b8"	"Потрескавшийся кирпич из жизнекамня"	"Потрескавшиеся кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Потрескавшиеся кирпичи из жизнекамня"	"APPROVED_AS_IS"
"block:block.botania.floating_spectrolus"	"sha256:44c9ed2d6fe40b249ce89f1c2508b21656d179f7d8fa42507cc679750d6b2a48"	"Парящий Cпектролис"	"Парящий Спектролис"	"replace Latin C lookalike with Cyrillic С"	"APPROVED"	"/root/original_changes_review"	"Парящий Спектролис"	"APPROVED_AS_IS"
"block:block.botania.livingrock_bricks"	"sha256:e6e8902ee97980d622d91bccdd80d1d8eb352bab4a1509977e3bf7d9f4c364cc"	"Кирпич из жизнекамня"	"Кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Кирпичи из жизнекамня"	"APPROVED_AS_IS"
"block:block.botania.mossy_livingrock_bricks"	"sha256:307dd824063338cf1b96faca453dd5e1544892367c96f1eaea98f6ea38bd9f8c"	"Замшелый кирпич из жизнекамня"	"Замшелые кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Замшелые кирпичи из жизнекамня"	"APPROVED_AS_IS"
"block:block.immersiveengineering.sawdust"	"sha256:9ef3c525309a30d732c44c53b88edc46ad341712e945445c9c7150e6158ab4e8"	"Спасательная подушка"	"Покрытие из опилок"	"translate Sawdust Flooring rather than unrelated safety cushion"	"APPROVED"	"/root/original_changes_review"	"Покрытие из опилок"	"APPROVED_AS_IS"
"item:block.botania.apothecary_livingrock"	"sha256:da19be1e83881285675875b42b136ecd5bfae20c4f08b743939effa851308e28"	"Живой лепестковый аптекарь"	"Лепестковый аптекарь из жизнекамня"	"restore Livingrock material term used by the family"	"APPROVED"	"/root/original_changes_review"	"Лепестковый аптекарь из жизнекамня"	"APPROVED_AS_IS"
"item:block.botania.blaze_block"	"sha256:0ca19f3e52d652729edc81af93d3737ca285a04bf8884ec3f49e449db2b482f8"	"Cветильник ифрита"	"Светильник ифрита"	"replace Latin C lookalike with Cyrillic С"	"APPROVED"	"/root/original_changes_review"	"Светильник ифрита"	"APPROVED_AS_IS"
"item:block.botania.chiseled_livingrock_bricks"	"sha256:2bd7a589aaa6fe5d8a9954ad016524d17939d0f2aa747df29cb4c21d14426bb3"	"Резной кирпич из жизнекамня"	"Резные кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Резные кирпичи из жизнекамня"	"APPROVED_AS_IS"
"item:block.botania.cocoon"	"sha256:91e0eaf5e7f09e1bdb1fb7772a65d6cabdc5a0722d0e10ad162153ba5f075446"	"Кокон жизни"	"Кокон прихоти"	"translate Caprice rather than unrelated life"	"APPROVED"	"/root/original_changes_review"	"Кокон прихоти"	"APPROVED_AS_IS"
"item:block.botania.cracked_livingrock_bricks"	"sha256:826a25c47f7e27d67713181b52d96b96029f76dd19f4d4b31095439b18c8c4b8"	"Потрескавшийся кирпич из жизнекамня"	"Потрескавшиеся кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Потрескавшиеся кирпичи из жизнекамня"	"APPROVED_AS_IS"
"item:block.botania.floating_spectrolus"	"sha256:44c9ed2d6fe40b249ce89f1c2508b21656d179f7d8fa42507cc679750d6b2a48"	"Парящий Cпектролис"	"Парящий Спектролис"	"replace Latin C lookalike with Cyrillic С"	"APPROVED"	"/root/original_changes_review"	"Парящий Спектролис"	"APPROVED_AS_IS"
"item:block.botania.livingrock_bricks"	"sha256:e6e8902ee97980d622d91bccdd80d1d8eb352bab4a1509977e3bf7d9f4c364cc"	"Кирпич из жизнекамня"	"Кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Кирпичи из жизнекамня"	"APPROVED_AS_IS"
"item:block.botania.mossy_livingrock_bricks"	"sha256:307dd824063338cf1b96faca453dd5e1544892367c96f1eaea98f6ea38bd9f8c"	"Замшелый кирпич из жизнекамня"	"Замшелые кирпичи из жизнекамня"	"preserve plural Bricks"	"APPROVED"	"/root/original_changes_review"	"Замшелые кирпичи из жизнекамня"	"APPROVED_AS_IS"
"item:block.immersiveengineering.sawdust"	"sha256:9ef3c525309a30d732c44c53b88edc46ad341712e945445c9c7150e6158ab4e8"	"Спасательная подушка"	"Покрытие из опилок"	"translate Sawdust Flooring rather than unrelated safety cushion"	"APPROVED"	"/root/original_changes_review"	"Покрытие из опилок"	"APPROVED_AS_IS"
"item:item.botania.elementium_nugget"	"sha256:b1115810d1c2969283d83ea620f35344e78bb2f82bb17d5dae02a6ec779c06f9"	"Самородок элементиума"	"Самородок элементия"	"match the Elementium family term"	"APPROVED"	"/root/original_changes_review"	"Самородок элементия"	"APPROVED_AS_IS"
"item:item.botania.ender_air_bottle"	"sha256:8f96adbcb038831fc107167947eef142f840b69c08de0b9bc56aafca635c1171"	"Пузырёк с воздухом Эндера"	"Пузырёк лиминального воздуха"	"translate Liminal rather than Ender"	"APPROVED"	"/root/original_changes_review"	"Пузырёк лиминального воздуха"	"APPROVED_AS_IS"
"item:item.botania.gravity_rod"	"sha256:82540952066fedabf08df0c3b5f016055c361ccb5c3d24e36ca00a36d2f30f8c"	"Жезл Чёрной Мессы"	"Жезл затенённой месы"	"translate Shaded Mesa; correct Mesa/Mass confusion"	"APPROVED"	"/root/original_changes_review"	"Жезл затенённой месы"	"APPROVED_AS_IS"
"item:item.botania.king_key"	"sha256:870bbeb44a69501a5ceccf99b59daebd130057a684602d6156645e6618f70089"	"Ключ от Королевского арсенала"	"Ключ королевского закона"	"translate King's Law rather than unrelated arsenal"	"APPROVED"	"/root/original_changes_review"	"Ключ королевского закона"	"APPROVED_AS_IS"
"item:item.botania.mana_powder"	"sha256:8b097e55021affad33332decd4ea7bc3d907f60696b79d17b6757099a2391ca2"	"Мана порошок"	"Порошок маны"	"use natural Russian noun order"	"APPROVED"	"/root/original_changes_review"	"Порошок маны"	"APPROVED_AS_IS"
"item:item.botania.quartz_dark"	"sha256:e425b3949bea973515c0fcc208865e9ace86a922d0a75504f4af6f2dcc3a6b5d"	"Дымной кварц"	"Дымчатый кварц"	"correct adjective form for Smokey Quartz"	"APPROVED"	"/root/original_changes_review"	"Дымчатый кварц"	"APPROVED_AS_IS"
