id	source_hash	translation
patchouli-json:dynamictrees:guide:entries/potions/burgeoning_potion.json:/pages/0/text	sha256:cf3b4a4f161923ee2c3f7e4b75a55834baa758a0ea6077a092e43647ad760cce	Это зелье восстанавливает плодородие дерева и заставляет его быстро расти, пока почва не иссохнет. Эффект роста можно поддерживать сколько угодно, время от времени восстанавливая плодородие.
patchouli-json:dynamictrees:guide:entries/potions/burgeoning_potion.json:/pages/0/title	sha256:e6d528d1af04866bfc71d0a6fe835f0ea24632b1b0992b379ecafb138c775f51	Зелье роста
patchouli-json:dynamictrees:guide:entries/potions/burgeoning_potion.json:/pages/1/text	sha256:6190fa19250c01f1ae190ea83258aa307b7c7df924d38908ae090d6eb87ef922	Частицы, видимые на дереве под действием зелья роста.
patchouli-json:dynamictrees:guide:entries/potions/depletion_potion.json:/name	sha256:6fc3df290cfad58e2c5da65d7254d62694ec2b0f87ce1010dc1a4f43501b2983	Зелье истощения
patchouli-json:dynamictrees:guide:entries/potions/depletion_potion.json:/pages/0/text	sha256:5d62d8a698d2ee229df1da1d23eadcf6f327bba86a638f1fd7e83508173ed581	Это зелье истощает почву и останавливает рост дерева.$(br2)Так удобно украшать мир небольшими деревьями.
patchouli-json:dynamictrees:guide:entries/potions/depletion_potion.json:/pages/0/title	sha256:6fc3df290cfad58e2c5da65d7254d62694ec2b0f87ce1010dc1a4f43501b2983	Зелье истощения
patchouli-json:dynamictrees:guide:entries/potions/gigas_potion.json:/name	sha256:b4b1196821cfcd864bed1052e78b174549766fd6644a9f484bb901356493de47	Зелье Гигаса
patchouli-json:dynamictrees:guide:entries/potions/gigas_potion.json:/pages/0/text	sha256:ea0764e09e248acc465952b27e00a63f5ede9c24a99525d59359e7220786f724	Заставляет дерево вырасти до гигантских размеров. Учтите, что это работает только с деревьями, у которых есть огромные варианты: по умолчанию с елью и тропическим деревом.$(br1)Это равносильно посадке саженцев квадратом 2x2.
patchouli-json:dynamictrees:guide:entries/potions/gigas_potion.json:/pages/0/title	sha256:b4b1196821cfcd864bed1052e78b174549766fd6644a9f484bb901356493de47	Зелье Гигаса
patchouli-json:dynamictrees:guide:entries/potions/gigas_potion.json:/pages/1/text	sha256:1a3909e2f76380a45ec70386cd8fba5c122cb8dd3bc26ae2e0052371194e1dc6	Обычная ель рядом со взрослой огромной елью.
patchouli-json:dynamictrees:guide:entries/potions/transformation_potion.json:/name	sha256:11a954290a388c6917ea6e50e14022c0683529ad116357a09284708d83d9c0b7	Зелье трансформации
patchouli-json:dynamictrees:guide:entries/potions/transformation_potion.json:/pages/0/text	sha256:9387676c55060ae29e92dc4c1ded17c7556ae544b892063866346fa597d21870	Это рецепт варки базового зелья трансформации.$(br2)Оно используется для всех остальных зелий трансформации.
patchouli-json:dynamictrees:guide:entries/potions/transformation_potion.json:/pages/0/title	sha256:82e8f8238e78a8f5e1ba9407d918278099d5c47c8f5bfce6979203144608f27b	Базовое зелье
patchouli-json:dynamictrees:guide:entries/potions/transformation_potion.json:/pages/1/text	sha256:6648fd9fce7a5beaabf3ffcdfcfa3dec5519657243a1b5d50d64e7f62bc19e82	Это зелье превращает существующее дерево в другой вид.$(br2)Новый вид зависит от семени в рецепте. В примере выше используется жёлудь дуба.
patchouli-json:dynamictrees:guide:entries/potions/transformation_potion.json:/pages/1/title	sha256:790750e62d09a9ecca7b9c1ffd36c368d8f9d2f2648bac30c3f0cc50422c339c	Зелье трансформации
patchouli-json:dynamictrees:guide:entries/trees/apple_tree.json:/name	sha256:fb536403f0e56576dc5e208b60b86d1f3b4989223f518262150bd3668d65444c	Яблони
patchouli-json:dynamictrees:guide:entries/trees/apple_tree.json:/pages/0/text	sha256:283f974e89e48e67854fd2067a3e1256891de65568259581e8862aefa82b433d	Яблони — плодовые деревья и разновидность дуба. По умолчанию они встречаются на равнинах. После созревания на их листьях со временем вырастают яблоки, которые можно собрать.
patchouli-json:dynamictrees:guide:entries/trees/apple_tree.json:/pages/0/title	sha256:fb536403f0e56576dc5e208b60b86d1f3b4989223f518262150bd3668d65444c	Яблони
patchouli-json:dynamictrees:guide:entries/trees/apple_tree.json:/pages/1/text	sha256:e7d0d43a01eddc40a9a393a1ee118344fc3241e514c3afaad7c2e5ef45a5e368	Взрослая яблоня
patchouli-json:dynamictrees:guide:entries/trees/apple_tree.json:/pages/2/text	sha256:04990d225a9ffe13bbd1c51b6359949abada29158c756c3b3e003d718e3c57f4	Если установлен мод сезонов, например Serene Seasons, рост плодов зависит от времени года. Без него плоды растут круглый год.$(br2)После сбора используйте $(l:mechanics/dirt_bucket)ведро грязи$(), чтобы превратить лишние яблоки в семена для новых посадок.
patchouli-json:dynamictrees:guide:entries/trees/banana_plant.json:/name	sha256:3acf7b349ad24d79470e1cd8d819d040fb647d0ad18c3141b90b5c6c7e3b2f49	Банановые растения
patchouli-json:dynamictrees:guide:entries/trees/banana_plant.json:/pages/0/text	sha256:e22b60029a14b239c2e56752f27b57f03096303db3338372b9a36beec8350fae	Бананы бесплодны: из плода нельзя вырастить новое растение.$(br)Чтобы вырастить банан дома, соберите листья с верхушки и соедините их с ведром грязи. Получится отросток банана.$(br)Посадите его в гравий или песок. Он растёт только под дождём, даже с костной мукой.$(br)Банановые растения встречаются в джунглях и на пляжах.
patchouli-json:dynamictrees:guide:entries/trees/banana_plant.json:/pages/0/title	sha256:3acf7b349ad24d79470e1cd8d819d040fb647d0ad18c3141b90b5c6c7e3b2f49	Банановые растения
patchouli-json:dynamictrees:guide:entries/trees/banana_plant.json:/pages/1/text	sha256:0f4b5666b80cd0fe66559c739340d681416faff9848b2aa3a1816d9dbd46d01b	Банановое растение
patchouli-json:dynamictrees:guide:entries/trees/features.json:/name	sha256:5697d03daef4de9cf8db7cb11755f71358a32b4acca94909a9d449f71040d2dd	Особенности
patchouli-json:dynamictrees:guide:entries/trees/features.json:/pages/0/text	sha256:c34e06db9d2943600798a208f9b4aeb8501fe15ab9dbb89acef7401320ebe9e8	- Деревья постепенно вырастают из семян во взрослые растения и естественным образом огибают препятствия.$(br2)- Скорость роста и конечный размер деревьев зависят от биома, температуры и количества осадков.$(br2)- По тонким ветвям можно лазать, как по лестницам.
patchouli-json:dynamictrees:guide:entries/trees/features.json:/pages/0/title	sha256:109d6f455ed8c31a49197e9d1ca5241f95e8e593dc23412ef206aa9d07563b5a	Деревья
patchouli-json:dynamictrees:guide:entries/trees/features.json:/pages/1/text	sha256:62f63ddbe597fcdf5c6f953ff229fdc5f1cb6e51c3f241f23625c66bff4b144e	- Рост можно ускорить костной мукой: она также восстанавливает $(l:mechanics/rooty_soil)плодородие почвы$().$(br2)- Деревья случайным образом сбрасывают семена, которые могут прорасти сами.$(br2)- Деревья не растут в темноте. Листья без связи с внешней ветвью или без света погибают. Внешние ветви без листьев постепенно сгнивают.
patchouli-json:dynamictrees:guide:entries/trees/features.json:/pages/2/text	sha256:5533fc5f11c5795badd8b64211cd1c6238302211353f206dd2ddda698034b84d	- По листве ходят медленнее и слегка проваливаются в неё. Падение на листву защищает от урона, но разрушает блоки листвы.$(br2)- Существуют особые плодовые виды, например $(l:trees/apple_tree)яблони$().$(br2)- Падающее дерево может нанести большой урон, если кого-нибудь заденет. Будьте осторожны!
patchouli-json:dynamictrees:guide:entries/trees/features.json:/pages/3/text	sha256:7b975f353b3f75020a4689f021c358643e0dcbf311afe7080fc8917bb3c90e34	Падающее дерево убивает свинью
patchouli-json:dynamictrees:guide:entries/trees/nether_fungi.json:/name	sha256:8b83d17e0d45e5e0cf0a2e422367e86837add56e776eea05f13c032bf9ef9713	Грибы Незера
patchouli-json:dynamictrees:guide:entries/trees/nether_fungi.json:/pages/0/text	sha256:7af8574ad6ac2ea1e8c7d38dd33a07366668d22ffce43014a78e35a2bbe69e42	В Незере тоже есть древовидная растительность. Огромные багровые грибы заполняют багровые леса, а их искажённые сородичи встречаются в редких искажённых лесах.$(br2)Под обоими видами вырастают яркие грибосветы, освещающие мрачные подземелья.
patchouli-json:dynamictrees:guide:entries/trees/nether_fungi.json:/pages/0/title	sha256:8b83d17e0d45e5e0cf0a2e422367e86837add56e776eea05f13c032bf9ef9713	Грибы Незера
patchouli-json:dynamictrees:guide:entries/trees/nether_fungi.json:/pages/1/text	sha256:9fb329e8484ddb6ed572aa38caec0c2471ccbece8c24c2674c536702d0519dde	Багровый и искажённый грибы
patchouli-json:dynamictrees:guide:entries/trees/nether_fungi.json:/pages/2/text	sha256:08e306e2ff8cd4a6c6292d4e9372dea8b12e8de505a88e1a0e35f600063dd58e	С ростков в багровых и искажённых лесах можно собрать шляпки грибов. Посадите их на соответствующий нилий и ускорьте рост костной мукой.$(br2)Когда дерево начало расти, костная мука больше не нужна, чтобы оно достигло зрелости.
patchouli-json:dynamictrees:guide:entries/trees/nether_fungi.json:/pages/3/text	sha256:5112113f9a9fa0127b9d0cd7deaa8c0edf6bd306401aab7f4479ac20d9fd6227	Группа грибных ростков
patchouli-json:dynamictrees:guide:entries/trees/overworld_trees.json:/name	sha256:0ceb194cc7e210b698a58a64576301bc6f67a91290d4dfb2a5f410aa6b4f44d6	Деревья Обычного мира
patchouli-json:dynamictrees:guide:entries/trees/overworld_trees.json:/pages/0/text	sha256:e9d6d73353e54889548a5ab8a6e47c8d4e505427905e6a11205681b9b7e1c647	По умолчанию деревья Dynamic Trees встречаются по всему Обычному миру почти в каждом биоме.$(br2)Дубы большие и крепкие, а берёзы высокие и тонкие. Исследуйте мир, чтобы увидеть разные виды и их необычные формы.
patchouli-json:dynamictrees:guide:entries/trees/overworld_trees.json:/pages/0/title	sha256:0ceb194cc7e210b698a58a64576301bc6f67a91290d4dfb2a5f410aa6b4f44d6	Деревья Обычного мира
patchouli-json:dynamictrees:guide:entries/trees/overworld_trees.json:/pages/1/text	sha256:180b699603835ea0eb1b54650bf84a1e2bff010e58139cc791cbcb1cd3ddb53b	Примеры деревьев
patchouli-json:dynamictrees:guide:entries/trees/overworld_trees.json:/pages/2/text	sha256:c9b68750487565ae9957e4ab57f8e26e8d96ca65f77a4ae5b85f700051da33af	В некоторых деревьях живут пчёлы, поэтому при рубке постарайтесь не тревожить этих пушистых тружениц.$(br2)Пчелиное гнездо также может появиться на естественно растущем дубе или берёзе, если рядом есть цветы.
patchouli-json:dynamictrees:guide:entries/trees/overworld_trees.json:/pages/3/text	sha256:8539dc3269d61cc7c556853f0368e4e7701959b2e599306e7900f3dae29dd1fd	Пчелиное гнездо на берёзе
patchouli-json:enderio:guide:categories/test_category.json:/description	sha256:cf081546df7582303d3f15a6072b7f8c904d8b7c3b0707ed4482bf8d8719f376	Это тестовая категория для проверки!
patchouli-json:enderio:guide:categories/test_category.json:/name	sha256:56983b829b3ce5697d1bafca2452f8a14788e510b760629912bf94d977957524	Тестовая категория
patchouli-json:enderio:guide:entries/test_entry.json:/name	sha256:6445c84d258592664a66049ca900b7587fef5bc26b7ad293547e70cd07126122	Тестовая статья
patchouli-json:enderio:guide:entries/test_entry.json:/pages/0/text	sha256:03ed79e87c6c6205c0219183fe6d120274f610c8188e6d21ef34b01cbac4ac6d	Это тестовая статья, но она должна отображаться!
patchouli-json:parcool:parcool_guide:categories/category_about.json:/description	sha256:d93b170da7bc78ce93e720aa6caf7c50ec21f707f9a9ca14e69369705748a2c7	В этом разделе описаны концепция мода и общая информация о нём.
patchouli-json:parcool:parcool_guide:categories/category_about.json:/name	sha256:fd1cbd74a07111d7cdadf7c0a5c1ebb6c8c105229d7213bcd71a4404b469c5eb	О ParCool
patchouli-json:parcool:parcool_guide:categories/category_actions.json:/description	sha256:d31287158a5338dc1cd0d16bd5f1ea6db62b5b71d76992dba745f2a433d1b0cd	В этом разделе описаны действия, добавленные ParCool. В арсенале ParCool множество разных способностей. Давайте узнаем, как ими пользоваться!
patchouli-json:parcool:parcool_guide:categories/category_actions.json:/name	sha256:055e7c1b1b21b43a82165d251f15c244c056c6f6a13e08d498ccf0718ce882fa	Действия ParCool
patchouli-json:parcool:parcool_guide:categories/category_support_features.json:/description	sha256:1ddfd702e11e799b5dc92f1a45eac8fa5e590fe64e28931506d9d4f4ca157b7a	В этом разделе описаны разные дополнительные возможности паркура, добавленные ParCool.
patchouli-json:parcool:parcool_guide:categories/category_support_features.json:/name	sha256:ab80e6328e5c6a5852c8dd37477d42b755584e22b07696fbd85117872ddf0eb3	Другие возможности
patchouli-json:parcool:parcool_guide:entries/about/about_parcool.json:/name	sha256:5f58ed30378031b37ec6e1a4964daa8be341d54d38c30f127289ac5bc011eaf7	Что такое ParCool?
patchouli-json:parcool:parcool_guide:entries/about/about_parcool.json:/pages/0/text	sha256:fabb3572d32aad8d170130faaab112b093955e1888e5ba87b0813ab874edf1fe	Спасибо, что играете с этим модом!$(br2)Это мод для Minecraft Forge, добавляющий больше $(bold)крутых$() действий, например элементы $(bold)паркура$().$(br)Некоторые действия действительно основаны на приёмах паркура.$(br2)Теперь вы паркурщик. Вперёд, покорять мир Minecraft!
patchouli-json:parcool:parcool_guide:entries/about/about_parkour.json:/name	sha256:5356955a02f137cc07bcfe42437e15bfad4d44d57d6567a9abdcdd90df5e1bc5	Что такое паркур?
patchouli-json:parcool:parcool_guide:entries/about/about_parkour.json:/pages/0/text	sha256:cf9e9991400911e23cf494997d729251247393853a5de2157182bed483ca96ff	$(italic)Паркур$() — вид спорта, основателем которого считается $(italic)Давид Белль$().$(br)Задача паркура — самостоятельно перемещаться из одной точки в другую как можно быстрее.$(br2)Название происходит от французского слова $(italic)parcours$(), а занимающихся паркуром называют $(italic)трейсерами$().$(br)Иногда паркур называют $(italic)фрираном$(), то есть свободным бегом.
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/name	sha256:fb1875d0a5e85f29f239c293e5837e234fa07068b040fd11c2078c28df7d72d4	Благодарности
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/0/text	sha256:fa60c38499c2abf9d9d67379a6c32d6befb7acc2d91a004fe726c25011abfe70	Здесь перечислены разработчики и переводчики мода.$(br2)Также благодарю всех участников, не вошедших в список.
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/1/text	sha256:7c4fe1c4a03c4d71eb319405817aa122e7b7e123f84b24cd07f636b6de03c7fc	Основная разработка$()$(italic)$(list)alRex-U$()
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/1/title	sha256:32cb429d1be3aadfd0073f8fc99d73d2d3e6577c47219453e94718814f948658	Разработчики мода
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/10/text	sha256:970880ea9e7160fce7d8aae9a49742ad10e1904aece3f3a02bf31f23d6c7be74	$(bold)ru-ru$()$(italic)$(list)MasterXort
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/10/title	sha256:37f313b8a0e6cc48da70d298f33bd521725e265d9a2479f9cf16328127ce3640	Переводчики (русский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/2/text	sha256:ea08d13f5fbd5bd9137473eec1070f1c61c62af9431264e366fa0e539924d884	$(italic)$(list)SquARzY
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/2/title	sha256:46124e023603420f8670526e3eb9a603935e8916cb8e0428ea84bbe42d85d297	Звук
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/3/text	sha256:fa30bf3517d5b7cbde6c545aae731dee3b9ff9cf9d5810bd1fc8004c0f9322fd	$(bold)en_us$()$(italic)$(list)alRex-U
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/3/title	sha256:31f28b271bb51eb23188a59586c28205a1b9b35c1e405693bd04cc8ba179875b	Переводчики (английский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/4/text	sha256:058fbb61f27265624341266c6c0a234114045ea9db0413e42ccd070c2fd76b4c	$(bold)ja_jp$()$(italic)$(list)alRex-U
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/4/title	sha256:2fbf706a6fba469d2b95544a96209cc48ba00d793ba28553bd57a3b5af7e39f4	Переводчики (японский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/5/text	sha256:c5c9accb5c3b6cb4d5f68d1996f3a788b9d73de8a37f5102e5fc82ca1ffeefec	$(bold)ch_zn$()$(italic)$(list)CatalystGinger$(list)GuoDaiYi$(list)njt-233$(list)Kasualix
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/5/title	sha256:95a9a6ed13a461e8d90bb8204cc8e19d3cb82ba86769c5faeb6d4adec8750402	Переводчики (китайский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/6/text	sha256:c0c0c6d7cf54d16b96d5470c202a82060fbffdcda71fd186c8795d2334092e67	$(bold)fr-fr$()$(italic)$(list)COwOkie
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/6/title	sha256:9328fc0919eb8dd74ac45f9a350968ed9e2e4813ffed7a94479c34a715a09cf0	Переводчики (французский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/7/text	sha256:be02a4b5ca0510bdd362102d288f83bec9a691a0c83508636e2d95ff6748552d	$(bold)pt-br$()$(italic)$(list)FITFC
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/7/title	sha256:0d19f3bcbbb5747344877441675dec171f79c9e9eb9c42cb779ecea32c8ec5f4	Переводчики (бразильский португальский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/8/text	sha256:98e505e8ea7599e1f2a6127f0e1f60e53132fb7ccbaceab65eba35fd2abbb14b	$(bold)es-es$()$(italic)$(list)GhostOfCazador$(list)elAltrex
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/8/title	sha256:7d0bfa8018f04b39ee27e554e1da3a8157520002ce74bf4809864971546decb2	Переводчики (испанский)
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/9/text	sha256:410a8b840a27308cd0013e91c22e93e5a795e901d5015afe8d3cfe6af56f5d67	$(bold)ko-kr$()$(italic)$(list)Mexwell12
patchouli-json:parcool:parcool_guide:entries/about/credit.json:/pages/9/title	sha256:2c850a6063b8b9c51ae6493329daa899d3bbc30f94d3e18b2760a6155a884f56	Переводчики (корейский)
patchouli-json:parcool:parcool_guide:entries/about/stamina.json:/name	sha256:cc350ea3393968f7cd7cbf135e8c1ec826c85b881b68dc619c699667805a3e96	Выносливость
patchouli-json:parcool:parcool_guide:entries/about/stamina.json:/pages/0/text	sha256:3eac61a65d70235b934074df2391bd1e5bef99eea83806ada2d064c256e2154d	Этот мод добавляет в игру выносливость.$(br2)Она расходуется при выполнении движений ParCool. Когда выносливость заканчивается, действуют штрафы:$(list)нельзя ускоряться, а скорость снижается$(list)недоступно большинство действий ParCool$(br)Следите за запасом сил.
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/name	sha256:c37c353c6eb9063262fd05251e80b2cd1cef28e22a01e8ac41be74ae0399d9c9	Безопасное приземление
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/0/text	sha256:9faf8850ba25eda03b78f706c8e28951a5b17f462537db8680b72b9d6edadc36	$(bold)Безопасное приземление$() защищает от удара при приземлении.$(br2)Доступно два приёма: $(bold)перекат$() и $(bold)безопасный сгиб$().
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/2/text	sha256:62992ab8dfd8fa15b9d66965ca4f36a08b1494212413f2159d694f25c7c8e629	$(bold)Перекат$() — один из видов безопасного приземления. Он превращает удар при приземлении в движение переката.$(br2)Вопреки распространённому заблуждению, $(italic)перекат$() в паркуре — это техника приземления, поэтому в ParCool он также выполняется только при приземлении.
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/2/title	sha256:4464105f259b642447aa1822c9e9da42015985f4b8f3d25c53bcb985f00e394f	Перекат
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/3/text	sha256:a7fea6eb381eaf184b22779d4c6a00d7ff1a52cd962d45a27e31dd4ab83f2cd6	$(list)При приземлении удерживайте клавишу движения вперёд или назад и клавишу безопасного приземления ($(k:parcool.Breakfall))
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/3/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/4/text	sha256:a481346071e9283e18b87d68eea25d4dd1cceb25b00f3b6714f66825980bf00d	$(bold)Безопасный сгиб$() — один из видов безопасного приземления. Он гасит удар за счёт сгибания ног.$(br2)Но как Стив вообще сгибает ноги?
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/4/title	sha256:bd998f1ee71b2c2c57a588da5648c6af466498ece03947347d2a9420b8f13152	Безопасный сгиб
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/5/text	sha256:56d5fbd3c629092e6545bef037e7d6bd8130dac9fde19ec59536e9b5247a793f	$(list)При приземлении удерживайте клавишу безопасного приземления ($(k:parcool.Breakfall))
patchouli-json:parcool:parcool_guide:entries/actions/breakfall.json:/pages/5/title	sha256:97666357604928b175f2941ae20cc135fe62f3a9244ae4471f3a92fe15427edb	Как выполнить
patchouli-json:parcool:parcool_guide:entries/actions/catleap.json:/name	sha256:648fc42231a9d4b5da451bf5e3fa5bd98fe2af7f8a20a4015df9eddbdbffbee4	Кошачий рывок
patchouli-json:parcool:parcool_guide:entries/actions/catleap.json:/pages/0/text	sha256:acc5801fc3789221749dc818dceacd4b5bbaa3b3d8912394a625a8c5d0e8327c	$(bold)Кошачий рывок$() позволяет прыгнуть и ухватиться за верх стены, забора или другого препятствия.$(br)Это один из основных приёмов паркура.$(br)В реальном паркуре трейсеры гасят удар при приземлении движением ног.$(br2)В ParCool этот приём работает как длинный прыжок. У него есть время восстановления.
