id	source_hash	translation
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_scythe.json:/properties/6	sha256:b778ec53dc36b1fe586e9def098a0861e23ccc3ffffbf4b564b15169b15f2222	Собирает урожай
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_scythe.json:/text/0/text	sha256:8af7ba41951bf8233bba518dfc8a3aee62c449800e0736acf74bc211207c8b41	Коса - это широкий жатвенный инструмент, эффективный на растениях или монстрах в области 3x3x3.
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_scythe.json:/text/1/text	sha256:7b6c50f65139a03813c1158ff892854ae76fe1e598abb3b9b0a64a0cc0ba8fea	Расширители поочерёдно увеличивают  ширину/высоту и глубину копания, а Шёлковый позволяет стричь по области.
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/properties/0	sha256:a223d8a7232d8f6ae32f5f02a2ed35409016d090ed702899b9cea1d4c032efcb	+3 урона
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/properties/1	sha256:43324bfceb2726c4d899d40b0e7fd15836904390b947657f4ec75c166f1aba95	135% модификатор атаки
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/properties/2	sha256:22a91583d996340e0425558e3c0f5b560f7dc057f672239ed7c9bbe8c64dc82c	0.75 скорость атаки
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/properties/3	sha256:2e6f2f2b87cb62e6adddc12a10a2b8262d4a0a4d3c8b5c05e227a0ac1fbe89f1	40% модификатор копания
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/properties/4	sha256:5a15fa9dfce8f21847bbea233d4cf24b2cd4a1a0a5da07d24db81ba4107e7cea	400% модификатор прочности
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/properties/5	sha256:b061df741625107d91e2ccfc68da9daa7d5f9e59849bf22cdddef926b1d933d4	Кара II
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/text/0/text	sha256:40d3e70e9d332f330cda15cfdbb12c6fd84551cba4a559a669fa252f41699807	Молот - это широкий шахтёрский инструмент. Эффективный для камня в области 3x3.
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_sledge_hammer.json:/text/1/text	sha256:ef66452b75444bd8fd704777eeb8feaf064a9c6473cae57cf11a8828a67e412c	Расширители поочерёдно увеличивают ширину и высоту области добычи.
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/properties/0	sha256:a223d8a7232d8f6ae32f5f02a2ed35409016d090ed702899b9cea1d4c032efcb	+3 урона
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/properties/1	sha256:6da33904aa82eb2cda5aa44179133a44220ca4f4b272e99a475c8f4371d01050	125% модификатор атаки
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/properties/2	sha256:3aca5d7638c0481735141a859b2ad1452c8a12bf0262b63d182ebda9aa651f4a	Скорость атаки 0,85.
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/properties/3	sha256:94aabe75539c402339d4b5ca05aa097c892e4383ae32238cfcbd6b0b1845313d	30% модификатор копания
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/properties/4	sha256:7af26148bdfc745750176653b327314c1393c92620a3a29a74646efc932f7989	500% прочность
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/properties/5	sha256:6f1c771a993bcd8c3922f148db0a6f4d9b632d419741bfd94253f7c6108c7e63	Пронзание II
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/text/0/text	sha256:8ad63fea2c97682b3491c5cad9e24d9fe69311f3c1c653b195419e8eed3696f7	Жильный Молот добывает каменные блоки и соседние блоки того же типа на расстоянии до 2 блоков.
mantle-book:tconstruct:encyclopedia:tools/broad/tconstruct_vein_hammer.json:/text/1/text	sha256:bdb40ea2ec60bf65dd4ca0f7d92f6270a1471eb98197c659109decdcccd2814c	Каждый расширитель увеличивает максимальное расстояние на 1 блок.
mantle-book:tconstruct:encyclopedia:tools/ranged.json:/text/0/text	sha256:fe974031bf4da3c80c656ba5cf0c8ba190eb34412b5c86d08b555f52b00dff6b	Оружие дальнего боя идеально подходит для атаки врагов на расстоянии.
mantle-book:tconstruct:encyclopedia:tools/ranged.json:/text/1/text	sha256:868c6bab8ae5e25517c8a43e0c7b43a28d31a369e507609ab453efc8934a5c9a	Многие виды оружия дальнего боя можно использовать и в качестве оружия ближнего боя, хотя они, как правило, менее эффективны. В результате не каждый применимый модификатор влияет на дальние атаки.
mantle-book:tconstruct:encyclopedia:tools/ranged.json:/title	sha256:63f330345dfa255b152d53f7bd1c740037765d6f43e46ae9c33e697d9bce06e9	Оружие дальнего боя
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_arrow.json:/properties/0	sha256:a4a350e75515408d73ec783a2a7d9d2dd3775c4d66f018fbfd2053e608ba1c8b	2.0 Урон от снаряда
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_arrow.json:/properties/1	sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c	Точность: 0,75.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_arrow.json:/properties/2	sha256:ef2eeac6e08138011078954c50666b70520a3921f863a9de8c57f1a8da5f891e	1 особенность наконечника, 1 особенность древка
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_arrow.json:/text/0/text	sha256:71ca238d5e70e467d6f53d4fa3b202299dacfedc8bca8a3c9b5917e58f931d72	Стрелы — это одноразовые снаряды, выпускаемые из длинных луков и арбалетов. Их нельзя использовать непосредственно для нападения.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/properties/0	sha256:91c713b4a38e161af0e9e9b5f76340d9786b05f5254f3e7d0d18a13a42fcb354	1.0 Скорость атаки
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/properties/1	sha256:56e46c409d7ae0793d59b566e8c17c987292b2f8d0350f0c3ed0669883abf961	1.0 Скорость натяжения
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/properties/2	sha256:db1419b22e6e3eb5809a47d17276fb380c73af92adb0eb9dc123c594086fc540	1,00 Скорость стрелы
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/properties/3	sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c	Точность: 0,75.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/properties/4	sha256:f3510747548eb5035a6d8dcfcfbacb63f7af6eda4b86c0ddfe8c421c4a5b7d2b	Множитель прочности 200%.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/text/0/text	sha256:191aa28b22e23442c0b59216dc4d326fce485c087aade56c8ee1a77243a9d7cc	Арбалет — это быстродействующее оружие дальнего боя, способное стрелять как стрелами, так и фейерверками. Стрелы можно загрузить в лук, а затем выстрелить позже.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_crossbow.json:/text/1/text	sha256:f37fe6a9ee394d0bf709e8664113565a3cf6fc643580730ad7c54767b857a50a	При использовании модификаторов взаимодействия арбалет действует при щелчке левой кнопкой мыши.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/properties/0	sha256:93a399f6532f698c4c7a8c4a8bda0df3ae1910969592ae02a45a2cac258be8ef	2.0 Скорость атаки
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/properties/1	sha256:56e46c409d7ae0793d59b566e8c17c987292b2f8d0350f0c3ed0669883abf961	1.0 Скорость натяжения
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/properties/2	sha256:1abc7cc6a7bf26314336009ed2f7648feb6eaa9689d0b565eaf77ba5e50ed1f2	1,00 Скорость поплавка
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/properties/3	sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c	Точность: 0,75.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/properties/4	sha256:74302eae19a0e943479ece498c220437ebed50a8ccccc375a7f95f46a872f042	Множитель прочности 150%.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/properties/5	sha256:efb9875b041e49cfec23510b21ef4d0c3b7508d46e89db6affbe7f80048c0644	Ловит рыбу
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/text/0/text	sha256:4b60d3b18db716a38df42362cfc51ed0ea1564b3c963c4340eb8060487ba2050	Удочка — оружие дальнего боя с небольшой дистанцией, не требующее боеприпасов. Она наносит урон монстрам при подтягивании и подходит для рыбалки.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_fishing_rod.json:/text/1/text	sha256:b2fca4b9ccfaf76474e896a58ff4ceaf33826fb2a37204682475f69ce2942f9b	При использовании модификаторов взаимодействия по умолчанию удочка действует при щелчке левой кнопкой мыши, хотя рабочая таблица модификаторов может это изменить.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_javelin.json:/properties/0	sha256:a223d8a7232d8f6ae32f5f02a2ed35409016d090ed702899b9cea1d4c032efcb	+3 к силе атаки
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_javelin.json:/properties/1	sha256:10a48b4b37aad0f2cd00a35ab9daa8ccfd365b57407300e2668c8f9388fe49d5	1.1 Скорость атаки
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_javelin.json:/properties/2	sha256:19cffe0517333cd7a9e7976f06c3d051045cf1011cda1043a4904c84a8146d7b	Суммирует статистику всех частей.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_javelin.json:/properties/3	sha256:3fb0f42594e154cbd8122931085ff10f6eac34e767181e38eed908e6bb112797	Бросок
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_javelin.json:/text/0/text	sha256:166a00b673ff6b623668e5c36ba28194a56284ef231bc0b781e398cce8c4fefe	Копьё — гибридное оружие ближнего и дальнего боя: им можно атаковать вблизи или метнуть во врага на расстоянии.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/properties/0	sha256:91c713b4a38e161af0e9e9b5f76340d9786b05f5254f3e7d0d18a13a42fcb354	1.0 Скорость атаки
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/properties/1	sha256:56e46c409d7ae0793d59b566e8c17c987292b2f8d0350f0c3ed0669883abf961	1.0 Скорость натяжения
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/properties/2	sha256:db1419b22e6e3eb5809a47d17276fb380c73af92adb0eb9dc123c594086fc540	1,00 Скорость стрелы
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/properties/3	sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c	Точность: 0,75.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/properties/4	sha256:ae4ef9afe8f95e1c5b74e23fc875d7dd9ae09d71ea1e0ab115e7708b13772aa5	Суммирует характеристики обоих плеч лука.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/properties/5	sha256:74302eae19a0e943479ece498c220437ebed50a8ccccc375a7f95f46a872f042	Множитель прочности 150%.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/text/0/text	sha256:ef0bf748b7c6552a9a33c501ae54e1e16a8f6e0ffa41e7142aa5ecd92ab57a56	Длинный лук — это оружие дальнего боя, стреляющее стрелами. Стрелы запускаются сразу после выпуска длинного лука.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_longbow.json:/text/1/text	sha256:a3b52ca9dcd6e6b4b576efb14e4c615ac6a291f96d491836940cbb7cf23c7697	При использовании модификаторов взаимодействия длинный лук действует на щелчок левой кнопкой мыши.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/properties/0	sha256:6a294451e304487a3486c4d11e2016807c32e93290177cf2262781185a3e58a6	1.5 Скорость
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/properties/1	sha256:1a242789f69ef9b22ebf5f2dc32f711c0f25ee3b538da021446c53c31ae882d6	1,5 урона снарядом
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/properties/2	sha256:a1a4080d26ea999d10554f7db544db6c4984e3a0721d32afe7f403ebb59030a1	Множитель урона 200%
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/properties/3	sha256:0f22cadfd2ca6166f514923cd9ba67a7795350905a824a905a89c959261cae2c	Точность: 0,75.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/properties/4	sha256:9715490379d480d3e49900db8e5eb17df2400624aa4b1745d7492fd945e1f704	2 особенности наконечника
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/text/0/text	sha256:675f138d30d4842a32fa4e3abf1c1c8d7afee0331ce890a656db6b65fec2caa3	Сюрикены — это быстрые одноразовые боеприпасы, которые можно бросать без использования другого инструмента.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_shuriken.json:/text/1/text	sha256:eedc2635567357d57d8522936e059fcabc549ce1d9c0a9bb3347f970a89443e9	Это упрощает их использование, но ограничивает их потенциал.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/properties/0	sha256:8f5ce0a826df98406feeb2360d39e9291dda5c3e9a78d042d2b13160345513fb	0,75 Скорость
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/properties/1	sha256:1a242789f69ef9b22ebf5f2dc32f711c0f25ee3b538da021446c53c31ae882d6	1,5 урона снарядом
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/properties/2	sha256:5704a8ff4c70d01a9872174db9dfe84d55c7542fd82f481c08cbd43c3d37212c	Множитель урона 300%
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/properties/3	sha256:79eb7d7bec5e46c368745a7f23d4b9ac17fe0bf740545988bc616392ba287963	Точность: 0,5.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/properties/4	sha256:ef2eeac6e08138011078954c50666b70520a3921f863a9de8c57f1a8da5f891e	1 особенность наконечника, 1 особенность древка
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/text/0/text	sha256:46b7e7bc8b7a13e9ef8415c23f03d4d5b062503f13c301404acd9907af2a03d9	Метательные топоры — это одноразовые боеприпасы ближнего действия с высоким уроном, которые можно метать без использования другого инструмента.
mantle-book:tconstruct:encyclopedia:tools/ranged/tconstruct_throwing_axe.json:/text/1/text	sha256:befd48449bac295bd0e7a4d42481b07c02e66200c6dad3cc5f39e5700ed950a1	Идеально подходит, если вы хотите нанести больше урона, чем сюрикен.
mantle-book:tconstruct:encyclopedia:tools/small.json:/text/0/text	sha256:7e4b53b5355b53acd0c5cedd281d3353d0b3d9f308b50d45396828c44e31126b	Все малые инструменты могут быть созданы либо на литейной станции, либо в кузне. Для их создания потребуется от 2 до 3 частей, дающих от 2 до 3 характеристик. Большинство малых инструментов имеют в начале 1 слот для умений и 3 слота для улучшений.
mantle-book:tconstruct:encyclopedia:tools/small.json:/text/1/text	sha256:7434135eee3228ab3b4605f86b4863e4f98396a594aacbf78b434a729dd8f9bd	Большинство инструментов имеют бонус к урону, который прибавляется к характеристикам головки и умножается на характеристики рукояти. Кроме того, некоторые инструменты имеют модификатор атаки, который умножает урон от всех источников на инструменте, включая модификаторы. Некоторые инструменты после создания уже имеют особенности, которые применяются после сборки инструментов, аналогично особенностям материалов.
mantle-book:tconstruct:encyclopedia:tools/small.json:/title	sha256:43b24d8f7a9f4cda49cf0a7937536c9d72cb81a57a40b634e30f2c28cdd721b8	Малые инструменты
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/properties/0	sha256:a223d8a7232d8f6ae32f5f02a2ed35409016d090ed702899b9cea1d4c032efcb	+3 к силе атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/properties/1	sha256:9bae114d4233e154fd0afcd109f0c02bb4d9ca058df3f459636395320d2cd42d	Модификатор атаки 65%
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/properties/2	sha256:93a399f6532f698c4c7a8c4a8bda0df3ae1910969592ae02a45a2cac258be8ef	2.0 скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/properties/3	sha256:8a56a6dcb2e8a603a684ecae4ff3273b41085af50105e8535ee9622cef13592b	75% прочность
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/properties/4	sha256:dd6efbbffbaae5dc13962ce2facb2d55c77b3998fad3dd07afa0e41c4b4c4996	Мягкий I
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/properties/5	sha256:4345eda905c48d2e5b9a0d9f5dcd3a2389d4f50b7bb13066e190ff8448677fd5	Можно использовать во второй руке
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/text/0/text	sha256:e0f15dc9aab372231cdb1785196835e0795c19f126ccbb92e002579a5be3f45c	Кинжал — быстрое и точное оружие, которым можно пользоваться обеими руками. Идентичные кинжалы можно складывать по 2 при модификации, если они неповреждены, что дает скидку на модификаторы.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_dagger.json:/text/1/text	sha256:495c2d65b10319b9f700102370a63fc477e1110bb781de464664487875b37f08	Модификатор шёлковый дарует стрижку.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/0	sha256:6f45ed8205617ffc5f4bc2144a3954ea486d9957f98a7e87f21ee039bbb72541	+0 урона
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/1	sha256:91c713b4a38e161af0e9e9b5f76340d9786b05f5254f3e7d0d18a13a42fcb354	1.0 скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/2	sha256:714d9b1a5c68cfa8f191befb5e42f25b51014068368dd7cc7a70f26bc666b34a	100 прочность
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/3	sha256:9bb159be39b85f16464f6f12e7879c042ea5200156c9ec7a4e48ae0ab9a90c93	Пламенный I
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/properties/4	sha256:0848b81b650f60a3a3c3e6807659cc45b30c8df8b97a51062e5ac933d349272b	Разводит огонь
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/text/0/text	sha256:52639a656c5a8246acd09c7842db179042d6a95215b02e5eaccba4c54633d446	Обожжённое огниво — ручной инструмент с умением «Поджигатель».
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_flint_and_brick.json:/text/1/text	sha256:ba2b57d0c3a97add1b576540fe17ff0457dfe39020c61da3909d3c048ef59e38	Модификатор Расширитель увеличивает радиус поджога, который ещё больше увеличивается с помощью Запальника.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/properties/0	sha256:cf43d6588cad3574fef4af6565a50ea75fa6cdbea88dbde2aca7b7ffbff8c6fa	+6 урона
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/properties/1	sha256:efeddb9247fdfe471edca15387e6355592e27f2a03e80f56d1393c07802e1c72	0.9 скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/properties/2	sha256:4ce28f6ec24cfc0a55039371e96a6245a36b852fa7e12e24864204f53a3416d8	Обтёсывает древесину
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/text/0/text	sha256:75a67e66e8c6d24957f1aa81515d69668cac0e9d5d3411b4b559b801c7819094	Ручной топор - это точный рубящий инструмент, эффективный при работе с древесиной, растениями и листьями.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_hand_axe.json:/text/1/text	sha256:a146812479c954cc8aa44d31056c874adb2c5d8d8836d8b94dc2dc7ce4b98262	Расширители увеличивают круговой радиус топора.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/0	sha256:9bb33d612d071b4635c7678899aa1721aae9e489abadb23299b8bec244f8904c	+1 к силе атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/1	sha256:ef64fb78cccfc876e0aaf05461441ba651a4b7949a1bf79ea2d8bc0518c644c8	Модификатор атаки 50%.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/2	sha256:23446991a4f228de51ba6e4a4b0959dc2c805da848d920079780712cbd5f29f7	1.6 Скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/3	sha256:284e6f1e3adc260411a7479d918879d59561071f339ef75ed70da1d32ea624d0	Ножницы для растений и животных
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/4	sha256:271ea559f9d3ac05c2ebe612f7f4b0e6be4d86a3a333f92cdb50a23f308212d5	Небольшая атака по площади
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/5	sha256:b778ec53dc36b1fe586e9def098a0861e23ccc3ffffbf4b564b15169b15f2222	Собирает растения
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/properties/6	sha256:c49a58c532e8d304ddd789859deb80a1fddcd381adf781e298269ede807fe37b	Вспахивает землю
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/text/0/text	sha256:c94c3ce5d9b05fa7cc5eb2fc72bbee65055dbeaffcbd2e20bf8823359500278e	Кама — это точный инструмент для жатвы, эффективный для растений, паутины и шерсти.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_kama.json:/text/1/text	sha256:79b617eeafb5939adcc6df68a15a5e365f9117c2fbb3b42d1e544da4107c98bd	Расширители увеличивают радиус окружности инструмента.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/0	sha256:1a8fd833a173fddd0274b5b814b823dd89c7a7ce82b1b89269059589a8446ec4	+1,5 к силе атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/1	sha256:d4a646e53143afeeef47b725727bf740de5be04c29c7b3c4b3e9e1c187927e65	Модификатор атаки 110%.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/2	sha256:efeddb9247fdfe471edca15387e6355592e27f2a03e80f56d1393c07802e1c72	Скорость атаки 0,9.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/3	sha256:503e744e467e5764e2d1df8a0da05415458f9ae9596e3d43e99eb57b790d8715	Множитель скорости добычи 110%
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/4	sha256:c3be6cf30b19a2e78f4569243c96dce355b5444c853496eaec5e731d14c7fdb7	Множитель прочности 125%.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/properties/5	sha256:c49a58c532e8d304ddd789859deb80a1fddcd381adf781e298269ede807fe37b	Вспахивает землю
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/text/0/text	sha256:f3a6b01222e2f712c5b8384b09194dd799400f71849f07875e6a4399096bc1cd	Киркомотыга — сельскохозяйственный инструмент, эффективный для брёвен, земли, гравия и песка. Древесину она добывает быстрее.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_mattock.json:/text/1/text	sha256:090cffd251dcf4194a20a3cd55f68573f1907e5f8ffadfdc4718dd56f5446f9e	Экспандеры позволяют также добывать соседние блоки одного типа, диапазон которых зависит от количества экспандеров.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/0	sha256:1dc93b5729409737d3e30d234796807f03823cf9538c922a9a3eaa202140b37a	+0.5 урона
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/1	sha256:b213ea6a90bf0fd68cce502487d0adf1259beabee3529e8a3aca7a01f378122c	115% модификатор атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/2	sha256:087baebb81f6d0393644b6b0055995b76a5037ee9a366470723910f4d5b68187	1.3 Скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/3	sha256:ad227e892db7622f1082086426a4b7b211538a6ce5cfd03b9fb13bd9c52e8749	75% модификатор копания
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/4	sha256:3fdadcd85bc9ba5daa3dacb43a9cdb821001c278a444f1479d959150bffdcd3b	130% модификатор прочности
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/5	sha256:d0e7232a7924cfc282c7db98eb7f637d1a247371832bf7e2a7936c0b3e4cd51e	Прокладывает тропы
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/properties/6	sha256:5633a70f248667f01995a8d327234796bb8faadd87049138aad5fd08a5cfccd3	Уровень добычи ограничен золотым
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/text/0/text	sha256:6fbef0074e16a6024eee8a33fe484ffaeb0bd2611d0fd33670cd7eb3b1e4f80e	Киркотесло - это универсальный инструмент для добычи камня и земли, эффективный на различных блоках, но не способный повышать уровень добывания.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickadze.json:/text/1/text	sha256:cdd73ab5c450e515069f1938a8af6601168952f2e0ed4d089208c3199a1a66e1	Модификатор Расширитель увеличивают высоту копания, позволяя создавать эффективные лестницы.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/properties/0	sha256:1dc93b5729409737d3e30d234796807f03823cf9538c922a9a3eaa202140b37a	+0,5 к силе атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/properties/1	sha256:5d8e42827d37c29bdb0882ab164b8b2636b813411f183edd29feead35a96620a	1.2 скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/properties/2	sha256:29ef96c0e0d4ec730d8ac521fc34a9ca0dcd89beb0f3cbaf86fc5e882b78aa00	Пронзание I
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/text/0/text	sha256:ddd8bc83d9f9cb0d40ccaf6e5f1b537f4a082ddfdb991bd162f68cb237828a61	Кирка - это точный горный инструмент, эффективный при работе с камнем, металлом и рудами.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_pickaxe.json:/text/1/text	sha256:a29d668b864164ca3ab8e8807110508a5c3d5d249f8ea138c508647fd7855331	Расширители увеличивают высоту и глубину копания, чередуясь при применении.
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_sword.json:/properties/0	sha256:a223d8a7232d8f6ae32f5f02a2ed35409016d090ed702899b9cea1d4c032efcb	+3 урона
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_sword.json:/properties/1	sha256:23446991a4f228de51ba6e4a4b0959dc2c805da848d920079780712cbd5f29f7	1.6 скорость атаки
mantle-book:tconstruct:encyclopedia:tools/small/tconstruct_sword.json:/properties/2	sha256:0a46d6a90867b9d7950e21cd245e467a7c93fb3191a5ced759bd943533327ff7	110% модификатор прочности
