id	source_hash	translation
ie-manual:immersiveengineering:automated_workbench.txt:line:5	sha256:add982d79a0bbf7255ed4e509a816b69976af649c16adab9265f54dfcfb70300	Входы для предметов — это два люка, отмеченные синими точками, вход питания находится над ними. Готовые изделия сбрасываются в конец конвейерной ленты.<br>
ie-manual:immersiveengineering:automated_workbench.txt:line:6	sha256:54f4530ad2344220c729a4cf60f3d422c95e7f3b15e7cd08297735372bf28dc3	Сигнал редстоуна на панели управления под чертёжным столом остановит машину. Это поведение можно инвертировать отвёрткой инженера.
ie-manual:immersiveengineering:balloon.txt:line:0	sha256:85bddc940b3f42fa3ebdf517fd1e27fb99694fdbe384fbedeece2ad09d93fb7d	Воздушный шар
ie-manual:immersiveengineering:balloon.txt:line:1	sha256:94c1249a8a043fc4f13b5a0ef0e793e31b298a7d1f663d896170a7202b0cd793	...просто сделайте 99 из них
ie-manual:immersiveengineering:balloon.txt:line:2	sha256:26f9a62004242bc8b2649782eb796b3fd560801cf2f90b3e6952680a18a6ff46	<&recipe>Воздушные шары представляют собой мешки из ткани, под которыми находится источник тепла, который удерживает их на плаву. Они излучают свет, но, несмотря на наличие факела, не представляют опасности возгорания.
ie-manual:immersiveengineering:balloon.txt:line:3	sha256:a6ee846705d646779ec18b21d4bdd77e2e3a477b875b23132f9a65779069c932	Воздушные шары можно ставить как обычные блоки. Если не целиться в блок, шар появится в воздухе перед вами.
ie-manual:immersiveengineering:balloon.txt:line:5	sha256:8ac2df407b8c8a00410c0520a8c497ee12ed26661c847d1199d90494c9b4df5c	Подобно <link;metalconstruction;Структурным соединителям;connector_recipes> к воздушному шару можно прикрепить пеньковую веревку и стальную проволоку.
ie-manual:immersiveengineering:balloon.txt:line:7	sha256:72f2f39a1cee212aa4c479b6271bfb3852be869b17f658f3301fff5edab6cb55	Удерживайте Shift при установке, чтобы задать смещение по высоте и разместить шар на расстоянии до 5 блоков над выбранной точкой. Чтобы забрать шар, нажмите по нему ПКМ, удерживая Shift.
ie-manual:immersiveengineering:balloon.txt:line:9	sha256:6e022dffb2adc32835309cac56e6d35d8826881a2beec04875c915d039f38e4e	Установленный шар можно красить: окрашиваемая часть зависит от места нажатия. ПКМ молотом инженера переключает узор между горизонтальными и вертикальными полосами.
ie-manual:immersiveengineering:barrel.txt:line:0	sha256:944b38f979b82a505d1be1d6966acf1e5dc65bf8170c749b76e50c2243eb7cd1	Деревянная бочка
ie-manual:immersiveengineering:barrel.txt:line:1	sha256:4de74767f494109f0f202918e954fef88be51e4ad576723f4ebb96d84067d0ec	Не катится
ie-manual:immersiveengineering:barrel.txt:line:2	sha256:ea29a0a48f0964a85bad7117f9a66443b168871ed8de9ac39ab71c6a4dcedd40	<&recipe>Деревянные бочки - это простые ёмкости, в которых можно хранить жидкость. Они будут хранить до 12 ведер, но поскольку они деревянные, они не могут хранить никакие газы или горячие жидкости.
ie-manual:immersiveengineering:barrel.txt:line:3	sha256:028c335eedf87b96db598c1878afd6573db95184b40038d5217a87c5abad2f5a	ПКМ Молотом по верхней или нижней стороне переключит режимы 'входа', 'выхода' или 'без подключения'.
ie-manual:immersiveengineering:blueprints.txt:line:0	sha256:826b8f0108aec61567a3dbd13b021b29a1794354cc046b2c082c5ad8e431cbdc	Чертежи инженера
ie-manual:immersiveengineering:blueprints.txt:line:1	sha256:ec1309e8b0dc1eede9a3bfa2bbf4132bdd3211ff88d15936a549287d97ac3d8a	Начать всё с начала
ie-manual:immersiveengineering:blueprints.txt:line:2	sha256:01b60a2fb80cd917ebc13d4543b9a2db750a0d3f0543f68a44873418af90f8db	На этой странице показаны все чертежи инженера, которые можно изготовить обычным способом. Остальные придётся купить у жителей или найти в мире. Любой чертёж используется в <link;workbench;верстаке инженера> для создания указанных на нём предметов.
ie-manual:immersiveengineering:bottling_machine.txt:line:0	sha256:a283da28bbf43583866ae4d229f2c0204b75ac9d090fafbf84417541b97ffce0	Разливочная машина
ie-manual:immersiveengineering:bottling_machine.txt:line:1	sha256:ca18b6fa2c4106e08def89fae0899ef9899333cc175624155e36145f4bb6fdc3	Наполняй!
ie-manual:immersiveengineering:bottling_machine.txt:line:2	sha256:d3340d119ea57faf6f52bb146e98affcf7f4c3f2f6a080492b115ba53ca05ddc	<&multiblock>Разливочная машина разливает жидкости в контейнеры.
ie-manual:immersiveengineering:bottling_machine.txt:line:3	sha256:c2a698db9047ad553fd65aa847c2697adc6f51972bcea4a9f34b82d65905bff8	Конструкцию собирают, как показано выше; её можно отразить зеркально. Чтобы сформировать машину, нажмите ПКМ молотом инженера по центральному конвейеру. Направление конвейеров имеет значение.<np>
ie-manual:immersiveengineering:bottling_machine.txt:line:4	sha256:a7f70b3b317c8d5dd6153e4c446dc829ce910ce6d564196b75556198aeaec4b5	Машина может хранить 8 ведер жидкости, которая подается через отверстия на металлическом баке. Энергия подается через соединение в верхней части противоположной стороны.<br>
ie-manual:immersiveengineering:bottling_machine.txt:line:5	sha256:540275d02184c87654a7aaa3013c3be5b64c25b940e718493aca0f5be6d155fc	Разливочная машина обычно наполняет любые ёмкости, для которых существует заполненный вариант, например вёдра и пузырьки. Она также принимает другие предметы с резервуаром, например <link;mining_drill;шахтёрский бур;start> или <link;jerrycan;канистру;start>.
ie-manual:immersiveengineering:bottling_machine.txt:line:6	sha256:3a179be3ec1ed8701ffb79757bc4be9c52878f9e704aa2513539334c66f33ad6	Машина будет удерживать контейнер до тех пор, пока он не будет полностью заполнен или пока в машину не перестанет поступать жидкость. Это позволяет ему заполнять даже более крупные контейнеры при условии постоянного поступления жидкости.
ie-manual:immersiveengineering:bottling_machine.txt:line:7	sha256:0a75252bb37f57984495da0e32dc0e23ec7e8ae859335f4915f97c80329adffa	Это поведение можно отключить, подкравшись и щелкнув правой кнопкой мыши молотком инженера. <np>
ie-manual:immersiveengineering:bottling_machine.txt:line:8	sha256:08fb48a2ebe84137fef55a8f74284878a10f136567c7efb3c01e80ed99ef4a88	<&potions>Машину можно использовать для разлива в бутылки любых зелий, сваренных в <link;mixer;Миксере>.<br>
ie-manual:immersiveengineering:bottling_machine.txt:line:9	sha256:d8c1643cb88bca6c29c1bf60276bcde54477c88740b77a43b8eeb360e674db5c	Кроме того, машина создаёт <link;plastic;изделия из дюропласта;duroplast_sheet> из смолы и <link;redstone_acid;окисляет медные блоки;copper> редстоуновой кислотой.
ie-manual:immersiveengineering:breaker.txt:line:0	sha256:518d109ad772df41f238c0343afceb9bd7a42fd83fea7686bf7fd0152090008f	Выключатель
ie-manual:immersiveengineering:breaker.txt:line:1	sha256:306653f454a7b06bdcceca69ea7c6dd36e7257edf62a9722e3627a398530a48a	Клац включил - Клац отключил
ie-manual:immersiveengineering:breaker.txt:line:2	sha256:6a095d4380fe5981950563a6779e0b378ae8762ebd59be95f78670b84f7bc007	<&manual_breaker>Выключатели - это просто переключатели, которые могут остановить поток энергии через провода. Они могут соединять два провода одного типа и пропускать энергию только при включении. Это может быть использовано для отделения энергозатратных машин от сети или подключения дополнительного набора генераторов, когда это необходимо! Из-за высокого риска эти переключатели не будут принимать высоковольтные провода.
ie-manual:immersiveengineering:breaker.txt:line:3	sha256:bde2336d57892297427332059a3464013bdd06f9ce974a3924f8fa9ca62058d8	Во включённом состоянии выключатели также выдают сигнал редстоуна. Это поведение можно инвертировать отвёрткой инженера.
ie-manual:immersiveengineering:breaker.txt:line:4	sha256:b87bb155696be22b5901fd6c4fb831f33a67bc1880761cef86ff13b3218166df	Кроме того, они являются отличным способом управления вашими <link;lighting;светильниками;electric_lantern>!<np>
ie-manual:immersiveengineering:breaker.txt:line:5	sha256:26c00a0ea361d5a1c6b59413384048e01fa3151b31cdb1b3659331a75df3201f	<&rs_breaker>Редстоуновый выключатель похож на обычный выключатель, но не может управляться вручную. Вместо этого потребуется сигнал редстоуна, чтобы разорвать соединение. В свою очередь, это устройство изолировано достаточно хорошо, чтобы обеспечить подключение высоковольтных проводов!
ie-manual:immersiveengineering:bullets.txt:line:0	sha256:8c796236a713c022e5a5172d9953c835d809f01a8e45969f73978fce9f086767	Патроны для револьвера
ie-manual:immersiveengineering:bullets.txt:line:10	sha256:452deaebc382b2b653ce2f9508cba365f220cfb27f2fe1d3796f62c25a11fdb8	<&potion>§lПатроны §lс зельем§r также создаются по «специализированному» чертежу. Соедините патрон с любым зельем в сетке крафта, чтобы наполнить его. Эффект зелья сработает при попадании: обычному зелью нужно прямое попадание, взрывное действует по площади, а туманное создаёт временное облако.<np>
ie-manual:immersiveengineering:bullets.txt:line:11	sha256:a8ebf60542d9eab8ac73d14c61c3857a02d4a44df85efb704e2802700a8d3430	<&flare>§lСигнальные §lпатроны§r создаются по «специализированному» чертежу. После выстрела сигнальная ракета пролетает некоторое расстояние, взрывается и медленно опускается на землю. Соедините патрон с красителями на верстаке, чтобы изменить его цвет.<np>
ie-manual:immersiveengineering:bullets.txt:line:12	sha256:78c0577a8421046595b29a7bddc9f0f54e3ae6c4177fc43578b3c5f4d2323c95	<&homing>§lСамонаводящиеся §lпатроны§r создаются по чертежу «Специализированные снаряды». Благодаря необычным свойствам ока Края эти снаряды находят и преследуют ближайшую цель.
ie-manual:immersiveengineering:bullets.txt:line:13	sha256:854a939cfad5dc9ae4ba7574c392ed1fdfda9cd8f20bba3a5cca2405fe27cc37	<&wolfpack>§lПатроны §l «Волчья стая»§r создаются по тому же чертежу и содержат несколько самонаводящихся зарядов в одной оболочке. Первый снаряд летит без наведения, но при попадании разделяется на шесть самонаводящихся зарядов, которые поражают окружающих врагов.
ie-manual:immersiveengineering:bullets.txt:line:2	sha256:5f477eda1bdf23ff900befb24fe6c430cd274c453d5e9ad96c62e879426ea5b3	Картриджи создаются в Верстаке инженера с использованием определенных <link;blueprints;чертежей инженера>. Чертежи обычных боеприпасов вы можете создать самостоятельно, но для некоторых более продвинутых типов вам потребуется купить соответствующие чертежи у кого-то другого.<np>
ie-manual:immersiveengineering:bullets.txt:line:3	sha256:46f620c2ea1589673f6eae8e124e88d055b00d6bb4f5158ee276db410a45545a	<&empty>§lПустые §lгильзы§r и §lоболочки§r служат основой для всех снарядов. Пустые гильзы также можно дешевле изготовить в <link;metal_press;металлическом прессе> с помощью пресс-формы для гильз. Пустые оболочки аналогично создаются из <link;plastic;фенольной смолы;empty_shell> в разливочной машине.<np>
ie-manual:immersiveengineering:bullets.txt:line:4	sha256:42c495cfbc769b063acfdb4a58c27c3b01ece7d3bee735f174dec78a13c3fa9d	<&casull>§lПатроны §l«Касулл»§r создаются по чертежу «Обычные снаряды». Это простые свинцовые пули со средним уроном.<np>
ie-manual:immersiveengineering:bullets.txt:line:5	sha256:c9540477d3df20c8fab3a819228208398f93b3c68ed8b50faa6e98ac1f19bbb9	<&ap>§lБронебойные §lпатроны§r создаются по тому же чертежу. Они наносят такой же урон, но пробивают броню за счёт чистой кинетической силы.<np>
ie-manual:immersiveengineering:bullets.txt:line:6	sha256:b18c5365ba9af7f35c084e35e655b5acdef976df2a59785a709fa30a526ecff4	<&buckshot>§lПатроны §lс картечью§r создаются по упомянутому выше чертежу. Они содержат множество мелких снарядов, которые разлетаются конусом. Такие патроны особенно эффективны вблизи.<np>
ie-manual:immersiveengineering:bullets.txt:line:7	sha256:dade4578d83bbb12ae5e73ef66b1aa834f50e046d99f94c4d292b0c647cceb00	<&he>§lОсколочно-фугасные §lПатроны§r создаются по чертежу «Обычные снаряды». Они выпускают снаряд, который взрывается при ударе, нанося урон живым существам и местности.<np>
ie-manual:immersiveengineering:bullets.txt:line:8	sha256:972e50c0a81a8a80646f2f27a01ff74558080b188e247c541948fd11b4008542	<&silver>§lСеребряные §lПатроны§r, также созданные по чертежу «Общие снаряды», состоят из свинцового сердечника, обернутого серебром, что делает их очень эффективными против нежити.<np>
ie-manual:immersiveengineering:bullets.txt:line:9	sha256:28ca8e31fadd7f15e9e4deba22df405ed88a2a86ae6ceb4e9889ad0281d83c66	<&dragon>§lПатроны §l«Дыхание дракона»§r создаются по чертежу «Специализированные снаряды». Как и картечь, они эффективны вблизи, но вместо мелких металлических дробин содержат горючую металлическую пыль и выпускают поток пламени.<np>
ie-manual:immersiveengineering:buzzsaw.txt:line:0	sha256:d1288f58bedebf842ae138ab07c87f42fe6cc53dd06205fea470e79e2779ad6f	Циркулярная пила
ie-manual:immersiveengineering:buzzsaw.txt:line:1	sha256:40b66675c2e8ea56a90c525b1dafd72d9c22f977e105493432dea5cb53510ee6	Мы не ездим в Рейвенхольм
ie-manual:immersiveengineering:buzzsaw.txt:line:10	sha256:98d0e8f5f8fbf37a6656addb80e90717b2030ae701e4390ca4e20b98f3578e1b	<&lube_recipe>§2Улучшенная система смазки§r подаёт дополнительную смазку на пильное полотно и замедляет потерю его прочности.<np>
ie-manual:immersiveengineering:buzzsaw.txt:line:11	sha256:c069777e7bda8eb2df8f2fab0b87e71c1ccfe01efa5209a1c60e78470f013cdb	<&quiver_recipe>Прикрепив §2колчан для полотен§r к циркулярной пиле, вы сможете носить ещё два пильных полотна. Переключайтесь между ними с помощью <config;b;tools.chemthrower.scroll;sneaking and using the scrollwheel, or through use of;using> клавиши §l<keybind;key.immersiveengineering.chemthrowerSwitch>§r, если она назначена в настройках.
ie-manual:immersiveengineering:buzzsaw.txt:line:2	sha256:26f4a0bd1f557e8410ea1de051d5a4d13cd8c2dec31ba9d3fab155244a6cffda	<&recipes>Эта большая переносная циркулярная пила быстро расправляется с деревьями и другой растительностью, мешающей строительству безупречной фабрики.
ie-manual:immersiveengineering:buzzsaw.txt:line:3	sha256:fca9938ed83ae0ec76a6155b4820a0a2c0374df04cbdd80f5669f1b524a94e49	После использования <link;workbench;Инженерного верстака;start> для размещения в нем пильного полотна и загрузки <link;refinery;Биодизеля;diesel> или другого топлива, его можно использовать для распиливания всего: от маленьких берез до больших деревьев джунглей.
ie-manual:immersiveengineering:buzzsaw.txt:line:5	sha256:b07241da256403fb85ddb62e341210bd95d4ac748de7976218e4328934ae0adb	Как и некоторые другие инструменты, циркулярную пилу можно улучшать в <link;workbench;верстаке инженера>. Улучшения влияют на объём внутреннего бака и прочность пильного полотна.
ie-manual:immersiveengineering:buzzsaw.txt:line:7	sha256:4076275f69be6232566b4022edab001bd0644ff2efe2b5f6c56a0af2742902f9	<&rockcutter_recipe>Заменив обычное полотно пилы на §2Лезвие камнереза§r, циркулярную пилу можно использовать для аккуратной резки кубов камня из земли, во многом аналогично зачарованию §2Шелковое прикосновение§r. Однако лезвие с алмазным наконечником больше не годится для резьбы по дереву или валки деревьев.<np>
ie-manual:immersiveengineering:buzzsaw.txt:line:8	sha256:34a6d6afa9addec000b381cde3db80006a9828dee0f7029c07395d54010a4564	<&grinding_recipe>§2Шлифовальный диск§r изготовлен из мелкой алюминиевой крошки, взвешенной в <link;plastic;фенольной смоле>. Хотя эти диски не такие прочные, они отлично подходят для быстрой резки металлических блоков, но легко ломаются о другие материалы. Кроме того, их можно использовать для очистки от окисления, удаления воска с медных блоков или снятия коры с бревен, подобно §2топору§r.<np>
ie-manual:immersiveengineering:buzzsaw.txt:line:9	sha256:2dc80d2824d2f09d6c1b2c6a47072669e12fde79ee7e2a8ebf0d404435849d7a	<&tank_recipe>§2Большой бак§r увеличивает вместимость циркулярной пилы на 2000 мБ.<np>
ie-manual:immersiveengineering:charging_station.txt:line:0	sha256:fb4d5fb7a1fad227604b8a88add66c58487f5a005c1783e5b973395fc6c87f0a	Зарядная станция
ie-manual:immersiveengineering:charging_station.txt:line:1	sha256:af11ff6a4f4c31dff95af1dc9575146ff500e2d62ac2b2b991829f96eebe5bc7	Наполните ваши бокалы!
ie-manual:immersiveengineering:charging_station.txt:line:2	sha256:ca99053c57258cc9a9de01b23f8022ce200e092ddb55f45a41fc2db75bcd9a02	<&recipe>Зарядная станция - это устройство, которое позволяет заряжать инструменты и другие предметы.
ie-manual:immersiveengineering:charging_station.txt:line:3	sha256:901f04cea1e6c718392ca06d29a9b92b29e54b426546b67f99b38007db7e975a	Энергия подаётся через нижнюю или заднюю часть, а предметы могут быть помещены вручную или подаваться автоматически.<np>
ie-manual:immersiveengineering:charging_station.txt:line:4	sha256:306b193b28294cdaf4ed21d0513bf1edf2543be1f6086814bd97ab662c8043c6	Электронные лампы спереди показывают текущий заряд предмета. Для той же цели блок выдаёт сигнал компаратора.
ie-manual:immersiveengineering:chemicals.txt:line:0	sha256:58768b0424cfb8668ea584c92f35975d5b22dcf100fdcf8c0e9d37779b4cd54f	Сера и нитрат
ie-manual:immersiveengineering:chemicals.txt:line:1	sha256:416c394039500bd2c5f7b8fbb952849d72073111d92bf536bc6aad1a70c4b0cc	Взрывы и рост
ie-manual:immersiveengineering:chemicals.txt:line:10	sha256:e6b1dbf254362d52351beea0de8d385c0617700b8dfeb8ec2fa4706e3ba8950b	Смешав нитрат, серу и древесный уголь, можно получить порох. Это гораздо более промышленный и надёжный способ, чем добывать его с монстров.
ie-manual:immersiveengineering:chemicals.txt:line:12	sha256:8c70c23e25abb646a8236122343684ab41f7795fa23e2508336dbb93c45a420b	Из пороха также можно сделать пороховые бочки, более стабильную альтернативу тротилу.
ie-manual:immersiveengineering:chemicals.txt:line:2	sha256:ea772f66f9ae308a6bca0c38709d7f90ceeb0df19740c261701d7d1a41f37e17	§lСерная пыль§r встречается в некоторых рудах и особенно часто в <link;minerals;минеральных жилах>. Иногда она получается при <link;crusher;дроблении> §2лазурита§r или §2угольной руды§r, а чаще всего — из §2кварцевой руды Незера§r. Её также можно извлечь из §2огненных стержней§r.
ie-manual:immersiveengineering:chemicals.txt:line:4	sha256:ee54e5571aa498d99e626adb2925b55cb86a4adc609a1819c85b30118ebbb3ff	§lНитратная пыль§r (также известная как селитра) представляет собой смесь солей щелочных металлов, получаемых при переработке §2Песчаника§r в <link;crusher;Дробилке>.
ie-manual:immersiveengineering:chemicals.txt:line:6	sha256:8c2c843f0bb0c306188f3d5a78a26df02952ae6c11cb5c48e724eedd5ade770e	Сера, шлак и нитрат немного ускоряют рост культур в <link;garden_cloche;садовом клоше>, но применять их непосредственно на грядках нельзя.
